RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,source,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,University Rank,Name of University,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Baylor University,37.0–41.8,6200.0,39.2,328.0,19.7,828.0,61.3,746.0,54.8,728.0,38.6,1165.0,private,0.0,/world-university-rankings/baylor-university,594605.0,United States,"20,859",19.0,6%,61 : 39,Baylor University United States US USA,"History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Biological Sciences,Business & Management,General Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Education,Agriculture & Forestry,Sport Science,Law,Computer Science,Mathematics & Statistics,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-36580942,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,University of Beira Interior,37.0–41.8,6210.0,20.1,1364.0,22.2,719.0,65.4,668.0,36.7,1054.0,52.3,729.0,master_account,0.0,/world-university-rankings/university-beira-interior,587724.0,Portugal,"8,248",17.4,18%,52 : 48,University of Beira Interior,"Art, Performing Arts & Design,Mathematics & Statistics,Physics & Astronomy,Computer Science,Sport Science,Civil Engineering,Other Health,Politics & International Studies (incl Development Studies),Education,Medicine & Dentistry,History, Philosophy & Theology,Architecture,Economics & Econometrics,General Engineering,Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Business & Management,Accounting & Finance,Psychology",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Bharathiar University,37.0–41.8,6220.0,36.7,400.0,32.6,403.0,48.0,1059.0,34.6,1098.0,31.1,1458.0,master_account,0.0,/world-university-rankings/bharathiar-university,624435.0,India,"3,887",18.2,0%,62 : 38,Bharathiar University,"Languages, Literature & Linguistics,Sociology,Veterinary Science,Accounting & Finance,Mathematics & Statistics,Computer Science,Psychology,History, Philosophy & Theology,Physics & Astronomy,Education,Biological Sciences,Business & Management,Sport Science,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Chemistry",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Bilkent University,37.0–41.8,6230.0,27.8,813.0,26.0,569.0,48.8,1044.0,91.4,152.0,70.0,406.0,master_account,0.0,/world-university-rankings/bilkent-university,668.0,Turkey,"9,109",14.8,8%,46 : 54,Bilkent University,"Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Mechanical & Aerospace Engineering,Archaeology,Psychology,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Law",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Birmingham City University,37.0–41.8,6240.0,17.3,1605.0,11.8,1422.0,77.8,372.0,23.2,1389.0,81.9,222.0,master_account,0.0,/world-university-rankings/birmingham-city-university,131612.0,United Kingdom,"24,575",17.2,26%,63 : 37,Birmingham City University,"Civil Engineering,Accounting & Finance,Languages, Literature & Linguistics,Sport Science,Other Health,Psychology,Economics & Econometrics,Education,Biological Sciences,Communication & Media Studies,Sociology,Art, Performing Arts & Design,Computer Science,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Business & Management,Architecture,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63249543,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Boğaziçi University,37.0–41.8,6250.0,26.1,929.0,26.6,550.0,57.4,831.0,59.6,653.0,50.6,785.0,master_account,0.0,/world-university-rankings/bogazici-university,772.0,Turkey,"12,877",23.5,2%,45 : 55,Boğaziçi University,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Biological Sciences,Law,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Chemistry,Accounting & Finance,Physics & Astronomy,Education",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,University of Campania Luigi Vanvitelli,37.0–41.8,6260.0,25.6,964.0,9.6,1697.0,79.0,343.0,47.7,848.0,31.6,1441.0,master_account,0.0,/world-university-rankings/university-campania-luigi-vanvitelli,623937.0,Italy,"28,065",28.9,2%,45 : 55,University of Campania Luigi Vanvitelli,"Biological Sciences,Sociology,Politics & International Studies (incl Development Studies),General Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Physics & Astronomy,Architecture,Psychology,Law,Mathematics & Statistics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Other Health",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Cankaya University,37.0–41.8,6270.0,14.0,1800.0,15.4,1085.0,83.4,248.0,17.0,1751.0,51.0,769.0,master_account,0.0,/world-university-rankings/cankaya-university,624792.0,Turkey,"6,685",24.0,1%,44 : 56,Cankaya University,"Electrical & Electronic Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Law,Architecture,Mathematics & Statistics,Civil Engineering,Accounting & Finance,Communication & Media Studies,Mechanical & Aerospace Engineering,Psychology,Business & Management,General Engineering",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,University of Cape Coast,37.0–41.8,6280.0,16.5,1659.0,23.8,663.0,71.0,536.0,44.6,900.0,46.9,892.0,master_account,11.0,/world-university-rankings/university-cape-coast,628164.0,Ghana,"32,167",38.6,0%,33 : 67,University of Cape Coast ucc,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Education,Art, Performing Arts & Design,Sport Science,Sociology,Agriculture & Forestry,Psychology,General Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Law,Other Health,Chemistry,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Communication & Media Studies,Mathematics & Statistics,Geography",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Capital Medical University,37.0–41.8,6290.0,35.9,430.0,20.9,773.0,65.8,653.0,46.0,879.0,26.4,1646.0,master_account,0.0,/world-university-rankings/capital-medical-university,131688.0,China,"15,347",4.9,5%,64 : 36,Capital Medical University,"Other Health,Biological Sciences,Medicine & Dentistry,Psychology",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Capital University of Science and Technology,37.0–41.8,6300.0,13.4,1824.0,16.1,1039.0,82.0,284.0,22.2,1432.0,46.6,908.0,master_account,0.0,/world-university-rankings/capital-university-science-and-technology,692890.0,Pakistan,"6,237",28.0,0%,36 : 64,Capital University of Science and Technology,"Accounting & Finance,Psychology,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Computer Science,Other Health,Civil Engineering",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,The Catholic University of America,37.0–41.8,6310.0,44.4,211.0,20.0,810.0,45.6,1106.0,68.7,461.0,51.7,748.0,private,0.0,/world-university-rankings/catholic-university-america,592136.0,United States,"3,930",11.2,6%,55 : 45,The Catholic University of America,"History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,General Engineering,Politics & International Studies (incl Development Studies),Other Health,Civil Engineering,Education,Physics & Astronomy,Business & Management,Architecture,Mechanical & Aerospace Engineering,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics,Computer Science,Mathematics & Statistics,Archaeology,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,Chemistry,Accounting & Finance",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-02364627,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,The Catholic University of Korea,37.0–41.8,6320.0,30.7,651.0,38.7,265.0,42.9,1168.0,89.9,165.0,36.2,1267.0,master_account,6.0,/world-university-rankings/catholic-university-korea,623958.0,South Korea,"7,389",17.9,7%,57 : 43,The Catholic University of Korea,"Chemical Engineering,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Biological Sciences,Education,Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Sport Science,Psychology,Languages, Literature & Linguistics,Business & Management,Other Health,Law",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Chang Gung University,37.0–41.8,6330.0,26.5,907.0,34.6,358.0,47.2,1074.0,95.5,113.0,28.5,1558.0,master_account,11.0,/world-university-rankings/chang-gung-university,992.0,Taiwan,"7,017",12.3,5%,49 : 51,Chang Gung University chang gung,"Physics & Astronomy,Art, Performing Arts & Design,Business & Management,Chemistry,General Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Computer Science,Electrical & Electronic Engineering,Accounting & Finance,Biological Sciences,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Other Health",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Chulalongkorn University,37.0–41.8,6340.0,36.7,402.0,32.2,414.0,50.2,1017.0,76.6,307.0,44.1,985.0,master_account,6.0,/world-university-rankings/chulalongkorn-university,942.0,Thailand,"34,552",12.7,3%,56 : 44,Chulalongkorn University Chula Chulalongkorn,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Archaeology,Physics & Astronomy,Biological Sciences,Electrical & Electronic Engineering,Sociology,Computer Science,Veterinary Science,Psychology,Languages, Literature & Linguistics,Chemical Engineering,General Engineering,Chemistry,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Art, Performing Arts & Design,Education,Agriculture & Forestry,Business & Management,Architecture,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Sport Science,Other Health,Geography",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Clark University,37.0–41.8,6350.0,26.6,900.0,20.8,781.0,66.8,627.0,54.0,737.0,70.5,400.0,private,0.0,/world-university-rankings/clark-university,131481.0,United States,"3,217",12.2,27%,59 : 41,Clark University,"Physics & Astronomy,Education,History, Philosophy & Theology,Psychology,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Sociology,Languages, Literature & Linguistics,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-38187082,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,COMSATS University Islamabad,37.0–41.8,6360.0,17.9,1554.0,16.6,998.0,88.2,151.0,30.5,1170.0,50.0,801.0,master_account,0.0,/world-university-rankings/comsats-university-islamabad,587793.0,Pakistan,"34,323",16.0,1%,42 : 58,COMSATS University Islamabad,"Physics & Astronomy,Chemistry,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Architecture,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Psychology,General Engineering,Chemical Engineering,Biological Sciences,Business & Management,Other Health,Communication & Media Studies,Geography",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,University of Córdoba,37.0–41.8,6370.0,27.0,874.0,19.9,815.0,62.6,715.0,41.9,940.0,52.3,731.0,master_account,0.0,/world-university-rankings/university-cordoba,633045.0,Spain,"17,070",12.9,11%,57 : 43,University of Córdoba,"Other Health,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Sociology,Psychology,Medicine & Dentistry,Agriculture & Forestry,Geography,Chemistry,Civil Engineering,Sport Science,History, Philosophy & Theology,Business & Management,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,Archaeology,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Law,Art, Performing Arts & Design,Economics & Econometrics",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Coventry University,37.0–41.8,6380.0,20.9,1305.0,14.9,1132.0,69.6,565.0,26.8,1267.0,95.6,35.0,master_account,6.0,/world-university-rankings/coventry-university,131675.0,United Kingdom,"32,635",14.9,48%,48 : 52,Coventry University,"Education,Psychology,History, Philosophy & Theology,Art, Performing Arts & Design,Computer Science,Architecture,Business & Management,Biological Sciences,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Chemistry,Sociology,Economics & Econometrics,Communication & Media Studies,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Law,Electrical & Electronic Engineering,General Engineering,Geography,Politics & International Studies (incl Development Studies)",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,Cyprus University of Technology,37.0–41.8,6390.0,29.4,725.0,19.1,859.0,63.3,703.0,21.9,1441.0,71.2,389.0,master_account,0.0,/world-university-rankings/cyprus-university-technology,131619.0,Cyprus,"3,157",15.3,14%,57 : 43,Cyprus University of Technology,"Art, Performing Arts & Design,Communication & Media Studies,Economics & Econometrics,Chemical Engineering,Electrical & Electronic Engineering,Computer Science,Civil Engineering,General Engineering,Agriculture & Forestry,Mechanical & Aerospace Engineering,Business & Management,Accounting & Finance,Other Health,History, Philosophy & Theology",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,601–800,University of Debrecen,37.0–41.8,6400.0,41.2,275.0,22.5,706.0,40.7,1209.0,51.1,789.0,59.7,590.0,master_account,6.0,/world-university-rankings/university-debrecen,986.0,Hungary,"19,964",12.0,24%,56 : 44,University of Debrecen,"History, Philosophy & Theology,Biological Sciences,Other Health,Mathematics & Statistics,Law,Electrical & Electronic Engineering,Geography,Architecture,Sport Science,Psychology,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Communication & Media Studies,Medicine & Dentistry,Agriculture & Forestry,Chemistry,Accounting & Finance,Education",False,False,False,,,,,,,,,,,,,
