rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,stats_proportion_of_isr,aliases,subjects_offered,closed,unaccredited,rank_numeric,ranking_status,score_status,female_percentage
3820,351–400,Middle East Technical University,50.05,3820,44.2,212,43.1,209,53.6,931,81.9,239,56.0,661,Turkey,16182,21.2,12.0,49 : 51,43.0,Middle East Technical University,"Architecture,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry,Art, Performing Arts & Design,General Engineering,Sociology,Languages, Literature & Linguistics,Civil Engineering,Education,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Mathematics & Statistics,Computer Science,Physics & Astronomy,Business & Management",False,False,,Reporter,Available,49.0
3830,351–400,University of Milan,50.05,3830,31.3,624,31.8,420,87.3,169,69.5,443,47.2,886,Italy,50995,21.8,7.0,60 : 40,16.0,University of Milan,"Agriculture & Forestry,Communication & Media Studies,Other Health,Sport Science,Law,Chemical Engineering,Sociology,Archaeology,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Geography,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemistry,Business & Management,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Veterinary Science,Psychology",False,False,,Reporter,Available,60.0
3840,351–400,University of Milan-Bicocca,50.05,3840,27.8,818,26.0,572,91.1,106,66.7,512,47.0,892,Italy,29943,29.8,5.0,62 : 38,26.0,University of Milan-Bicocca,"Physics & Astronomy,Sociology,Business & Management,Economics & Econometrics,Law,Accounting & Finance,Computer Science,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Psychology,Biological Sciences,Chemistry,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics",False,False,,Reporter,Available,62.0
3850,351–400,Murdoch University,50.05,3850,23.2,1139,29.6,484,81.4,293,67.2,495,94.2,62,Australia,14816,34.0,38.0,62 : 38,19.0,Murdoch University Murdoch,"Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Languages, Literature & Linguistics,Sociology,Agriculture & Forestry,Physics & Astronomy,General Engineering,Electrical & Electronic Engineering,Law,Sport Science,Business & Management,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Chemistry,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,History, Philosophy & Theology,Psychology,Veterinary Science,Education",False,False,,Reporter,Available,62.0
3860,351–400,University of Naples Federico II,50.05,3860,36.7,407,28.3,511,86.9,176,72.0,387,35.4,1307,Italy,56127,19.5,2.0,56 : 44,27.0,University of Naples Federico II,"Veterinary Science,Chemistry,Economics & Econometrics,Agriculture & Forestry,Law,Mechanical & Aerospace Engineering,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Computer Science,Business & Management,Chemical Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Biological Sciences,Architecture,Communication & Media Studies,Art, Performing Arts & Design,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Other Health",False,False,,Reporter,Available,56.0
3870,351–400,Peter the Great St Petersburg Polytechnic University,50.05,3870,43.4,234,31.3,434,67.4,614,61.6,623,65.2,483,Russian Federation,16400,10.0,33.0,42 : 58,43.0,Peter the Great St Petersburg Polytechnic University,"Languages, Literature & Linguistics,Chemistry,Mechanical & Aerospace Engineering,Law,Biological Sciences,Education,Art, Performing Arts & Design,Sport Science,Psychology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Accounting & Finance,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Business & Management",False,False,,Reporter,Available,42.0
3880,351–400,Sabancı University,50.05,3880,31.7,604,37.9,294,69.5,569,90.2,164,66.6,456,Turkey,3847,20.5,11.0,38 : 62,33.0,Sabancı University,"History, Philosophy & Theology,Chemistry,Sociology,Mathematics & Statistics,Business & Management,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Economics & Econometrics,General Engineering,Psychology,Politics & International Studies (incl Development Studies),Computer Science,Accounting & Finance",False,False,,Reporter,Available,38.0
3890,351–400,University of St Gallen,50.05,3890,33.8,504,21.0,771,81.4,294,66.6,515,93.6,71,Switzerland,8799,12.9,33.0,36 : 64,18.0,University of St Gallen,"Computer Science,Business & Management,Law,Accounting & Finance,Economics & Econometrics,Politics & International Studies (incl Development Studies)",False,False,,Reporter,Available,36.0
3900,351–400,University of Saskatchewan,50.05,3900,39.0,339,35.1,348,62.9,711,95.8,110,78.9,266,Canada,17924,18.1,21.0,56 : 44,27.0,University of Saskatchewan,"Geography,Other Health,Politics & International Studies (incl Development Studies),Veterinary Science,Civil Engineering,Languages, Literature & Linguistics,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,General Engineering,Accounting & Finance,Mathematics & Statistics,Sport Science,Business & Management,Art, Performing Arts & Design,Archaeology,Law,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science,Economics & Econometrics,Psychology,Electrical & Electronic Engineering,Sociology,Biological Sciences,Chemical Engineering,History, Philosophy & Theology",False,False,,Reporter,Available,56.0
3910,351–400,University of Sharjah,50.05,3910,20.7,1326,25.7,587,93.8,62,29.0,1203,98.8,1,United Arab Emirates,12848,18.9,51.0,67 : 33,33.0,University of Sharjah,"Other Health,Medicine & Dentistry,History, Philosophy & Theology,Sociology,Physics & Astronomy,Computer Science,Mathematics & Statistics,Chemical Engineering,Accounting & Finance,Archaeology,Politics & International Studies (incl Development Studies),Chemistry,Agriculture & Forestry,Biological Sciences,General Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Architecture,Civil Engineering,Law,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",False,False,,Reporter,Available,67.0
3920,351–400,Shenzhen University,50.05,3920,27.8,821,34.3,371,85.3,205,57.9,684,42.4,1038,China,35736,14.0,1.0,49 : 51,36.0,Shenzhen University SZU,"Law,Economics & Econometrics,Chemical Engineering,History, Philosophy & Theology,Business & Management,Politics & International Studies (incl Development Studies),Sport Science,Sociology,Chemistry,Art, Performing Arts & Design,Medicine & Dentistry,Physics & Astronomy,Accounting & Finance,Communication & Media Studies,General Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Architecture,Other Health,Biological Sciences,Psychology,Mechanical & Aerospace Engineering",False,False,,Reporter,Available,49.0
3930,351–400,Southern Medical University,50.05,3930,44.1,216,36.7,310,74.8,442,56.4,713,30.4,1487,China,20555,10.7,6.0,53 : 47,5.0,Southern Medical University,"Business & Management,General Engineering,Other Health,Economics & Econometrics,Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Law,Psychology",False,False,,Reporter,Available,53.0
3940,351–400,University of Southern Queensland,50.05,3940,28.4,784,25.9,576,88.0,154,46.9,867,81.8,228,Australia,11650,24.8,15.0,63 : 37,31.0,University of Southern Queensland usq,"Art, Performing Arts & Design,Agriculture & Forestry,Psychology,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemistry,Accounting & Finance,General Engineering,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Sociology,Computer Science,Physics & Astronomy,Education",False,False,,Reporter,Available,63.0
3950,351–400,Technion Israel Institute of Technology,50.05,3950,37.5,380,34.0,380,66.9,626,68.1,481,71.8,378,Israel,15934,22.7,13.0,40 : 60,39.0,Technion Israel Institute of Technology,"Architecture,Education,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Civil Engineering,Business & Management,Physics & Astronomy,General Engineering,Mathematics & Statistics,Other Health,Sociology",False,False,,Reporter,Available,40.0
3960,351–400,Temple University,50.05,3960,40.7,289,24.3,642,85.2,208,70.4,422,43.6,1002,United States,34069,12.3,6.0,56 : 44,20.0,Temple University,"Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Psychology,Mathematics & Statistics,Education,Other Health,Biological Sciences,Business & Management,History, Philosophy & Theology,Chemistry,Sociology,Art, Performing Arts & Design,Sport Science,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Agriculture & Forestry,General Engineering,Civil Engineering,Geography,Economics & Econometrics,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance",False,False,,Reporter,Available,56.0
3970,351–400,University of Texas at Dallas,50.05,3970,29.5,724,28.3,512,84.9,213,72.3,380,62.7,532,United States,24679,21.6,15.0,44 : 56,39.0,University of Texas at Dallas utd,"Languages, Literature & Linguistics,Chemistry,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Geography,Computer Science,Sociology,Mathematics & Statistics,Other Health,Education,General Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Accounting & Finance",False,False,,Reporter,Available,44.0
3980,351–400,University of Trento,50.05,3980,29.3,733,34.8,355,80.5,312,65.2,543,61.1,562,Italy,14100,18.4,7.0,51 : 49,38.0,University of Trento,"Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Psychology,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Law,Architecture,Biological Sciences,Medicine & Dentistry,Physics & Astronomy,Computer Science,Agriculture & Forestry,Sport Science,Archaeology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics",False,False,,Reporter,Available,51.0
3990,351–400,University of Tsukuba,50.05,3990,51.8,119,42.6,219,52.3,958,72.9,374,51.3,766,Japan,15506,12.1,16.0,38 : 62,30.0,University of Tsukuba,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Education,Geography,Psychology,Mathematics & Statistics,Communication & Media Studies,Law,Chemistry,Other Health,Mechanical & Aerospace Engineering,Economics & Econometrics,Sport Science,Biological Sciences,Civil Engineering,Business & Management,General Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Accounting & Finance,Archaeology,History, Philosophy & Theology,Computer Science,Agriculture & Forestry,Physics & Astronomy,Medicine & Dentistry,Sociology,Architecture",False,False,,Reporter,Available,38.0
4000,351–400,University of Victoria,50.05,4000,27.4,859,31.2,440,80.1,321,63.8,572,88.9,140,Canada,21486,23.9,21.0,56 : 44,33.0,University of Victoria,"Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Law,Sport Science,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Civil Engineering,Mathematics & Statistics,Archaeology,Other Health,Psychology,Education,Languages, Literature & Linguistics,Geography,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Accounting & Finance,Sociology,General Engineering",False,False,,Reporter,Available,56.0
4010,351–400,York University,50.05,4010,28.2,801,32.4,410,78.3,360,69.6,442,79.5,262,Canada,44038,29.1,28.0,55 : 45,26.0,York University,"Sport Science,Chemistry,Mechanical & Aerospace Engineering,Biological Sciences,Physics & Astronomy,Computer Science,Sociology,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Business & Management,Other Health,History, Philosophy & Theology,Civil Engineering,Geography,Economics & Econometrics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Education,Psychology,Accounting & Finance,Art, Performing Arts & Design,General Engineering,Communication & Media Studies",False,False,,Reporter,Available,55.0
4020,401–500,"Asia University, Taiwan",47.2,4020,18.3,1524,36.6,311,80.6,308,63.2,584,49.2,823,Taiwan,11431,29.5,4.0,63 : 37,20.0,"Asia University, Taiwan","Economics & Econometrics,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Psychology,Computer Science,Education,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Other Health,Law,Business & Management,Biological Sciences,Veterinary Science",False,False,,Reporter,Available,63.0
4030,401–500,Aston University,47.2,4030,22.2,1206,26.5,555,82.5,270,64.1,563,95.2,44,United Kingdom,12950,19.0,25.0,48 : 52,28.0,Aston University,"Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Chemistry,Chemical Engineering,Law,Politics & International Studies (incl Development Studies),Other Health,General Engineering,Computer Science,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Medicine & Dentistry,Business & Management",False,False,,Reporter,Available,48.0
4040,401–500,Auckland University of Technology,47.2,4040,23.8,1089,21.2,758,84.0,236,40.8,959,92.4,94,New Zealand,18592,17.7,46.0,60 : 40,24.0,Auckland University of Technology AUT,"Languages, Literature & Linguistics,Mathematics & Statistics,Law,Other Health,Physics & Astronomy,Computer Science,Communication & Media Studies,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sport Science,Psychology,Mechanical & Aerospace Engineering,Geography,Medicine & Dentistry,Biological Sciences,Education,Architecture,Chemistry,Business & Management",False,False,,Reporter,Available,60.0
4050,401–500,Australian Catholic University,47.2,4050,16.8,1637,25.7,583,97.0,28,21.9,1441,80.7,245,Australia,23843,38.4,14.0,76 : 24,10.0,Australian Catholic University ACU,"Communication & Media Studies,Other Health,History, Philosophy & Theology,Computer Science,Accounting & Finance,Law,Languages, Literature & Linguistics,Psychology,Mathematics & Statistics,Sport Science,Sociology,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Education",False,False,,Reporter,Available,76.0
4060,401–500,Bangor University,47.2,4060,27.6,830,25.3,595,72.7,490,64.3,559,88.2,148,United Kingdom,8130,14.8,23.0,61 : 39,25.0,Bangor University,"Computer Science,Geography,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Law,Art, Performing Arts & Design,Sport Science,Languages, Literature & Linguistics,Communication & Media Studies,Other Health,Biological Sciences,Business & Management,Agriculture & Forestry,Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Accounting & Finance,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology",False,False,,Reporter,Available,61.0
4070,401–500,Bauman Moscow State Technical University,47.2,4070,71.7,38,43.9,203,22.1,1637,51.7,780,59.3,597,Russian Federation,16061,6.6,18.0,42 : 58,49.0,Bauman Moscow State Technical University,"Other Health,Veterinary Science,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Agriculture & Forestry,Law,Business & Management,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Sport Science,General Engineering",False,False,,Reporter,Available,42.0
4080,401–500,Bond University,47.2,4080,28.2,796,23.1,682,82.5,271,23.1,1398,82.3,218,Australia,3170,11.2,34.0,54 : 46,11.0,Bond University,"Sport Science,Psychology,History, Philosophy & Theology,Business & Management,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Law,Economics & Econometrics,Art, Performing Arts & Design,Other Health,Sociology,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics",False,False,,Reporter,Available,54.0
