university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,university_id
Sichuan University of Science and Engineering,sichuan university of science and engineering,China,china,,16.2,12.0,10.4,23.8,26.4,20.3,22.9,1.0,39.0,U2610
University of Silesia in Katowice,university of silesia in katowice,Poland,poland,,16.2,23.2,13.5,23.4,21.8,29.7,11.6,4.0,67.0,U1385
Silpakorn University,silpakorn university,Thailand,thailand,,16.2,19.3,13.6,20.7,38.0,29.0,18.8,2.0,69.0,U1434
University of Sistan and Baluchestan,university of sistan and baluchestan,Iran,iran,,16.2,18.5,11.4,26.4,22.9,22.7,19.6,1.0,58.0,U2611
Sivas Cumhuriyet University,sivas cumhuriyet university,Turkey,turkey,,16.2,14.9,9.5,26.1,18.5,29.7,32.4,8.0,50.0,U2612
Slovak University of Technology in Bratislava,slovak university of technology in bratislava,Slovakia,slovakia,,16.2,27.6,12.0,22.3,28.7,32.8,8.5,7.0,31.0,U1091
Sofia University,sofia university,Bulgaria,bulgaria,,16.2,28.3,12.2,23.4,21.6,39.4,7.5,7.0,67.0,U2613
University of Sonora,university of sonora,Mexico,mexico,,16.2,13.6,8.4,13.6,32.3,34.9,26.0,1.0,57.0,U2614
Sophia University,sophia university,Japan,japan,,16.2,22.6,11.0,13.3,25.4,50.9,12.7,10.0,60.0,U0979
Southwest State University,southwest state university,Russian Federation,russian federation,,16.2,20.8,11.2,11.4,33.7,32.1,13.4,11.0,39.0,U2615
University of Sri Jayewardenepura,university of sri jayewardenepura,Sri Lanka,sri lanka,,16.2,13.0,9.0,35.7,18.4,35.8,22.9,0.0,63.0,U1388
Srinakharinwirot University,srinakharinwirot university,Thailand,thailand,,16.2,19.4,9.7,15.8,18.8,22.3,18.9,1.0,67.0,U2616
Universitas Sriwijaya,universitas sriwijaya,Indonesia,indonesia,,16.2,12.4,9.0,18.1,16.2,19.9,24.7,0.0,60.0,U2617
Saints Cyril and Methodius University in Skopje,saints cyril and methodius university in skopje,North Macedonia,north macedonia,,16.2,19.2,9.3,25.9,23.2,46.0,13.5,5.0,63.0,U2618
State University of Bahia,state university of bahia,Brazil,brazil,,16.2,19.3,8.6,4.1,16.2,20.0,11.9,0.0,66.0,U2619
State University of Malang,state university of malang,Indonesia,indonesia,,16.2,18.5,11.1,30.0,15.8,31.4,30.5,4.0,55.0,U1438
State University of Ponta Grossa,state university of ponta grossa,Brazil,brazil,,16.2,24.9,11.3,18.1,18.1,25.9,8.9,0.0,55.0,U2620
State University of Santa Cruz,state university of santa cruz,Brazil,brazil,,16.2,22.9,9.3,14.1,17.4,34.9,9.8,2.0,46.0,U2621
Süleyman Demirel University,süleyman demirel university,Turkey,turkey,,16.2,23.5,9.8,29.9,18.6,25.6,32.3,5.0,52.0,U2622
Université Sultan Moulay Slimane,université sultan moulay slimane,Morocco,morocco,,16.2,11.8,9.8,29.9,21.1,21.5,56.2,0.0,52.0,U2623
Universitas Sumatera Utara,universitas sumatera utara,Indonesia,indonesia,,16.2,16.5,10.5,26.6,17.1,27.6,19.2,2.0,54.0,U1358
Széchenyi István University,széchenyi istván university,Hungary,hungary,,16.2,19.1,11.7,23.2,17.4,29.6,14.8,5.0,45.0,U1099
Tamil Nadu Agricultural University,tamil nadu agricultural university,India,india,,16.2,29.5,11.0,14.0,26.7,17.0,9.3,0.0,61.0,U2624
Technical University of Liberec,technical university of liberec,Czech Republic,czech republic,,16.2,21.0,18.9,18.2,34.5,44.2,13.3,10.0,54.0,U1302
Technical University of Sofia,technical university of sofia,Bulgaria,bulgaria,,16.2,23.2,11.1,24.2,25.0,26.8,9.7,9.0,21.0,U2625
Technological University of Pereira,technological university of pereira,Colombia,colombia,,16.2,15.0,4.6,14.8,19.2,32.4,17.8,0.0,44.0,U2626
Universidad Técnica Particular de Loja,universidad técnica particular de loja,Ecuador,ecuador,,16.2,10.6,8.4,11.2,15.8,48.2,29.3,1.0,56.0,U2627
Universidade Tecnológica Federal do Paraná (UTFPR),universidade tecnológica federal do paraná (utfpr),Brazil,brazil,,16.2,16.7,10.2,22.3,42.3,25.3,15.3,1.0,30.0,U2628
Teikyo University,teikyo university,Japan,japan,,16.2,17.4,12.7,33.9,37.2,26.7,16.0,5.0,36.0,U2629
Universiti Teknologi MARA,universiti teknologi mara,Malaysia,malaysia,,16.2,20.2,14.7,28.6,23.9,24.2,16.3,1.0,67.0,U2630
Telkom University,telkom university,Indonesia,indonesia,,16.2,15.0,11.0,28.5,21.3,38.1,16.8,3.0,42.0,U1104
Temuco Catholic University,temuco catholic university,Chile,chile,,16.2,19.8,10.5,12.7,23.9,43.1,11.1,0.0,61.0,U2631
Tokat Gaziosmanpaşa University,tokat gaziosmanpaşa university,Turkey,turkey,,16.2,17.1,8.6,33.7,17.5,32.1,15.2,9.0,45.0,U2632
Tokyo University of Agriculture,tokyo university of agriculture,Japan,japan,,16.2,18.1,9.1,18.9,29.8,23.1,32.2,2.0,43.0,U2633
Tokyo City University,tokyo city university,Japan,japan,,16.2,17.6,12.0,13.9,43.6,28.6,26.8,2.0,23.0,U2634
Tokyo Denki University,tokyo denki university,Japan,japan,,16.2,14.9,9.0,12.1,56.4,21.9,28.7,3.0,13.0,U2635
Tomsk State University of Control Systems and Radioelectronics,tomsk state university of control systems and radioelectronics,Russian Federation,russian federation,,16.2,22.2,11.0,18.9,40.0,38.5,12.1,14.0,29.0,U2636
Tottori University,tottori university,Japan,japan,,16.2,28.8,13.4,21.3,46.7,26.6,8.0,2.0,38.0,U2637
Toyama Prefectural University,toyama prefectural university,Japan,japan,,16.2,25.0,9.5,9.5,27.0,21.8,9.5,2.0,31.0,U2638
Toyo University,toyo university,Japan,japan,,16.2,14.4,9.2,8.7,19.6,36.0,23.5,5.0,42.0,U2639
Tula State University,tula state university,Russian Federation,russian federation,,16.2,11.6,9.0,5.1,17.6,19.0,35.0,3.0,60.0,U2640
Ufa University of Science and Technology,ufa university of science and technology,Russian Federation,russian federation,,16.2,19.3,10.2,8.1,25.6,22.7,12.6,5.0,37.0,U2641
Ufa State Petroleum Technological University,ufa state petroleum technological university,Russian Federation,russian federation,,16.2,23.0,8.0,17.1,16.7,29.7,8.2,11.0,38.0,U2642
Universiti Malaysia Sabah (UMS),universiti malaysia sabah (ums),Malaysia,malaysia,,16.2,17.8,14.3,25.0,21.8,41.8,16.6,4.0,66.0,U1159
Uşak University,uşak university,Turkey,turkey,,16.2,11.4,10.4,14.3,19.0,32.1,27.4,11.0,49.0,U2643
Utsunomiya University,utsunomiya university,Japan,japan,,16.2,20.4,12.6,9.1,27.7,29.1,13.7,4.0,37.0,U2644
Uzhhorod National University,uzhhorod national university,Ukraine,ukraine,,16.2,22.2,8.9,4.7,16.2,45.2,11.3,13.0,53.0,U2645
Universidad del Valle,universidad del valle,Colombia,colombia,,16.2,23.2,8.7,12.2,17.9,40.6,8.9,1.0,50.0,U1126
University of Valparaíso,university of valparaíso,Chile,chile,,16.2,15.4,12.2,22.0,18.7,47.8,19.0,2.0,58.0,U2646
Van Yüzüncü Yil University,van yüzüncü yil university,Turkey,turkey,,16.2,21.7,22.8,19.3,45.4,21.4,17.5,3.0,47.0,U2647
Instituto Politécnico de Viana do Castelo,instituto politécnico de viana do castelo,Portugal,portugal,,16.2,13.0,9.6,35.4,18.7,44.1,19.8,10.0,49.0,U2648
Vietnam National University (Ho Chi Minh City),vietnam national university (ho chi minh city),Vietnam,vietnam,,16.2,14.6,11.2,26.1,26.2,36.8,24.5,1.0,46.0,U2649
"Vignan’s Foundation for Science, Technology and Research","vignan’s foundation for science, technology and research",India,india,,16.2,22.2,7.6,36.0,16.7,21.1,11.3,1.0,47.0,U2650
V.I. Vernadsky Crimean Federal University (Vernadsky CFU),v.i. vernadsky crimean federal university (vernadsky cfu),Ukraine,ukraine,,16.2,19.0,9.9,7.6,16.6,27.2,12.5,9.0,55.0,U2651
Volgograd State Technical University,volgograd state technical university,Russian Federation,russian federation,,16.2,17.8,9.3,22.9,18.5,27.9,13.9,10.0,30.0,U2652
Voronezh State University,voronezh state university,Russian Federation,russian federation,,16.2,22.7,10.7,7.7,17.4,37.0,11.1,15.0,52.0,U1395
Voronezh State Technical University,voronezh state technical university,Russian Federation,russian federation,,16.2,20.5,8.5,29.8,18.8,23.9,13.5,6.0,36.0,U2653
University of Warmia and Mazury in Olsztyn,university of warmia and mazury in olsztyn,Poland,poland,,16.2,16.9,13.5,35.3,21.8,23.3,17.5,3.0,60.0,U1193
University of West Attica,university of west attica,Greece,greece,,16.2,10.0,9.7,34.7,22.8,24.9,37.9,0.0,50.0,U2654
Yanshan University,yanshan university,China,china,,16.2,19.5,11.7,34.5,36.0,20.4,13.4,1.0,39.0,U2655
Yeditepe University,yeditepe university,Turkey,turkey,,16.2,22.0,12.4,17.6,59.3,38.8,27.5,6.0,55.0,U2656
Yerevan State University,yerevan state university,Armenia,armenia,,16.2,23.9,8.6,26.8,16.4,38.1,8.0,2.0,53.0,U0951
Universitas Negeri Yogyakarta,universitas negeri yogyakarta,Indonesia,indonesia,,16.2,16.9,10.5,28.8,23.1,30.6,16.3,1.0,61.0,U2657
Zonguldak Bülent Ecevit University,zonguldak bülent ecevit university,Turkey,turkey,,16.2,12.5,11.2,21.6,48.1,26.4,22.4,8.0,57.0,U2658
Abbes Laghrour University of Khenchala,abbes laghrour university of khenchala,Algeria,algeria,,,,,,,,26.1,0.0,70.0,U2659
Abbottabad University of Science and Technology,abbottabad university of science and technology,Pakistan,pakistan,,,,,,,,13.3,0.0,31.0,U2660
Abdelhafid Boussouf University Center of Mila,abdelhafid boussouf university center of mila,Algeria,algeria,,,,,,,,24.9,0.0,72.0,U2661
Abdullah Gül University,abdullah gül university,Turkey,turkey,,,,,,,,22.5,9.0,46.0,U2662
Abertay University,abertay university,United Kingdom,united kingdom,,,,,,,,23.4,21.0,47.0,U2663
Abia State University,abia state university,Nigeria,nigeria,,,,,,,,45.8,0.0,49.0,U2664
Abrar University,abrar university,Somalia,somalia,,,,,,,,5.5,0.0,40.0,U2665
Ada Kent University,ada kent university,Northern Cyprus,northern cyprus,,,,,,,,1.0,19.0,39.0,U2666
Adventist University of Central Africa,adventist university of central africa,Rwanda,rwanda,,,,,,,,31.7,11.0,44.0,U2667
AECC University College,aecc university college,United Kingdom,united kingdom,,,,,,,,19.5,39.0,45.0,U2668
University Center of Aflou,university center of aflou,Algeria,algeria,,,,,,,,23.7,0.0,48.0,U2669
University of Agronomic Sciences and Veterinary Medicine of Bucharest,university of agronomic sciences and veterinary medicine of bucharest,Romania,romania,,,,,,,,16.7,3.0,49.0,U2670
Universitas Ahmad Dahlan,universitas ahmad dahlan,Indonesia,indonesia,,,,,,,,34.6,1.0,61.0,U2671
University of Ahmed Draia,university of ahmed draia,Algeria,algeria,,,,,,,,28.0,0.0,59.0,U2672
Aichi Prefectural University,aichi prefectural university,Japan,japan,,,,,,,,15.4,1.0,72.0,U2673
Université d’Ain Témouchent,université d’ain témouchent,Algeria,algeria,,,,,,,,17.2,1.0,64.0,U2674
Ajeenkya DY Patil University,ajeenkya dy patil university,India,india,,,,,,,,15.8,1.0,18.0,U2675
Ajman University,ajman university,United Arab Emirates,united arab emirates,,,,,,,,15.1,82.0,59.0,U0434
Akhmet Yassawi University,akhmet yassawi university,Kazakhstan,kazakhstan,,,,,,,,8.6,10.0,60.0,U2676
Akita Prefectural University,akita prefectural university,Japan,japan,,,,,,,,8.9,1.0,27.0,U2677
Akli Mohand Oulhadj Bouira University,akli mohand oulhadj bouira university,Algeria,algeria,,,,,,,,28.3,0.0,52.0,U2678
Akwa Ibom State University,akwa ibom state university,Nigeria,nigeria,,,,,,,,21.2,0.0,42.0,U2679
Al-Ahliyya Amman University,al-ahliyya amman university,Jordan,jordan,,,,,,,,12.1,60.0,49.0,U0803
Al Ain University,al ain university,United Arab Emirates,united arab emirates,,,,,,,,14.6,60.0,54.0,U0633
Al Akhawayn University,al akhawayn university,Morocco,morocco,,,,,,,,17.0,2.0,54.0,U2680
Al al-Bayt University,al al-bayt university,Jordan,jordan,,,,,,,,38.8,4.0,59.0,U2681
Al-Ayen University,al-ayen university,Iraq,iraq,,,,,,,,25.6,0.0,48.0,U2682
Al-Baha University,al-baha university,Saudi Arabia,saudi arabia,,,,,,,,14.1,2.0,57.0,U2683
Al-Bayan University,al-bayan university,Iraq,iraq,,,,,,,,29.9,0.0,53.0,U2684
Albaydha University,albaydha university,Yemen,yemen,,,,,,,,5.1,0.0,45.0,U2685
Al-Esraa University College,al-esraa university college,Iraq,iraq,,,,,,,,26.7,0.0,53.0,U2686
Alex Ekwueme Federal University Ndufu-Alike,alex ekwueme federal university ndufu-alike,Nigeria,nigeria,,,,,,,,19.4,0.0,54.0,U2687
Al-Farabi University College,al-farabi university college,Iraq,iraq,,,,,,,,21.8,0.0,43.0,U2688
Al-Furat Al-Awsat Technical University,al-furat al-awsat technical university,Iraq,iraq,,,,,,,,40.8,0.0,56.0,U2689
University of Algiers 1,university of algiers 1,Algeria,algeria,,,,,,,,17.2,0.0,81.0,U2690
Algiers 2 University,algiers 2 university,Algeria,algeria,,,,,,,,31.1,0.0,72.0,U2691
University of Algiers 3,university of algiers 3,Algeria,algeria,,,,,,,,35.5,0.0,48.0,U2692
University of Al-Hamdaniya,university of al-hamdaniya,Iraq,iraq,,,,,,,,20.2,0.0,35.0,U2693
Al-Hussein Bin Talal University,al-hussein bin talal university,Jordan,jordan,,,,,,,,26.9,1.0,55.0,U2694
Alisher Navo’i Tashkent State University of Uzbek Language and Literature,alisher navo’i tashkent state university of uzbek language and literature,Uzbekistan,uzbekistan,,,,,,,,13.0,7.0,82.0,U2695
Al-Janad University for Science and Technology,al-janad university for science and technology,Yemen,yemen,,,,,,,,68.8,0.0,45.0,U2696
University of Alkafeel,university of alkafeel,Iraq,iraq,,,,,,,,17.6,0.0,57.0,U2697
Al-Karkh University of Science,al-karkh university of science,Iraq,iraq,,,,,,,,9.0,0.0,42.0,U2698
Al-Kitab University,al-kitab university,Iraq,iraq,,,,,,,,20.3,0.0,38.0,U2699
AlMaarefa University,almaarefa university,Saudi Arabia,saudi arabia,,,,,,,,19.0,19.0,58.0,U2700
Al-Maarif University College,al-maarif university college,Iraq,iraq,,,,,,,,17.6,1.0,60.0,U2701
Al-Manara College for Medical Sciences,al-manara college for medical sciences,Iraq,iraq,,,,,,,,22.7,0.0,54.0,U2702
Almaty Technological University,almaty technological university,Kazakhstan,kazakhstan,,,,,,,,6.3,6.0,56.0,U0953
Almazov National Medical Research Centre,almazov national medical research centre,Russian Federation,russian federation,,,,,,,,5.1,2.0,72.0,U2703
Al-Mustaqbal University,al-mustaqbal university,Iraq,iraq,,,,,,,,19.8,0.0,40.0,U2704
Al-Muthanna University,al-muthanna university,Iraq,iraq,,,,,,,,23.5,0.0,55.0,U2705
Al-Nisour University College,al-nisour university college,Iraq,iraq,,,,,,,,16.2,2.0,47.0,U2706
Al-Noor University College,al-noor university college,Iraq,iraq,,,,,,,,23.5,0.0,39.0,U2707
Al-Qalam University College,al-qalam university college,Iraq,iraq,,,,,,,,28.2,0.0,32.0,U2708
Al-Qasim Green University,al-qasim green university,Iraq,iraq,,,,,,,,7.3,0.0,50.0,U2709
Al-Quds University,al-quds university,Palestine,palestine,,,,,,,,13.4,26.0,61.0,U0853
Al-Rafidain University College,al-rafidain university college,Iraq,iraq,,,,,,,,37.3,0.0,45.0,U2710
Al Safwa University College,al safwa university college,Iraq,iraq,,,,,,,,23.5,0.0,40.0,U2711
Altınbaş University,altınbaş university,Turkey,turkey,,,,,,,,20.8,51.0,51.0,U2712
Altoosi University College,altoosi university college,Iraq,iraq,,,,,,,,29.7,0.0,47.0,U2713
Al Turath University,al turath university,Iraq,iraq,,,,,,,,39.4,0.0,37.0,U2714
Al-Zaytoonah University of Jordan,al-zaytoonah university of jordan,Jordan,jordan,,,,,,,,27.7,29.0,51.0,U2715
American University in the Emirates (AUE),american university in the emirates (aue),United Arab Emirates,united arab emirates,,,,,,,,16.6,44.0,38.0,U2716
American University in Dubai,american university in dubai,United Arab Emirates,united arab emirates,,,,,,,,14.8,75.0,57.0,U0623
American International University – Bangladesh,american international university – bangladesh,Bangladesh,bangladesh,,,,,,,,23.1,0.0,24.0,U2717
American University of Madaba,american university of madaba,Jordan,jordan,,,,,,,,19.0,25.0,48.0,U2718
American University of Ras Al Khaimah,american university of ras al khaimah,United Arab Emirates,united arab emirates,,,,,,,,10.2,57.0,48.0,U2719
"Amity University, Chhattisgarh","amity university, chhattisgarh",India,india,,,,,,,,25.5,0.0,51.0,U2720
"Amity University, Gurugram","amity university, gurugram",India,india,,,,,,,,17.0,1.0,53.0,U2721
"Amity University, Gwalior","amity university, gwalior",India,india,,,,,,,,6.8,0.0,39.0,U2722
"Amity University Rajasthan, Jaipur","amity university rajasthan, jaipur",India,india,,,,,,,,14.5,0.0,39.0,U2723
"Amity University, Mumbai","amity university, mumbai",India,india,,,,,,,,25.3,9.0,47.0,U2724
Anáhuac University,anáhuac university,Mexico,mexico,,,,,,,,8.4,4.0,57.0,U2725
Andijan Machine-Building Institute,andijan machine-building institute,Uzbekistan,uzbekistan,,,,,,,,16.5,2.0,36.0,U2726
Andijan State University,andijan state university,Uzbekistan,uzbekistan,,,,,,,,23.2,0.0,53.0,U2727
Andijan State Medical Institute,andijan state medical institute,Uzbekistan,uzbekistan,,,,,,,,10.0,5.0,45.0,U2728
Andijan State Pedagogical Institute (ASPI),andijan state pedagogical institute (aspi),Uzbekistan,uzbekistan,,,,,,,,39.9,0.0,77.0,U2729
Andrés Bello Catholic University (UCAB),andrés bello catholic university (ucab),Venezuela,venezuela,,,,,,,,18.4,2.0,50.0,U2730
Anglo-American University,anglo-american university,Czech Republic,czech republic,,,,,,,,13.1,82.0,61.0,U2731
Ankara Science University,ankara science university,Turkey,turkey,,,,,,,,5.1,7.0,51.0,U2732
Applied Science Private University,applied science private university,Jordan,jordan,,,,,,,,18.6,29.0,51.0,U2733
Arab American University,arab american university,Palestine,palestine,,,,,,,,26.7,36.0,58.0,U2734
Arabian Gulf University,arabian gulf university,Bahrain,bahrain,,,,,,,,6.9,74.0,69.0,U2735
Arab Open University,arab open university,Kuwait,kuwait,,,,,,,,75.0,35.0,54.0,U2736
Arkin University of Creative Arts and Design (ARUCAD),arkin university of creative arts and design (arucad),Northern Cyprus,northern cyprus,,,,,,,,5.7,37.0,60.0,U2737
Armenian State Pedagogical University,armenian state pedagogical university,Armenia,armenia,,,,,,,,9.2,2.0,77.0,U2738
Arts University Bournemouth,arts university bournemouth,United Kingdom,united kingdom,,,,,,,,14.2,21.0,69.0,U2739
University of the Arts London,university of the arts london,United Kingdom,united kingdom,,,,,,,,11.9,59.0,76.0,U2740
Arts University Plymouth,arts university plymouth,United Kingdom,united kingdom,,,,,,,,11.6,8.0,73.0,U2741
Arturo Prat University,arturo prat university,Chile,chile,,,,,,,,22.9,7.0,57.0,U2742
Asahi University,asahi university,Japan,japan,,,,,,,,8.7,5.0,34.0,U2743
Asfendiyarov Kazakh National Medical University,asfendiyarov kazakh national medical university,Kazakhstan,kazakhstan,,,,,,,,8.2,22.0,80.0,U2744
Ashikaga University,ashikaga university,Japan,japan,,,,,,,,21.2,17.0,25.0,U2745
Ashur University,ashur university,Iraq,iraq,,,,,,,,11.1,0.0,54.0,U2746
Atyrau University,atyrau university,Kazakhstan,kazakhstan,,,,,,,,18.0,2.0,96.0,U2747
Audencia,audencia,France,france,,,,,,,,50.6,37.0,51.0,U2748
Austral University,austral university,Argentina,argentina,,,,,,,,8.5,8.0,52.0,U2749
Autonomous University of Chiapas,autonomous university of chiapas,Mexico,mexico,,,,,,,,45.7,0.0,49.0,U2750
Azerbaijan University of Architecture and Construction,azerbaijan university of architecture and construction,Azerbaijan,azerbaijan,,,,,,,,15.2,4.0,36.0,U2751
Azerbaijan State University of Economics,azerbaijan state university of economics,Azerbaijan,azerbaijan,,,,,,,,10.4,3.0,39.0,U1014
Babcock University,babcock university,Nigeria,nigeria,,,,,,,,19.8,1.0,50.0,U2752
"Bacha Khan University, Charsadda","bacha khan university, charsadda",Pakistan,pakistan,,,,,,,,20.5,0.0,21.0,U2753
Badr University in Cairo (BUC),badr university in cairo (buc),Egypt,egypt,,,,,,,,17.8,2.0,56.0,U2754
Bakrie University,bakrie university,Indonesia,indonesia,,,,,,,,36.8,0.0,53.0,U2755
University of Balochistan,university of balochistan,Pakistan,pakistan,,,,,,,,48.1,0.0,35.0,U2756
"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)","balochistan university of information technology, engineering and management sciences (buitems)",Pakistan,pakistan,,,,,,,,19.1,0.0,17.0,U2757
"University of Baltistan, Skardu","university of baltistan, skardu",Pakistan,pakistan,,,,,,,,29.5,0.0,45.0,U2758
Bandirma Onyedi Eylül University,bandirma onyedi eylül university,Turkey,turkey,,,,,,,,31.8,7.0,53.0,U2759
Bangabandhu Sheikh Mujibur Rahman Agricultural University,bangabandhu sheikh mujibur rahman agricultural university,Bangladesh,bangladesh,,,,,,,,8.0,3.0,55.0,U2760
Barawa International University,barawa international university,Somalia,somalia,,,,,,,,35.3,3.0,33.0,U2761
Bashkir State Medical University,bashkir state medical university,Russian Federation,russian federation,,,,,,,,10.2,28.0,60.0,U2762
Bath Spa University,bath spa university,United Kingdom,united kingdom,,,,,,,,16.4,14.0,69.0,U2763
University of Batna 1,university of batna 1,Algeria,algeria,,,,,,,,27.8,0.0,73.0,U2764
Bayburt University,bayburt university,Turkey,turkey,,,,,,,,30.8,1.0,44.0,U2765
Baze University,baze university,Nigeria,nigeria,,,,,,,,11.3,0.0,50.0,U2766
Belarusian State University of Informatics and Radioelectronics,belarusian state university of informatics and radioelectronics,Belarus,belarus,,,,,,,,13.6,5.0,24.0,U1212
Belarusian State Medical University,belarusian state medical university,Belarus,belarus,,,,,,,,6.3,28.0,67.0,U2767
Bells University of Technology,bells university of technology,Nigeria,nigeria,,,,,,,,9.7,0.0,24.0,U2768
University of Benghazi,university of benghazi,Libya,libya,,,,,,,,16.5,2.0,58.0,U2769
Benson Idahosa University,benson idahosa university,Nigeria,nigeria,,,,,,,,16.4,0.0,45.0,U2770
Beykent University,beykent university,Turkey,turkey,,,,,,,,25.4,5.0,49.0,U2771
Bilad Alrafidain University College,bilad alrafidain university college,Iraq,iraq,,,,,,,,31.8,0.0,57.0,U2772
Birmingham Newman University,birmingham newman university,United Kingdom,united kingdom,,,,,,,,19.8,10.0,77.0,U2773
Biruni University,biruni university,Turkey,turkey,,,,,,,,20.5,13.0,70.0,U2774
University of Bisha,university of bisha,Saudi Arabia,saudi arabia,,,,,,,,12.0,1.0,59.0,U2775
Bishop Grosseteste University,bishop grosseteste university,United Kingdom,united kingdom,,,,,,,,21.2,4.0,78.0,U2776
University of Bogotá Jorge Tadeo Lozano,university of bogotá jorge tadeo lozano,Colombia,colombia,,,,,,,,17.6,1.0,56.0,U2777
Bohdan Khmelnytsky National University of Cherkasy,bohdan khmelnytsky national university of cherkasy,Ukraine,ukraine,,,,,,,,10.4,1.0,61.0,U2778
University of Bolton,university of bolton,United Kingdom,united kingdom,,,,,,,,16.8,38.0,60.0,U2779
The British University in Dubai,the british university in dubai,United Arab Emirates,united arab emirates,,,,,,,,11.7,60.0,46.0,U2780
Buckinghamshire New University,buckinghamshire new university,United Kingdom,united kingdom,,,,,,,,15.3,30.0,59.0,U2781
Bukhara Engineering Technological Institute,bukhara engineering technological institute,Uzbekistan,uzbekistan,,,,,,,,24.3,0.0,24.0,U2782
Bukhara State University,bukhara state university,Uzbekistan,uzbekistan,,,,,,,,20.7,2.0,57.0,U2783
Bukhara State Medical Institute,bukhara state medical institute,Uzbekistan,uzbekistan,,,,,,,,6.8,9.0,43.0,U2784
Bukkyo University,bukkyo university,Japan,japan,,,,,,,,26.6,1.0,48.0,U2785
Buriram Rajabhat University,buriram rajabhat university,Thailand,thailand,,,,,,,,29.4,1.0,54.0,U2786
Çağ University,çağ university,Turkey,turkey,,,,,,,,18.8,0.0,34.0,U2787
Universidad Camilo José Cela,universidad camilo josé cela,Spain,spain,,,,,,,,21.9,6.0,74.0,U2788
Canadian International College (CIC) – Cairo,canadian international college (cic) – cairo,Egypt,egypt,,,,,,,,42.9,1.0,22.0,U2789
Universidad de Carabobo,universidad de carabobo,Venezuela,venezuela,,,,,,,,17.1,0.0,60.0,U1459
Catholic University of Ávila,catholic university of ávila,Spain,spain,,,,,,,,7.7,3.0,63.0,U2790
Catholic University in Erbil,catholic university in erbil,Iraq,iraq,,,,,,,,4.8,4.0,55.0,U2791
Universidad Católica de Colombia,universidad católica de colombia,Colombia,colombia,,,,,,,,20.3,1.0,50.0,U1453
Universidad Católica de Cuenca,universidad católica de cuenca,Ecuador,ecuador,,,,,,,,10.6,3.0,73.0,U2792
Universidad Católica San Pablo,universidad católica san pablo,Peru,peru,,,,,,,,33.0,1.0,53.0,U2793
Caucasus International University,caucasus international university,Georgia,georgia,,,,,,,,12.0,44.0,54.0,U2794
CBS International Business School,cbs international business school,Germany,germany,,,,,,,,37.2,33.0,49.0,U2795
Cebu Technological University,cebu technological university,Philippines,philippines,,,,,,,,39.6,0.0,59.0,U2796
CECOS University of IT and Emerging Sciences,cecos university of it and emerging sciences,Pakistan,pakistan,,,,,,,,16.0,0.0,8.0,U2797
University of Celaya,university of celaya,Mexico,mexico,,,,,,,,11.0,5.0,51.0,U2798
University Center Ali Kafi Tindouf,university center ali kafi tindouf,Algeria,algeria,,,,,,,,16.6,4.0,54.0,U2799
University Center of Illizi,university center of illizi,Algeria,algeria,,,,,,,,44.6,0.0,40.0,U2800
University Center Morsli Abdellah of Tipaza,university center morsli abdellah of tipaza,Algeria,algeria,,,,,,,,36.3,0.0,62.0,U2801
University Center of Barika,university center of barika,Algeria,algeria,,,,,,,,25.9,0.0,55.0,U2802
Central European University,central european university,Austria,austria,,,,,,,,7.4,97.0,54.0,U2803
Central Luzon State University,central luzon state university,Philippines,philippines,,,,,,,,22.3,0.0,62.0,U2804
University of Central Punjab,university of central punjab,Pakistan,pakistan,,,,,,,,25.6,0.0,37.0,U2805
Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),centro de estudios para la calidad educativa y la investigación científica (ceceic),Mexico,mexico,,,,,,,,6.2,15.0,62.0,U2806
Centro Universitário Cesuca,centro universitário cesuca,Brazil,brazil,,,,,,,,25.5,0.0,64.0,U2807
Centurion University of Technology and Management,centurion university of technology and management,India,india,,,,,,,,16.4,4.0,28.0,U2808
Universidad César Vallejo,universidad césar vallejo,Peru,peru,,,,,,,,70.6,2.0,55.0,U2809
CETYS Universidad,cetys universidad,Mexico,mexico,,,,,,,,10.2,15.0,45.0,U2810
Charisma University,charisma university,Turks and Caicos Islands,turks and caicos islands,,,,,,,,4.2,86.0,52.0,U2811
Chernihiv Polytechnic National University,chernihiv polytechnic national university,Ukraine,ukraine,,,,,,,,20.3,0.0,42.0,U2812
Chettinad Academy of Research and Education,chettinad academy of research and education,India,india,,,,,,,,8.9,2.0,60.0,U2813
University of Chichester,university of chichester,United Kingdom,united kingdom,,,,,,,,15.0,8.0,64.0,U2814
Chinhoyi University of Technology,chinhoyi university of technology,Zimbabwe,zimbabwe,,,,,,,,46.5,0.0,50.0,U2815
Chitkara University,chitkara university,India,india,,,,,,,,14.4,4.0,37.0,U1220
Universidad Científica del Sur,universidad científica del sur,Peru,peru,,,,,,,,10.8,1.0,67.0,U2816
Cihan University – Erbil,cihan university – erbil,Iraq,iraq,,,,,,,,23.5,2.0,43.0,U2817
