University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,QS_Normalized_Rank,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio,THE_Year,THE_Normalized_Rank,THE_Female_Percentage,THE_Male_Percentage
ITMO University,Russian Federation,595.0,20.9,10.5,13.0,95.5,5.4,20.3,36.2,65.3,1.9,1.2,0.16806722689075632,839.0,37.5015,32.4,32.8,34.8,81.1,63.3,11007.0,14.7,18.0,33 : 67,2025,59.92348158775705,33,67
Jagiellonian University,Poland,312.0,35.0,37.8,46.4,65.1,5.5,5.7,15.4,88.6,51.3,35.4,47.73109243697479,635.0,42.2435,41.2,32.3,51.2,51.0,44.3,32989.0,9.2,12.0,66 : 34,2025,69.67957914873266,66,34
James Cook University,Australia,445.0,26.7,14.4,6.5,17.5,46.9,36.7,16.0,76.0,6.7,88.9,25.3781512605042,415.0,48.832,28.1,31.1,77.0,61.9,79.3,9165.0,15.6,11.0,67 : 33,2025,80.20086083213774,67,33
Jawaharlal Nehru University,India,580.0,21.3,31.0,14.4,10.0,28.9,,1.3,47.4,14.7,19.7,2.689075630252101,866.0,36.94649999999999,42.8,23.7,47.1,38.5,23.7,9297.0,13.5,1.0,44 : 56,2025,58.63223338115734,44,56
Jinan University,China,580.0,21.3,5.2,2.7,8.9,52.7,34.0,83.1,52.8,6.5,3.1,2.689075630252101,556.0,44.3845,25.8,24.3,76.0,60.1,60.3,38472.0,15.3,27.0,56 : 44,2025,73.45767575322813,56,44
Johns Hopkins University,United States,32.0,82.1,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,94.78991596638654,16.0,90.6285,83.7,91.3,97.3,100.0,83.6,21735.0,5.8,32.0,55 : 45,2025,99.28263988522238,55,45
Jordan University of Science and Technology,Jordan,554.0,22.4,21.0,30.7,18.8,5.6,38.2,67.7,55.5,4.3,24.5,7.0588235294117645,862.0,37.06999999999999,20.6,15.4,64.6,46.3,70.6,20254.0,13.8,21.0,34 : 66,2025,58.82352941176471,34,66
Justus Liebig University Giessen,Germany,445.0,26.7,12.7,5.9,1.9,79.3,14.2,18.8,83.9,10.5,11.0,25.3781512605042,353.0,51.02149999999999,34.7,39.4,72.5,70.6,63.8,26068.0,38.7,11.0,64 : 36,2025,83.1659493065519,64,36
Kazan Federal University,Russian Federation,401.0,29.6,23.6,11.4,95.6,2.4,10.2,95.7,88.3,15.4,22.2,32.773109243697476,922.0,35.9185,46.2,22.3,29.2,47.0,69.1,22498.0,10.7,33.0,63 : 37,2025,55.95408895265423,63,37
Keio University,Japan,188.0,47.4,53.0,91.6,57.2,5.1,9.4,10.2,57.5,91.4,59.0,68.57142857142857,744.0,39.4475,37.0,27.5,48.4,75.0,40.5,33718.0,10.0,9.0,36 : 64,2025,64.46676231468197,36,64
King Abdulaziz University,Saudi Arabia,149.0,52.2,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,75.12605042016807,371.0,50.4155,29.2,23.8,89.6,63.8,72.9,59539.0,13.0,4.0,56 : 44,2025,82.30511716881874,56,44
King Fahd University of Petroleum and Minerals,Saudi Arabia,101.0,59.5,38.0,46.5,86.0,78.0,100.0,47.6,73.9,97.8,20.1,83.19327731092437,176.0,60.102,36.9,41.5,88.7,91.6,92.1,6222.0,7.8,25.0,18 : 82,2025,91.63079866092778,18,82
King s College London,United Kingdom,40.0,80.2,90.3,85.7,64.3,53.6,99.1,99.5,98.6,59.8,96.2,93.4453781512605,37.0,78.7745,60.1,74.3,97.2,76.2,97.2,35360.0,14.0,53.0,64 : 36,2025,98.27833572453372,64,36
King Saud University,Saudi Arabia,200.0,46.2,39.4,28.7,54.3,40.0,99.4,15.0,95.1,99.0,33.0,66.55462184873949,301.0,53.735,35.5,29.9,83.3,84.6,82.9,46570.0,11.5,9.0,45 : 55,2025,85.65279770444764,45,55
Kobe University,Japan,465.0,25.8,28.4,33.2,43.9,11.4,7.0,5.6,55.0,15.0,49.8,22.016806722689076,739.0,39.578,39.4,27.3,45.5,86.2,39.2,15403.0,10.2,7.0,35 : 65,2025,64.70588235294117,35,65
Koç University,Turkey,401.0,29.6,24.3,54.6,19.1,32.4,24.7,13.0,51.6,6.8,34.8,32.773109243697476,373.0,50.411,32.0,41.3,70.1,89.6,58.4,6847.0,21.0,11.0,49 : 51,2025,82.20946915351507,49,51
Korea University,South Korea,67.0,69.0,78.2,93.8,73.0,45.0,15.2,45.7,65.7,89.0,85.2,88.90756302521008,189.0,59.33699999999999,49.3,48.6,72.6,99.8,65.7,21741.0,17.3,38.0,,2025,91.00908656145384,,
KTH Royal Institute of Technology,Sweden,74.0,65.7,45.2,55.6,62.3,86.1,92.0,65.9,91.1,62.4,94.8,87.73109243697479,96.0,66.895,52.3,58.3,81.5,97.3,82.9,13113.0,15.6,26.0,34 : 66,2025,95.45671927307508,34,66
KU Leuven,Belgium,63.0,70.3,84.6,49.6,7.1,91.0,93.8,47.7,99.5,75.3,51.2,89.57983193277312,43.0,77.0385,59.5,74.9,92.4,100.0,80.6,50447.0,37.5,20.0,52 : 48,2025,97.99139167862266,52,48
Kyoto University,Japan,50.0,76.0,98.8,99.0,94.2,39.3,15.9,19.0,85.7,72.8,85.2,91.76470588235294,55.0,75.18249999999999,86.3,85.1,58.7,100.0,45.8,21707.0,9.0,11.0,25 : 75,2025,97.41750358680056,25,75
Kyung Hee University,South Korea,328.0,33.8,23.2,37.1,82.1,15.1,14.3,53.4,54.5,13.8,80.5,45.04201680672269,285.0,54.3445,40.2,39.8,71.8,99.9,72.1,20451.0,17.6,30.0,54 : 46,2025,86.41798182687708,54,46
Kyungpook National University,South Korea,516.0,23.6,11.1,16.7,66.9,20.5,11.1,25.7,52.0,10.6,60.6,13.445378151260504,547.0,44.53999999999999,33.8,39.3,51.1,96.3,53.2,17849.0,19.6,16.0,47 : 53,2025,73.8880918220947,47,53
Kyushu University,Japan,167.0,50.3,58.3,66.5,78.4,27.9,18.7,14.1,69.9,15.1,77.6,72.10084033613445,307.0,53.29499999999999,53.8,47.6,53.3,98.5,49.2,18342.0,7.8,13.0,29 : 71,2025,85.36585365853658,29,71
L N Gumilyov Eurasian National University,Kazakhstan,321.0,34.2,34.4,62.0,92.6,1.4,68.7,8.2,22.8,5.5,10.5,46.21848739495798,1734.0,21.2745,22.1,12.4,21.9,16.1,52.6,19964.0,13.8,4.0,48 : 52,2025,17.12099473935916,48,52
La Trobe University,Australia,217.0,44.1,23.6,19.8,8.0,77.7,92.6,95.0,78.6,19.6,78.4,63.69747899159663,255.0,55.5975,29.2,36.2,89.3,77.2,88.1,18475.0,25.5,30.0,64 : 36,2025,87.85270205643234,64,36
Lahore University of Management Sciences,Pakistan,535.0,22.9,17.2,73.2,27.1,7.4,12.2,1.8,19.5,37.0,1.1,10.252100840336134,871.0,36.906,25.7,19.7,60.6,38.1,52.1,4736.0,13.3,2.0,43 : 57,2025,58.39311334289814,43,57
Lancaster University,United Kingdom,141.0,53.6,38.9,36.7,27.7,69.6,93.3,92.3,89.7,28.8,96.2,76.47058823529412,170.0,60.70499999999999,41.6,40.8,89.1,66.4,96.2,15280.0,13.8,36.0,51 : 49,2025,91.91774270683884,51,49
Lappeenranta Lahti University of Technology LUT,Finland,336.0,33.3,6.4,9.4,9.5,97.6,56.8,28.5,55.6,7.9,55.8,43.69747899159664,286.0,54.321,31.7,35.6,87.2,80.7,70.1,5851.0,34.0,22.0,35 : 65,2025,86.37015781922524,35,65
Lebanese University,Lebanon,567.0,21.9,29.0,34.4,10.1,2.2,43.8,29.5,43.7,29.9,5.8,4.873949579831933,1211.0,30.4265,38.3,19.2,22.6,21.0,79.2,45248.0,14.6,16.0,70 : 30,2025,42.13295074127212,70,30
Leibniz University Hannover,Germany,426.0,27.9,21.2,32.0,17.9,17.4,46.3,26.9,78.5,14.5,82.1,28.57142857142857,370.0,50.4815,37.8,42.0,64.6,84.2,58.7,18700.0,37.5,16.0,44 : 56,2025,82.35294117647058,44,56
Leiden University,Netherlands,141.0,53.6,68.4,32.9,21.3,54.5,85.0,51.7,95.2,48.8,25.5,76.47058823529412,74.0,70.68349999999998,46.8,62.8,93.8,98.7,87.7,34614.0,18.4,22.0,60 : 40,2025,96.5088474414156,60,40
Lincoln University,New Zealand,371.0,31.3,8.2,5.0,31.8,52.1,100.0,96.3,20.2,40.0,48.9,37.81512605042017,529.0,44.8795,31.5,26.2,63.3,56.6,89.8,2515.0,12.5,30.0,52 : 48,2025,74.74892395982783,52,48
Linköping University,Sweden,304.0,35.8,18.5,26.6,37.9,45.4,81.9,32.6,84.6,42.4,41.0,49.07563025210084,238.0,56.546,29.8,41.2,88.4,95.3,73.0,14995.0,14.8,18.0,54 : 46,2025,88.66571018651362,54,46
Lomonosov Moscow State University,Russian Federation,94.0,61.4,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,84.36974789915966,109.0,65.5725,84.4,74.4,33.3,91.4,72.7,33056.0,9.6,37.0,49 : 51,2025,94.83500717360116,49,51
Loughborough University,United Kingdom,224.0,43.6,29.7,55.3,23.8,32.4,87.1,68.6,87.1,23.2,93.8,62.52100840336134,313.0,52.841,35.6,33.9,76.2,70.2,91.2,16420.0,14.3,25.0,40 : 60,2025,85.07890961262554,40,60
Lund University,Sweden,75.0,65.6,68.3,52.5,55.5,44.6,97.4,73.4,96.7,86.5,99.6,87.56302521008404,95.0,66.95349999999999,48.4,58.4,86.0,99.8,79.3,23754.0,10.5,21.0,55 : 45,2025,95.50454328072692,55,45
Maastricht University,Netherlands,230.0,43.0,23.0,27.8,13.2,62.8,99.4,100.0,80.5,38.2,52.5,61.51260504201681,132.0,63.226,40.3,46.7,88.6,98.3,97.1,21438.0,19.2,58.0,60 : 40,2025,93.7350549976088,60,40
Macau University of Science and Technology,Macau SAR,464.0,25.9,4.4,3.4,3.9,56.4,100.0,100.0,26.2,29.5,11.3,22.18487394957983,271.0,54.8295,33.9,36.7,79.6,73.9,98.0,17047.0,44.6,93.0,57 : 43,2025,87.08751793400286,57,43
Macquarie University,Australia,133.0,54.1,33.4,39.2,9.1,79.6,99.9,91.6,90.9,54.1,95.0,77.81512605042018,178.0,59.878,35.2,42.7,89.4,93.4,87.4,28373.0,50.0,21.0,,2025,91.53515064562411,,
Mahidol University,Thailand,368.0,31.4,44.1,21.8,81.1,4.7,4.9,4.2,57.2,9.8,57.7,38.31932773109244,782.0,38.58,38.2,23.2,48.2,61.2,49.0,28570.0,7.5,5.0,63 : 37,2025,62.649450023912,63,37
Management and Science University,Malaysia,580.0,21.3,15.1,18.1,40.2,1.8,97.3,99.4,12.1,4.2,1.2,2.689075630252101,976.0,34.798,29.9,11.5,50.8,19.5,88.3,4540.0,9.4,49.0,60 : 40,2025,53.3715925394548,60,40
Masaryk University,Czech Republic,408.0,29.1,23.5,31.7,9.5,13.8,27.6,66.7,80.2,36.0,79.1,31.596638655462183,723.0,39.878,26.2,32.4,52.9,45.7,67.4,33136.0,18.2,24.0,62 : 38,2025,65.47106647537063,62,38
Massachusetts Institute of Technology,United States,1.0,100.0,100.0,100.0,100.0,100.0,99.3,86.8,96.0,100.0,99.0,100.0,2.0,98.049,99.2,96.0,99.7,100.0,93.8,11836.0,8.0,33.0,42 : 58,2025,99.95217599234816,42,58
Massey University,New Zealand,239.0,41.8,30.1,14.0,48.0,27.4,98.5,95.2,85.1,49.2,91.4,60.0,560.0,44.313,28.4,28.8,59.7,78.7,87.0,16035.0,15.9,27.0,65 : 35,2025,73.26637972262075,65,35
McGill University,Canada,29.0,83.0,94.3,87.6,62.3,57.9,83.7,89.6,94.2,98.3,99.1,95.29411764705881,45.0,76.66000000000001,66.2,70.9,88.6,78.0,91.6,30051.0,11.3,30.0,61 : 39,2025,97.895743663319,61,39
McMaster University,Canada,176.0,49.0,39.5,34.2,63.8,35.6,96.2,56.7,82.6,49.9,91.9,70.58823529411765,119.0,65.18199999999999,41.2,50.2,93.0,100.0,87.6,28046.0,29.4,22.0,57 : 43,2025,94.35676709708274,57,43
Michigan State University,United States,152.0,51.9,59.5,48.6,11.4,50.3,54.5,12.4,97.5,57.1,96.3,74.6218487394958,122.0,64.743,54.9,53.5,83.5,70.0,69.1,44672.0,16.1,10.0,53 : 47,2025,94.21329507412722,53,47
Middle East Technical University,Turkey,285.0,37.2,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,52.268907563025216,387.0,49.7405,44.2,44.1,53.4,88.0,58.3,16155.0,21.9,13.0,48 : 52,2025,81.5399330463893,48,52
Missouri University of Science and Technology,United States,527.0,23.2,4.0,6.1,5.7,86.2,35.2,12.8,30.5,4.8,1.7,11.596638655462185,490.0,46.299,29.9,29.2,66.2,90.2,73.9,7163.0,21.3,11.0,24 : 76,2025,76.61406025824964,24,76
Monash University,Australia,37.0,81.2,89.2,79.6,9.4,87.6,100.0,100.0,94.8,79.4,98.2,93.94957983193277,58.0,73.811,52.2,65.6,95.0,99.7,92.0,54821.0,32.6,37.0,55 : 45,2025,97.27403156384506,55,45
Moscow Institute of Physics and Technology,Russian Federation,456.0,26.3,16.6,23.6,94.6,12.0,31.1,45.5,41.7,17.6,1.0,23.52941176470588,295.0,53.844,60.2,46.9,47.2,73.1,72.0,6190.0,11.9,22.0,,2025,85.93974175035868,,
Murdoch University,Australia,436.0,27.2,8.0,4.5,5.2,57.3,85.6,73.9,74.9,14.8,11.3,26.89075630252101,406.0,49.14549999999999,24.0,28.2,79.8,71.5,94.5,13747.0,28.2,40.0,,2025,80.6312769010043,,
Nagoya University,Japan,152.0,51.9,63.2,65.8,84.7,25.4,14.5,19.6,64.8,21.5,75.0,74.6218487394958,247.0,56.11149999999999,55.0,55.9,54.9,99.7,42.9,15440.0,13.5,12.0,30 : 70,2025,88.23529411764706,30,70
Nanjing University,China,145.0,53.0,57.1,32.5,35.6,93.0,61.9,7.6,67.1,29.0,16.5,75.7983193277311,65.0,73.0225,66.8,65.0,86.3,99.1,61.5,33608.0,14.6,10.0,59 : 41,2025,96.93926351028216,59,41
Nankai University,China,377.0,31.1,18.5,9.8,25.4,82.9,12.3,2.7,51.1,37.9,11.5,36.806722689075634,234.0,56.767,50.0,32.3,86.4,76.0,49.2,32171.0,11.5,6.0,,2025,88.857006217121,,
Nanyang Technological University Singapore,Singapore,15.0,88.4,91.9,73.3,80.6,92.4,100.0,83.5,89.4,83.9,95.6,97.6470588235294,30.0,81.8115,65.8,79.3,94.5,99.9,94.1,26044.0,17.1,29.0,48 : 52,2025,98.6131037780966,48,52
National and Kapodistrian University of Athens,Greece,393.0,29.9,26.7,33.2,2.1,31.0,9.9,15.9,86.6,85.8,29.3,34.11764705882353,533.0,44.774,22.2,24.4,78.0,89.1,55.8,67550.0,32.0,12.0,60 : 40,2025,74.55762792922047,60,40
National Cheng Kung University,Taiwan,215.0,44.2,51.5,74.0,33.4,20.3,16.3,13.9,58.7,42.4,83.8,64.03361344537815,587.0,43.62799999999999,35.6,38.6,49.4,99.8,41.6,21420.0,15.8,12.0,37 : 63,2025,71.97513151602104,37,63
National Research Nuclear University MEPhI,Russian Federation,497.0,24.2,9.2,11.8,98.9,8.1,45.8,89.5,32.9,14.6,1.1,16.63865546218487,562.0,44.30349999999999,49.2,38.2,34.7,62.6,77.3,5002.0,9.9,29.0,46 : 54,2025,73.17073170731707,46,54
National Sun Yat sen University,Taiwan,485.0,24.8,26.5,24.9,32.0,22.1,22.7,10.8,35.6,11.4,48.9,18.65546218487395,742.0,39.506,32.0,34.6,42.9,88.3,48.4,8559.0,12.0,10.0,43 : 57,2025,64.56241032998565,43,57
National Taipei University of Technology,Taiwan,425.0,28.0,13.9,54.7,24.3,41.6,19.8,20.6,21.3,22.5,31.3,28.739495798319325,1060.0,33.2375,27.2,25.0,37.5,85.9,43.7,9746.0,15.5,11.0,28 : 72,2025,49.35437589670014,28,72
National Taiwan Normal University,Taiwan,452.0,26.4,34.7,20.5,62.9,5.4,14.5,25.2,23.3,17.3,49.8,24.201680672268907,595.0,43.44049999999999,34.7,31.7,54.9,86.9,54.2,10891.0,12.2,14.0,,2025,71.59253945480631,,
National Taiwan University,Taiwan,68.0,68.7,93.4,92.1,25.5,44.3,16.7,27.4,71.5,99.9,90.0,88.73949579831933,172.0,60.38249999999999,53.3,54.6,69.0,100.0,55.0,25973.0,13.3,15.0,42 : 58,2025,91.82209469153516,42,58
National Taiwan University of Science and Technology,Taiwan,392.0,30.0,27.6,37.9,43.5,29.4,19.7,25.5,29.8,19.9,38.8,34.285714285714285,436.0,48.0855,33.9,38.0,63.9,95.0,54.6,9123.0,18.6,18.0,30 : 70,2025,79.19655667144907,30,70
National Technical University of Athens,Greece,321.0,34.2,21.3,44.9,4.6,76.0,1.3,4.6,72.7,39.6,5.0,46.21848739495798,858.0,37.11450000000001,30.3,23.5,55.1,54.4,35.4,13478.0,20.0,5.0,34 : 66,2025,59.014825442372064,34,66
National Tsing Hua University,Taiwan,210.0,45.1,54.8,71.2,28.0,49.6,9.5,11.1,45.0,16.3,32.1,64.87394957983193,431.0,48.343,35.1,43.6,59.5,99.8,46.7,14408.0,21.1,13.0,41 : 59,2025,79.43567670970828,41,59
National University of Singapore,Singapore,8.0,93.7,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,98.82352941176471,17.0,89.8745,78.4,93.6,95.7,100.0,91.9,34388.0,21.0,26.0,49 : 51,2025,99.23481587757054,49,51
National Yang Ming Chiao Tung University,Taiwan,219.0,43.9,32.9,62.7,51.1,52.7,19.6,19.2,53.7,58.3,38.8,63.36134453781512,424.0,48.545,42.8,43.2,54.7,99.9,39.8,17736.0,15.4,8.0,36 : 64,2025,79.77044476327116,36,64
New York University,United States,43.0,79.6,96.3,98.8,90.5,28.6,30.2,98.1,92.6,98.4,95.4,92.94117647058823,33.0,80.31749999999998,72.0,76.8,94.3,71.7,75.3,49423.0,7.4,45.0,59 : 41,2025,98.46963175514108,59,41
Newcastle University,United Kingdom,129.0,54.5,50.0,59.3,39.2,38.7,89.5,68.6,97.1,31.3,97.1,78.4873949579832,157.0,61.4115,37.1,42.9,93.0,82.9,90.8,24885.0,14.4,26.0,53 : 47,2025,92.53945480631278,53,47
North Carolina State University,United States,311.0,35.1,26.7,25.4,9.8,63.4,55.0,17.0,78.1,21.5,35.7,47.89915966386555,289.0,54.2385,44.9,40.7,71.1,79.5,62.4,32151.0,16.4,12.0,50 : 50,2025,86.22668579626973,50,50
Northwestern Polytechnical University,China,547.0,22.6,5.8,3.2,44.8,63.8,16.7,5.2,53.4,6.6,2.4,8.235294117647058,298.0,53.813,37.7,41.9,76.3,99.2,49.1,36448.0,13.8,4.0,24 : 76,2025,85.79626972740316,24,76
Northwestern University,United States,50.0,76.0,84.0,68.0,97.6,67.7,45.4,52.0,89.4,96.8,55.4,91.76470588235294,31.0,81.39999999999998,71.8,75.8,97.8,92.3,69.4,19922.0,8.0,20.0,53 : 47,2025,98.56527977044476,53,47
Norwegian University of Science And Technology,Norway,264.0,39.1,33.2,25.2,22.3,30.4,75.1,9.3,94.4,89.4,85.8,55.79831932773109,327.0,52.295,35.3,39.3,75.4,72.3,66.3,37923.0,14.8,9.0,50 : 50,2025,84.40937350549976,50,50
Nottingham Trent University,United Kingdom,592.0,21.0,10.6,15.1,10.6,5.1,57.1,74.0,84.6,12.0,64.1,0.6722689075630253,604.0,43.15149999999999,19.9,13.9,83.3,37.0,90.4,34740.0,15.1,24.0,55 : 45,2025,71.16212338593975,55,45
Novosibirsk State University,Russian Federation,442.0,26.8,24.7,18.4,91.0,9.5,6.3,57.0,56.5,5.8,5.3,25.882352941176475,966.0,34.988,39.5,33.7,26.8,43.0,50.7,7196.0,6.7,21.0,,2025,53.84983261597321,,
Osaka University,Japan,86.0,63.5,82.4,87.0,45.2,54.9,23.9,12.2,68.2,33.0,68.0,85.71428571428571,162.0,61.041,63.5,65.4,51.8,100.0,50.7,22186.0,10.4,11.0,32 : 68,2025,92.30033476805356,32,68
Oxford Brookes University,United Kingdom,416.0,28.6,30.7,37.6,13.7,7.0,67.5,67.4,68.4,20.5,13.2,30.252100840336134,796.0,38.310500000000005,25.8,20.0,56.9,29.8,88.5,13040.0,12.8,27.0,57 : 43,2025,61.979913916786224,57,43
Peking University,China,14.0,88.5,99.5,96.6,92.6,97.7,50.3,23.6,79.8,94.2,46.9,97.81512605042016,13.0,92.042,94.9,97.7,88.2,99.9,70.1,34981.0,11.5,15.0,,2025,99.4261119081779,,
Peter the Great St Petersburg Polytechnic University,Russian Federation,559.0,22.3,16.0,10.9,74.3,2.9,14.1,84.0,64.7,4.9,11.2,6.218487394957983,580.0,43.81199999999999,39.0,28.4,54.5,71.9,64.6,16418.0,9.9,32.0,43 : 57,2025,72.30989956958393,43,57
Pohang University of Science And Technology,South Korea,98.0,60.3,45.9,80.0,99.9,96.9,27.6,2.7,26.6,11.0,36.6,83.69747899159664,151.0,61.8555,55.9,50.0,78.8,100.0,43.0,3245.0,10.5,8.0,,2025,92.82639885222382,,
Politecnico di Milano,Italy,111.0,58.2,70.8,77.0,5.8,40.2,67.4,56.8,88.1,52.9,72.6,81.5126050420168,236.0,56.6595,43.3,49.6,69.4,96.3,64.4,39532.0,24.4,20.0,,2025,88.7613582018173,,
Pontificia Universidad Católica de Chile,Chile,93.0,61.5,93.7,98.0,23.7,8.8,26.0,3.7,82.5,99.9,79.3,84.53781512605042,539.0,44.69500000000001,29.3,35.2,61.6,74.4,58.5,31720.0,15.6,5.0,,2025,74.27068388330942,,
Prince Mohammad Bin Fahd university,Saudi Arabia,513.0,23.7,20.3,23.0,23.1,27.8,100.0,18.8,23.3,2.8,1.2,13.949579831932773,273.0,54.769000000000005,39.1,37.3,79.2,46.0,90.9,2462.0,10.9,17.0,47 : 53,2025,86.99186991869918,47,53
Princeton University,United States,22.0,85.5,99.8,98.3,57.0,100.0,9.6,56.6,78.3,95.7,51.5,96.47058823529412,4.0,97.5195,98.3,98.0,98.9,96.9,87.4,8378.0,7.8,23.0,47 : 53,2025,99.85652797704448,47,53
Pusan National University,South Korea,524.0,23.4,18.7,16.5,43.5,19.5,10.5,13.7,57.7,13.8,65.0,12.100840336134453,579.0,43.839,38.7,39.0,47.8,93.0,40.7,17421.0,17.0,11.0,53 : 47,2025,72.35772357723577,53,47
Qatar University,Qatar,122.0,55.7,29.8,50.6,68.1,48.2,100.0,96.5,89.4,98.6,74.0,79.66386554621849,246.0,56.1335,31.0,37.4,87.5,69.0,95.1,9701.0,8.5,36.0,,2025,88.2831181252989,,
Quaid i Azam University,Pakistan,315.0,34.8,17.3,42.4,3.2,93.6,7.0,1.9,65.0,21.0,3.4,47.22689075630252,474.0,46.7845,31.6,23.6,84.4,26.9,56.3,10991.0,18.4,2.0,46 : 54,2025,77.3792443806791,46,54
Queen Mary University of London,United Kingdom,120.0,55.8,48.3,36.9,30.4,62.8,99.5,99.2,92.5,21.4,95.6,80.0,141.0,62.2965,36.1,42.3,97.1,72.5,98.0,25110.0,15.7,47.0,54 : 46,2025,93.30463892874224,54,46
Queen s University Belfast,United Kingdom,206.0,45.7,35.4,33.6,28.6,40.6,100.0,98.2,92.8,9.9,88.9,65.54621848739495,207.0,58.3625,35.2,37.8,89.8,67.6,98.3,21110.0,16.6,43.0,58 : 42,2025,90.14825442372072,58,42
Queensland University of Technology,Australia,213.0,44.7,39.8,33.1,8.1,59.9,97.9,20.7,83.4,19.0,89.4,64.36974789915966,224.0,57.5025,33.1,40.0,88.7,86.7,80.8,32490.0,35.9,14.0,54 : 46,2025,89.3352462936394,54,46
Rice University,United States,141.0,53.6,39.1,27.3,62.5,87.9,77.5,94.1,62.2,29.5,20.6,76.47058823529412,113.0,65.43350000000001,55.1,46.1,88.4,72.5,85.2,7994.0,10.5,30.0,43 : 57,2025,94.64371114299378,43,57
RMIT University,Australia,123.0,55.5,40.4,48.0,5.2,77.7,100.0,91.4,83.2,38.4,93.9,79.49579831932773,258.0,55.5025,34.0,36.5,82.8,77.0,92.9,32149.0,23.8,35.0,49 : 51,2025,87.7092300334768,49,51
Royal Holloway University of London,United Kingdom,477.0,25.1,14.9,5.7,13.0,27.2,94.1,86.9,73.2,7.2,19.7,20.0,404.0,49.1765,31.1,29.3,72.8,65.0,94.2,11525.0,15.8,33.0,56 : 44,2025,80.72692491630798,56,44
RUDN University,Russian Federation,316.0,34.7,24.4,48.7,92.0,2.1,8.0,92.2,89.7,10.0,24.0,47.05882352941176,804.0,38.1715,37.6,26.7,43.1,29.1,69.9,26040.0,18.2,33.0,58 : 42,2025,61.597321855571494,58,42
Rutgers University New Brunswick,United States,328.0,33.8,36.2,28.1,46.3,12.8,18.0,28.2,78.0,25.7,95.4,45.04201680672269,314.0,52.8395,44.1,29.9,79.2,69.1,61.8,46848.0,11.2,16.0,53 : 47,2025,85.0310856049737,53,47
RWTH Aachen University,Germany,99.0,59.9,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,83.52941176470588,92.0,67.191,53.9,64.2,78.0,100.0,70.3,29050.0,37.1,31.0,35 : 65,2025,95.64801530368244,35,65
Sapienza University of Rome,Italy,132.0,54.2,80.7,48.5,5.0,45.3,3.1,8.0,97.1,88.0,72.3,77.98319327731093,186.0,59.51,53.4,50.8,73.7,93.0,42.6,64504.0,27.6,7.0,61 : 39,2025,91.15255858440938,61,39
Satbayev University,Kazakhstan,405.0,29.3,27.8,43.4,88.1,1.2,66.7,16.9,15.0,23.6,3.8,32.10084033613445,1725.0,21.4705,22.7,13.9,12.6,29.7,77.0,8800.0,13.4,14.0,52 : 48,2025,17.55141080822573,52,48
Sciences Po,France,350.0,32.5,16.8,34.8,81.1,2.8,52.7,97.2,31.4,97.7,7.2,41.344537815126046,641.0,41.996,28.3,26.5,62.7,18.5,85.5,13078.0,44.3,36.0,63 : 37,2025,69.39263510282161,63,37
Sejong University,South Korea,396.0,29.7,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,33.61344537815126,242.0,56.28750000000001,31.8,34.9,94.3,83.2,68.9,12718.0,20.3,15.0,49 : 51,2025,88.47441415590626,49,51
Seoul National University,South Korea,31.0,82.3,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,94.9579831932773,63.0,73.51599999999999,73.7,74.3,76.2,100.0,44.9,25644.0,14.2,16.0,,2025,97.03491152558584,,
Shanghai Jiao Tong University,China,45.0,77.8,84.0,86.3,58.6,99.6,23.1,19.6,73.7,73.5,80.3,92.60504201680672,52.0,75.835,72.4,79.3,77.5,100.0,56.4,40159.0,12.4,9.0,36 : 64,2025,97.5609756097561,36,64
Shanghai University,China,489.0,24.5,20.3,13.1,50.8,30.5,40.9,5.3,58.7,8.9,10.5,17.983193277310924,477.0,46.726000000000006,33.1,38.6,63.8,89.0,40.9,38849.0,13.1,6.0,50 : 50,2025,77.23577235772358,50,50
Sharif University of Technology,Iran,342.0,33.0,11.5,33.6,5.1,99.9,2.9,1.2,61.4,28.2,1.3,42.6890756302521,346.0,51.1775,36.5,36.6,78.7,95.4,31.6,9491.0,21.8,1.0,25 : 75,2025,83.50071736011478,25,75
Shenzhen University,China,508.0,23.9,7.7,3.2,42.1,64.5,11.0,1.4,65.1,15.8,7.4,14.789915966386555,382.0,49.93750000000001,26.8,35.1,85.9,76.5,40.3,35576.0,13.9,1.0,49 : 51,2025,81.7790530846485,49,51
