university_rank,name_of_university,location,no_of_student,no_of_student_per_staff,international_student,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,university_name_clean,country_clean,rank_numeric,rank_is_banded
501–600,University of Sassari,Italy,15065.0,37.9,2.0,62 : 38,,32.1,27.6,62.4,38.4,37.9,university of sassari,italy,550.5,True
501–600,Saveetha Institute of Medical and Technical Sciences,,12394.0,7.4,1.0,38 : 62,,22.4,8.5,97.1,38.1,35.3,saveetha institute of medical and technical sciences,,550.5,True
501–600,Sciences Po,France,12872.0,45.2,37.0,61 : 39,,28.8,25.1,57.9,39.1,82.1,sciences po,france,550.5,True
501–600,Shiraz University of Technology,Iran,1437.0,13.8,0.0,37 : 63,,28.4,22.8,78.0,42.1,29.4,shiraz university of technology,iran,550.5,True
501–600,SOAS University of London,United Kingdom,4655.0,12.8,53.0,67 : 33,,33.9,38.5,42.4,37.0,81.4,soas university of london,united kingdom,550.5,True
501–600,University of South Carolina-Columbia,United States,33025.0,15.6,5.0,55 : 45,,35.0,24.0,65.5,37.6,45.9,university of south carolinacolumbia,united states,550.5,True
501–600,Southwestern University of Finance and Economics,China,23330.0,16.4,2.0,65 : 35,,20.0,12.8,93.6,39.8,39.7,southwestern university of finance and economics,china,550.5,True
501–600,University of Stavanger,Norway,11089.0,11.4,11.0,58 : 42,,20.7,15.6,72.3,41.3,77.0,university of stavanger,norway,550.5,True
501–600,Stevens Institute of Technology,United States,6624.0,18.6,35.0,29 : 71,,22.8,20.5,69.6,37.6,73.5,stevens institute of technology,united states,550.5,True
501–600,SUNY University at Albany,United States,16090.0,17.2,8.0,55 : 45,,24.6,25.7,71.4,44.6,50.4,suny university at albany,united states,550.5,True
501–600,University of Tabuk,Saudi Arabia,29471.0,14.4,2.0,57 : 43,,16.1,8.6,87.9,41.7,72.9,university of tabuk,saudi arabia,550.5,True
501–600,Technion Israel Institute of Technology,Israel,15147.0,21.0,12.0,39 : 61,,33.7,30.9,51.2,38.6,72.0,technion israel institute of technology,israel,550.5,True
501–600,Tokyo Medical and Dental University (TMDU),Japan,3010.0,4.4,11.0,50 : 50,,45.1,29.7,44.0,74.5,31.7,tokyo medical and dental university,japan,550.5,True
501–600,University of Trieste,Italy,16677.0,24.9,7.0,57 : 43,,28.5,25.5,63.8,39.0,47.5,university of trieste,italy,550.5,True
501–600,University of Tsukuba,Japan,15725.0,12.7,16.0,38 : 62,,43.9,37.8,38.5,43.7,43.0,university of tsukuba,japan,550.5,True
501–600,TU Dortmund University,Germany,25046.0,74.8,10.0,47 : 53,,35.9,43.2,43.7,46.1,44.2,tu dortmund university,germany,550.5,True
501–600,University of Tuscia,Italy,6272.0,20.0,4.0,54 : 46,,19.1,20.2,81.6,47.7,39.5,university of tuscia,italy,550.5,True
501–600,University of Udine,Italy,12326.0,18.5,5.0,54 : 46,,26.1,19.6,73.6,39.9,38.2,university of udine,italy,550.5,True
501–600,UiT The Arctic University of Norway,Norway,14377.0,10.1,10.0,58 : 42,,22.8,20.8,75.3,39.0,68.6,uit the arctic university of norway,norway,550.5,True
501–600,University of Valencia,Spain,50575.0,14.3,14.0,58 : 42,,23.0,23.8,71.3,39.0,49.9,university of valencia,spain,550.5,True
501–600,University of Vic – Central University of Catalonia,Spain,6472.0,14.0,20.0,60 : 40,,16.1,12.0,91.6,37.9,59.7,university of vic central university of catalonia,spain,550.5,True
501–600,Victoria University,Australia,16106.0,45.2,25.0,55 : 45,,25.5,26.9,63.6,44.5,79.1,victoria university,australia,550.5,True
501–600,Virginia Commonwealth University,United States,26472.0,10.7,4.0,63 : 37,,28.9,12.3,86.2,42.5,30.7,virginia commonwealth university,united states,550.5,True
501–600,Wayne State University,United States,22941.0,11.9,5.0,59 : 41,,34.0,18.6,67.2,48.8,35.3,wayne state university,united states,550.5,True
501–600,The University of the West Indies,Jamaica,24811.0,17.0,1.0,71 : 29,,17.6,10.8,90.3,38.9,58.1,the university of the west indies,jamaica,550.5,True
501–600,Xi’an Jiaotong University,China,44942.0,14.1,6.0,35 : 65,,36.4,42.7,47.1,75.0,29.4,xian jiaotong university,china,550.5,True
501–600,University of Zambia,Zambia,16903.0,21.2,1.0,35 : 65,,15.7,9.2,96.8,38.4,49.9,university of zambia,zambia,550.5,True
501–600,Zayed University,United Arab Emirates,8593.0,14.1,2.0,88 : 12,,17.7,16.0,79.1,37.6,74.5,zayed university,united arab emirates,550.5,True
501–600,Zhejiang Normal University,China,26928.0,11.7,7.0,,,16.7,15.5,87.5,65.4,30.5,zhejiang normal university,china,550.5,True
601–800,Abdul Wali Khan University Mardan,Pakistan,10314.0,20.9,0.0,32 : 68,,15.0,12.0,88.0,36.9,46.4,abdul wali khan university mardan,pakistan,700.5,True
601–800,Åbo Akademi University,Finland,5399.0,17.6,10.0,,,22.0,31.2,44.4,40.0,65.0,åbo akademi university,finland,700.5,True
601–800,Addis Ababa University,Ethiopia,46881.0,14.8,0.0,29 : 71,,19.6,12.4,79.5,41.9,46.6,addis ababa university,ethiopia,700.5,True
601–800,Ahvaz Jundishapur University of Medical Sciences (AJUMS),Iran,8601.0,11.6,2.0,60 : 40,,33.5,10.0,65.5,37.5,18.2,ahvaz jundishapur university of medical sciences,iran,700.5,True
601–800,Ajou University,South Korea,7574.0,14.2,17.0,42 : 58,,31.1,37.5,41.7,74.3,44.4,ajou university,south korea,700.5,True
601–800,Amedeo Avogadro University of Eastern Piedmont,Italy,14292.0,37.1,7.0,61 : 39,,13.9,22.2,64.5,37.5,41.6,amedeo avogadro university of eastern piedmont,italy,700.5,True
601–800,American University,United States,12495.0,11.6,11.0,63 : 37,,40.7,16.8,55.7,42.5,37.3,american university,united states,700.5,True
601–800,American University of Sharjah,United Arab Emirates,4468.0,11.9,76.0,53 : 47,,20.9,21.3,45.6,38.9,93.5,american university of sharjah,united arab emirates,700.5,True
601–800,Amirkabir University of Technology,Iran,10673.0,21.2,2.0,35 : 65,,30.1,31.9,54.9,64.9,31.7,amirkabir university of technology,iran,700.5,True
601–800,University of Antofagasta,Chile,8083.0,20.4,2.0,56 : 44,,14.8,9.5,81.0,36.9,52.4,university of antofagasta,chile,700.5,True
601–800,University of Arkansas,United States,25207.0,19.4,4.0,54 : 46,,29.1,27.6,48.5,39.5,30.6,university of arkansas,united states,700.5,True
601–800,Auburn University,United States,27512.0,18.2,10.0,50 : 50,,32.4,23.4,45.9,43.8,49.3,auburn university,united states,700.5,True
601–800,Azarbaijan Shahid Madani University,Iran,7350.0,26.2,0.0,61 : 39,,18.1,13.0,83.8,38.4,22.7,azarbaijan shahid madani university,iran,700.5,True
601–800,University of Babylon,Iraq,26449.0,12.7,0.0,54 : 46,,18.0,7.8,85.0,37.0,21.6,university of babylon,iraq,700.5,True
601–800,Bahçeşehir University,Turkey,17813.0,47.2,18.0,49 : 51,,19.3,20.9,62.3,51.9,49.5,bahçeşehir university,turkey,700.5,True
601–800,Bahria University,Pakistan,19573.0,22.2,1.0,44 : 56,,13.6,9.1,79.7,37.4,43.7,bahria university,pakistan,700.5,True
601–800,Banaras Hindu University,India,13900.0,8.7,3.0,38 : 62,,38.8,16.9,66.0,37.0,20.1,banaras hindu university,india,700.5,True
601–800,University of Bari Aldo Moro,Italy,29905.0,21.6,2.0,62 : 38,,16.6,22.8,72.5,38.9,33.6,university of bari aldo moro,italy,700.5,True
601–800,Bar-Ilan University,Israel,17255.0,17.3,4.0,61 : 39,,30.5,34.0,42.0,49.4,50.3,barilan university,israel,700.5,True
601–800,Baylor University,United States,19700.0,17.7,7.0,55 : 45,,33.7,18.3,52.4,37.4,29.3,baylor university,united states,700.5,True
601–800,Beirut Arab University,Lebanon,5698.0,12.0,18.0,45 : 55,,33.6,16.4,56.1,37.0,83.9,beirut arab university,lebanon,700.5,True
601–800,Ben-Gurion University of the Negev,Israel,16468.0,20.4,2.0,52 : 48,,30.3,31.1,43.4,42.8,37.0,bengurion university of the negev,israel,700.5,True
601–800,Benha University,Egypt,110645.0,32.5,3.0,42 : 58,,16.5,8.6,77.0,37.8,45.1,benha university,egypt,700.5,True
601–800,Université Bourgogne Franche-Comté (UBFC),France,67049.0,37.3,11.0,56 : 44,,19.6,18.3,69.7,40.7,55.4,université bourgogne franchecomté,france,700.5,True
601–800,Ca’ Foscari University of Venice,Italy,18231.0,38.3,10.0,64 : 36,,34.4,32.3,34.3,44.6,60.8,ca foscari university of venice,italy,700.5,True
601–800,University of Camerino (Unicam),Italy,8129.0,27.9,10.0,46 : 54,,20.9,15.8,61.4,44.7,49.3,university of camerino,italy,700.5,True
601–800,University of Canterbury,,15245.0,18.4,22.0,51 : 49,,25.2,27.5,45.3,39.7,92.0,university of canterbury,,700.5,True
601–800,Capital Medical University,China,15254.0,4.9,5.0,62 : 38,,30.4,18.3,65.8,37.3,22.8,capital medical university,china,700.5,True
601–800,Carleton University,Canada,28760.0,29.7,22.0,49 : 51,,21.5,30.5,50.4,43.0,72.2,carleton university,canada,700.5,True
601–800,University of Central Florida,United States,62248.0,36.1,5.0,56 : 44,,26.1,29.5,60.1,46.0,34.4,university of central florida,united states,700.5,True
601–800,Central Queensland University,,15453.0,20.7,26.0,58 : 42,,19.4,19.6,66.5,40.3,61.7,central queensland university,,700.5,True
601–800,Chongqing University,,40696.0,19.9,3.0,,,27.8,33.2,52.8,85.2,24.8,chongqing university,,700.5,True
601–800,Chung-Ang University,South Korea,18101.0,22.7,22.0,,,37.3,38.3,29.2,78.6,56.1,chungang university,south korea,700.5,True
601–800,Clark University,United States,3273.0,11.6,25.0,59 : 41,,24.9,20.7,64.9,36.9,58.4,clark university,united states,700.5,True
601–800,University of Coimbra,Portugal,21429.0,18.0,19.0,58 : 42,,25.1,35.2,40.4,49.8,59.5,university of coimbra,portugal,700.5,True
601–800,University of Colombo,Sri Lanka,31792.0,31.9,0.0,58 : 42,,28.9,9.6,74.5,37.0,37.0,university of colombo,sri lanka,700.5,True
601–800,COMSATS University Islamabad,Pakistan,33465.0,14.8,2.0,42 : 58,,17.1,14.7,78.2,37.0,46.8,comsats university islamabad,pakistan,700.5,True
601–800,Concordia University,Canada,35592.0,33.5,34.0,50 : 50,,22.6,27.4,46.4,39.2,85.6,concordia university,canada,700.5,True
601–800,University of Córdoba,Spain,16847.0,13.5,10.0,56 : 44,,22.7,21.2,56.0,39.4,47.5,university of córdoba,spain,700.5,True
601–800,University of Costa Rica,Costa Rica,31545.0,13.4,2.0,53 : 47,,18.2,9.0,71.2,36.9,48.1,university of costa rica,costa rica,700.5,True
601–800,Covenant University,,8362.0,15.5,1.0,40 : 60,,22.1,24.8,59.4,44.3,46.0,covenant university,,700.5,True
601–800,Cyprus University of Technology,Cyprus,3280.0,16.9,14.0,56 : 44,,23.7,16.7,53.9,38.9,78.6,cyprus university of technology,cyprus,700.5,True
601–800,Dalian University of Technology,China,38465.0,15.0,3.0,,,28.6,29.6,46.1,73.0,31.9,dalian university of technology,china,700.5,True
601–800,Delhi Technological University,India,11196.0,22.3,3.0,22 : 78,,17.8,17.0,80.1,42.5,17.3,delhi technological university,india,700.5,True
601–800,De Montfort University,United Kingdom,24490.0,20.2,38.0,54 : 46,,17.0,14.8,59.3,37.0,89.6,de montfort university,united kingdom,700.5,True
601–800,University of Derby,United Kingdom,15525.0,14.6,18.0,59 : 41,,16.5,12.0,66.5,37.4,70.2,university of derby,united kingdom,700.5,True
601–800,University of Desarrollo,Chile,15933.0,15.9,3.0,56 : 44,,15.0,10.1,73.8,39.6,50.6,university of desarrollo,chile,700.5,True
601–800,University of Dhaka,Bangladesh,211424.0,16.1,3.0,48 : 52,,15.2,8.6,85.9,37.3,43.1,university of dhaka,bangladesh,700.5,True
601–800,Dow University of Health Sciences,Pakistan,7249.0,6.8,3.0,76 : 24,,20.8,8.2,74.0,37.2,35.8,dow university of health sciences,pakistan,700.5,True
601–800,University of Eastern Finland,Finland,11898.0,18.2,5.0,66 : 34,,24.8,29.1,58.3,40.0,50.5,university of eastern finland,finland,700.5,True
601–800,Universidade Eduardo Mondlane,Mozambique,45256.0,26.1,0.0,39 : 61,,12.1,8.4,89.4,36.9,48.7,universidade eduardo mondlane,mozambique,700.5,True
601–800,"University of Engineering and Technology, Taxila",Pakistan,5290.0,19.3,2.0,18 : 82,,15.1,12.5,88.9,37.2,42.7,university of engineering and technology taxila,pakistan,700.5,True
601–800,ENSTA Bretagne,France,830.0,8.1,5.0,24 : 76,,26.3,23.3,48.7,64.7,49.5,ensta bretagne,france,700.5,True
601–800,Eötvös Loránd University,,30190.0,17.5,9.0,62 : 38,,32.9,18.2,49.6,37.2,52.1,eötvös loránd university,,700.5,True
601–800,Fayoum University,Egypt,44786.0,16.8,0.0,62 : 38,,15.3,10.4,79.7,40.2,42.4,fayoum university,egypt,700.5,True
601–800,Universidade Federal do Rio Grande do Sul,Brazil,39169.0,14.1,1.0,52 : 48,,32.1,21.9,50.8,39.8,28.7,universidade federal do rio grande do sul,brazil,700.5,True
601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,18877.0,10.3,1.0,59 : 41,,29.6,21.4,55.4,37.3,30.5,universidade federal de são paulo,brazil,700.5,True
601–800,Federation University Australia,,11684.0,22.2,52.0,55 : 45,,18.6,15.8,70.5,41.1,81.2,federation university australia,,700.5,True
601–800,Gabriele d‘Annunzio University,Italy,23416.0,32.4,2.0,64 : 36,,15.1,18.9,72.9,37.8,38.4,gabriele dannunzio university,italy,700.5,True
601–800,University of Georgia,United States,37465.0,13.2,7.0,58 : 42,,39.5,25.8,52.8,39.2,37.6,university of georgia,united states,700.5,True
601–800,Glasgow Caledonian University,United Kingdom,14270.0,23.6,19.0,57 : 43,,18.4,13.8,65.4,37.4,69.0,glasgow caledonian university,united kingdom,700.5,True
601–800,University of Granada,Spain,54619.0,14.5,10.0,60 : 40,,23.2,28.8,50.5,37.2,50.2,university of granada,spain,700.5,True
601–800,Graphic Era University,,7823.0,14.3,1.0,42 : 58,,25.0,9.0,83.1,41.6,25.5,graphic era university,,700.5,True
601–800,University of Graz,Austria,12531.0,12.4,17.0,66 : 34,,25.2,19.3,59.3,38.2,81.7,university of graz,austria,700.5,True
601–800,Graz University of Technology,Austria,6353.0,8.6,23.0,25 : 75,,32.0,20.3,42.5,63.1,83.6,graz university of technology,austria,700.5,True
601–800,Guangzhou University,China,36701.0,19.4,0.0,64 : 36,,16.1,14.3,76.9,41.5,28.9,guangzhou university,china,700.5,True
601–800,Guangzhou Medical University,China,12891.0,1.7,2.0,56 : 44,,22.2,8.3,87.6,38.2,24.2,guangzhou medical university,china,700.5,True
601–800,Hacettepe University,Turkey,38444.0,20.1,3.0,56 : 44,,29.0,26.1,51.9,89.1,25.7,hacettepe university,turkey,700.5,True
601–800,University of Haifa,Israel,17353.0,17.7,3.0,66 : 34,,21.5,29.1,66.4,38.1,36.1,university of haifa,israel,700.5,True
601–800,Hamburg University of Technology,Germany,4668.0,28.9,23.0,28 : 72,,36.1,23.9,42.5,88.1,56.9,hamburg university of technology,germany,700.5,True
601–800,Hazara University Mansehra,Pakistan,12145.0,26.5,0.0,26 : 74,,17.4,10.1,82.0,37.0,44.3,hazara university mansehra,pakistan,700.5,True
601–800,University of Hertfordshire,United Kingdom,18780.0,15.5,38.0,54 : 46,,17.7,13.2,58.1,37.3,86.1,university of hertfordshire,united kingdom,700.5,True
601–800,University of Houston,United States,46958.0,27.0,7.0,52 : 48,,34.9,28.0,48.8,42.5,43.2,university of houston,united states,700.5,True
601–800,University of Huddersfield,United Kingdom,14410.0,19.9,26.0,58 : 42,,23.2,23.7,49.8,39.7,82.8,university of huddersfield,united kingdom,700.5,True
601–800,Icesi University,Colombia,6279.0,8.0,2.0,53 : 47,,19.1,9.1,86.0,37.4,37.3,icesi university,colombia,700.5,True
601–800,Ilam University of Medical Sciences,Iran,2687.0,13.0,4.0,53 : 47,,26.1,10.7,85.1,38.5,20.8,ilam university of medical sciences,iran,700.5,True
601–800,Imam Abdulrahman Bin Faisal University,Saudi Arabia,22059.0,8.7,4.0,90 : 10,,22.1,9.9,64.0,37.5,72.9,imam abdulrahman bin faisal university,saudi arabia,700.5,True
601–800,Indian Institute of Technology Indore,India,2001.0,11.7,0.0,22 : 78,,32.8,23.7,61.8,39.1,24.9,indian institute of technology indore,india,700.5,True
601–800,Indraprastha Institute of Information Technology Delhi,India,2399.0,23.1,2.0,23 : 77,,21.5,17.5,69.6,78.9,33.8,indraprastha institute of information technology delhi,india,700.5,True
601–800,"International Islamic University, Islamabad",Pakistan,25221.0,25.1,7.0,53 : 47,,17.2,10.8,80.7,36.9,52.2,international islamic university islamabad,pakistan,700.5,True
601–800,Iran University of Medical Sciences,Iran,8840.0,8.3,5.0,57 : 43,,46.0,14.9,56.1,41.7,27.1,iran university of medical sciences,iran,700.5,True
601–800,Istanbul Technical University,Turkey,18562.0,24.2,15.0,37 : 63,,31.9,35.5,29.1,100.0,42.6,istanbul technical university,turkey,700.5,True
601–800,Jagiellonian University,Poland,34725.0,9.6,11.0,67 : 33,,31.3,25.3,56.7,37.6,40.9,jagiellonian university,poland,700.5,True
601–800,Jamia Hamdard University,India,9636.0,20.0,3.0,45 : 55,,18.9,12.6,73.3,40.5,31.3,jamia hamdard university,india,700.5,True
601–800,Jawaharlal Nehru University,India,8840.0,14.2,2.0,46 : 54,,44.1,23.5,38.3,37.9,19.5,jawaharlal nehru university,india,700.5,True
601–800,Jiangsu University,China,35687.0,9.5,6.0,42 : 58,,21.0,12.5,66.5,58.8,44.4,jiangsu university,china,700.5,True
601–800,Jinan University,China,41858.0,16.6,27.0,56 : 44,,21.6,20.2,57.1,45.0,52.9,jinan university,china,700.5,True
601–800,University of Johannesburg,,29167.0,25.1,15.0,55 : 45,,24.7,33.4,35.8,45.5,74.9,university of johannesburg,,700.5,True
601–800,Jönköping University,Sweden,6762.0,13.0,14.0,60 : 40,,18.6,18.3,58.9,38.1,65.5,jönköping university,sweden,700.5,True
601–800,The University of Jordan,Jordan,30380.0,13.4,13.0,66 : 34,,24.8,12.4,60.9,40.8,59.9,the university of jordan,jordan,700.5,True
601–800,Jouf University,Saudi Arabia,19826.0,9.8,3.0,60 : 40,,27.3,17.7,47.7,38.4,75.0,jouf university,saudi arabia,700.5,True
601–800,University of Kaiserslautern,Germany,8572.0,28.8,22.0,35 : 65,,37.5,26.7,32.2,62.5,54.9,university of kaiserslautern,germany,700.5,True
601–800,Kalasalingam Academy of Research and Education,India,7365.0,8.8,3.0,55 : 45,,22.3,9.3,82.3,39.3,23.3,kalasalingam academy of research and education,india,700.5,True
601–800,Kansai Medical University,Japan,1086.0,1.3,2.0,52 : 48,,27.6,8.5,82.6,38.1,18.2,kansai medical university,japan,700.5,True
601–800,University of Kashan,Iran,8190.0,27.2,3.0,54 : 46,,21.4,19.2,76.3,38.4,22.8,university of kashan,iran,700.5,True
601–800,Universiti Kebangsaan Malaysia,Malaysia,16873.0,10.1,14.0,58 : 42,,37.6,23.9,47.1,40.1,65.7,universiti kebangsaan malaysia,malaysia,700.5,True
601–800,KIIT University,,24796.0,12.3,9.0,49 : 51,,30.3,13.6,67.5,69.5,28.0,kiit university,,700.5,True
601–800,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,7870.0,11.3,1.0,50 : 50,,34.8,13.9,50.1,42.9,62.9,king saud bin abdulaziz university for health sciences,saudi arabia,700.5,True
601–800,Konkuk University,South Korea,13375.0,26.2,14.0,49 : 51,,30.6,37.8,30.5,45.8,42.1,konkuk university,south korea,700.5,True
601–800,Kore University of Enna,Italy,5053.0,14.5,1.0,68 : 32,,16.7,12.1,86.3,37.9,37.7,kore university of enna,italy,700.5,True
