RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,RANK_2025_Original,Rank_Type,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
1201-1400,1201-1400,Kenyatta University,Kenya,Africa,XL,FO,HI,,7.0,601+,7.4,601+,1.5,701+,1.3,701+,,,,,13.1,701+,28.4,433,1.0,701+,,1201-1400,Range,kenyatta university,kenya,C051,U0382
1201-1400,1201-1400,Kharkiv National University of Radio Electronics,Ukraine,Europe,M,FO,VH,A,3.9,601+,12.3,601+,21.6,643,1.5,701+,1.4,701+,5.1,701+,11.9,701+,4.1,701+,1.4,701+,,1201-1400,Range,kharkiv national university of radio electronics,ukraine,C099,U0384
1201-1400,1401+,Khulna University,Bangladesh,Asia,M,SP,HI,,6.9,601+,5.0,601+,10.5,701+,5.3,701+,,,,,17.8,701+,3.8,701+,1.0,701+,,1201-1400,Range,khulna university,bangladesh,C007,U0387
1201-1400,1201-1400,Khulna University of Engineering and Technology,Bangladesh,Asia,M,SP,HI,A,6.6,601+,11.8,601+,8.7,701+,5.6,701+,,,1.0,701+,9.4,701+,3.7,701+,1.0,701+,,1201-1400,Range,khulna university of engineering and technology,bangladesh,C007,U0388
1201-1400,1201-1400,Kindai University (Kinki University),Japan,Asia,XL,FC,HI,C,5.2,601+,4.3,601+,8.4,701+,4.9,701+,15.7,656,1.9,701+,32.2,701+,1.8,701+,2.4,701+,,1201-1400,Range,kindai university kinki university,japan,C048,U0389
1201-1400,1201-1400,King Mongkut\'s Institute of Technology Ladkrabang,Thailand,Asia,L,FO,VH,A,8.3,601+,3.7,601+,4.2,701+,3.1,701+,16.7,642,2.2,701+,18.5,701+,6.2,701+,1.1,701+,,1201-1400,Range,king mongkuts institute of technology ladkrabang,thailand,C095,U0394
1201-1400,1201-1400,King Mongkut's University of Technology North Bangkok,Thailand,Asia,L,FO,VH,A,8.5,601+,4.9,601+,4.1,701+,3.3,701+,2.8,701+,1.1,701+,23.5,701+,2.5,701+,1.1,701+,,1201-1400,Range,king mongkuts university of technology north bangkok,thailand,C095,U0395
1201-1400,1001-1200,Kookmin University,South Korea,Asia,L,CO,HI,C,3.6,601+,4.0,601+,35.3,449,2.9,701+,4.9,701+,31.1,419,7.9,701+,2.9,701+,2.9,701+,,1201-1400,Range,kookmin university,south korea,C087,U0403
1201-1400,1401+,Kwame Nkrumah University of Science and Technology,Ghana,Africa,XL,CO,HI,,6.9,601+,6.0,601+,4.8,701+,2.0,701+,,,,,55.3,691,34.5,366,2.3,701+,,1201-1400,Range,kwame nkrumah university of science and technology,ghana,C034,U0411
1201-1400,1001-1200,Kyoto Institute of Technology,Japan,Asia,S,FO,VH,A,6.1,601+,3.9,601+,14.4,701+,11.7,701+,11.1,701+,9.0,701+,9.3,701+,1.9,701+,1.1,701+,,1201-1400,Range,kyoto institute of technology,japan,C048,U0413
1201-1400,,Kyrgyz State Technical University,Kyrgyzstan,Asia,L,SP,LO,A,14.6,598,7.0,601+,12.0,701+,1.0,701+,2.6,701+,5.8,701+,1.2,701+,22.6,506,,,,1201-1400,Range,kyrgyz state technical university,kyrgyzstan,C053,U0416
1201-1400,1201-1400,Marquette University,United States,Americas,M,CO,VH,B,3.4,601+,2.4,601+,21.1,654,9.1,701+,6.2,701+,2.7,701+,35.6,701+,11.2,701+,1.2,701+,,1201-1400,Range,marquette university,united states,C102,U0460
1201-1400,1001-1200,Meiji University,Japan,Asia,XL,CO,HI,C,6.7,601+,19.2,467,4.4,701+,1.6,701+,10.5,701+,4.6,701+,13.4,701+,17.3,615,1.1,701+,,1201-1400,Range,meiji university,japan,C048,U0468
1201-1400,1201-1400,Mendeleev University of Chemical Technology,Russia,Europe,M,FO,VH,A,4.5,601+,3.9,601+,24.2,608,2.8,701+,1.1,701+,9.1,701+,15.3,701+,8.8,701+,1.0,701+,,1201-1400,Range,mendeleev university of chemical technology,russia,C080,U0471
1201-1400,1201-1400,Miami University,United States,Americas,L,CO,HI,A,3.8,601+,5.4,601+,6.2,701+,7.8,701+,3.4,701+,5.5,701+,25.3,701+,26.1,453,2.2,701+,,1201-1400,Range,miami university,united states,C102,U0473
1201-1400,1201-1400,Moscow Pedagogical State University,Russia,Europe,L,FO,HI,A,7.8,601+,3.6,601+,7.2,701+,1.3,701+,1.2,701+,23.8,494,6.8,701+,1.8,701+,1.0,701+,,1201-1400,Range,moscow pedagogical state university,russia,C080,U0485
1201-1400,1201-1400,Nagoya Institute of Technology (NIT),Japan,Asia,M,SP,VH,A,5.7,601+,2.6,601+,7.5,701+,14.5,645,5.1,701+,4.1,701+,18.3,701+,6.0,701+,1.0,701+,,1201-1400,Range,nagoya institute of technology nit,japan,C048,U0492
1201-1400,1201-1400,National Dong Hwa University,Taiwan,Asia,M,CO,HI,A,9.2,601+,4.5,601+,6.3,701+,5.4,701+,4.9,701+,10.2,701+,9.7,701+,2.0,701+,1.3,701+,,1201-1400,Range,national dong hwa university,taiwan,C094,U0509
1201-1400,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),Russia,Europe,M,FO,VH,A,6.9,601+,4.0,601+,12.8,701+,1.9,701+,6.8,701+,41.6,343,21.0,701+,9.5,701+,1.0,701+,,1201-1400,Range,national research university moscow power engineering institute mpei,russia,C080,U0514
1201-1400,1201-1400,National Taipei University,Taiwan,Asia,M,FO,HI,A,7.6,601+,4.5,601+,7.8,701+,2.8,701+,2.6,701+,4.5,701+,5.0,701+,18.9,586,1.1,701+,,1201-1400,Range,national taipei university,taiwan,C094,U0516
1201-1400,1201-1400,National Taiwan Ocean University,Taiwan,Asia,M,FO,VH,A,6.0,601+,3.2,601+,11.9,701+,10.8,701+,7.5,701+,7.6,701+,22.6,701+,3.3,701+,17.5,560,,1201-1400,Range,national taiwan ocean university,taiwan,C094,U0519
1201-1400,1001-1200,Novosibirsk State Technical University,Russia,Europe,M,FO,VH,A,6.0,601+,6.4,601+,27.6,553,1.7,701+,1.4,701+,41.7,342,8.4,701+,5.7,701+,1.0,701+,,1201-1400,Range,novosibirsk state technical university,russia,C080,U0554
1201-1400,1201-1400,Óbuda University,Hungary,Europe,M,FO,VH,A,5.5,601+,4.9,601+,2.5,701+,7.8,701+,17.9,629,7.6,701+,29.1,701+,3.8,701+,1.0,701+,,1201-1400,Range,óbuda university,hungary,C039,U1503
1201-1400,1001-1200,Odessa I.I. Mechnikov National University,Ukraine,Europe,M,FO,VH,A,3.9,601+,2.3,601+,55.4,272,1.3,701+,1.8,701+,3.3,701+,10.3,701+,6.3,701+,1.0,701+,,1201-1400,Range,odessa ii mechnikov national university,ukraine,C099,U0557
1201-1400,1201-1400,OSMANIA UNIVERSITY,India,Asia,M,CO,VH,A,5.4,601+,3.7,601+,3.5,701+,21.0,545,,,5.4,701+,17.2,701+,7.2,701+,1.0,701+,,1201-1400,Range,osmania university,india,C041,U0565
1201-1400,1201-1400,Perm State National Research University,Russia,Europe,M,FO,VH,A,4.4,601+,1.7,601+,34.5,458,1.5,701+,1.4,701+,8.3,701+,6.3,701+,2.0,701+,1.2,701+,,1201-1400,Range,perm state national research university,russia,C080,U0575
1201-1400,1201-1400,Pondicherry University,India,Asia,M,CO,VH,A,4.1,601+,2.1,601+,5.4,701+,16.5,616,1.9,701+,1.1,701+,21.1,701+,2.7,701+,5.8,701+,,1201-1400,Range,pondicherry university,india,C041,U0583
1201-1400,1201-1400,Pontificia Universidad Catolica Madre y Maestra,Dominican Republic,Americas,M,FC,MD,B,4.2,601+,4.1,601+,11.2,701+,1.2,701+,9.4,701+,11.4,688,4.1,701+,45.7,278,1.0,701+,,1201-1400,Range,pontificia universidad catolica madre y maestra,dominican republic,C025,U0584
1201-1400,1201-1400,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Americas,M,FC,HI,B,6.3,601+,3.9,601+,12.3,701+,9.4,701+,2.6,701+,1.7,701+,30.5,701+,9.2,701+,1.1,701+,,1201-1400,Range,pontifícia universidade católica do rio grande do sul pucrs,brazil,C012,U0596
1201-1400,1201-1400,Portland State University,United States,Americas,L,CO,VH,A,4.1,601+,1.7,601+,9.3,701+,9.2,701+,1.6,701+,6.1,701+,44.4,701+,9.7,701+,6.8,701+,,1201-1400,Range,portland state university,united states,C102,U0597
1201-1400,1201-1400,Pukyong National University,South Korea,Asia,L,CO,VH,A,5.7,601+,3.1,601+,12.7,701+,7.0,701+,6.2,701+,7.1,701+,32.3,701+,1.6,701+,28.4,456=,,1201-1400,Range,pukyong national university,south korea,C087,U0606
1201-1400,1401+,Rajshahi University,Bangladesh,Asia,L,CO,HI,,10.4,601+,9.8,601+,3.9,701+,3.0,701+,1.0,701+,1.1,701+,16.4,701+,3.7,701+,1.1,701+,,1201-1400,Range,rajshahi university,bangladesh,C007,U0618
1201-1400,1201-1400,Rikkyo University,Japan,Asia,L,FO,HI,C,4.0,601+,9.6,601+,8.2,701+,2.1,701+,23.7,552,5.6,701+,13.7,701+,5.8,701+,1.2,701+,,1201-1400,Range,rikkyo university,japan,C048,U0626
1201-1400,1201-1400,Saitama University,Japan,Asia,M,CO,VH,A,4.9,601+,1.6,601+,11.5,701+,6.8,701+,9.7,701+,4.9,701+,18.1,701+,1.8,701+,1.1,701+,,1201-1400,Range,saitama university,japan,C048,U0647
1201-1400,1201-1400,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,Asia,M,FO,HI,B,9.7,601+,9.3,601+,27.8,550,1.2,701+,10.1,701+,4.2,701+,2.6,701+,3.4,701+,2.0,701+,,1201-1400,Range,saken seifullin kazakh agrotechnical university,kazakhstan,C050,U0649
1201-1400,1201-1400,San Francisco State University,United States,Americas,L,CO,HI,,4.5,601+,3.1,601+,5.7,701+,4.0,701+,3.4,701+,5.0,701+,35.6,701+,7.6,701+,1.7,701+,,1201-1400,Range,san francisco state university,united states,C102,U0652
1201-1400,1001-1200,Sathyabama Institute of Science and Technology (deemed to be university),India,Asia,L,CO,VH,B,6.8,601+,3.7,601+,24.8,596,4.3,701+,5.3,701+,3.5,701+,17.0,701+,1.9,701+,3.1,701+,,1201-1400,Range,sathyabama institute of science and technology deemed to be university,india,C041,U0655
1201-1400,1201-1400,Seattle University,United States,Americas,M,CO,HI,B,5.4,601+,6.4,601+,32.2,490,2.1,701+,1.5,701+,13.2,656,6.3,701+,10.1,701+,2.4,701+,,1201-1400,Range,seattle university,united states,C102,U0660
1201-1400,1001-1200,Seoul National University of Science and Technology,South Korea,Asia,M,FO,VH,A,6.4,601+,3.6,601+,12.8,701+,10.3,701+,9.6,701+,11.9,683,12.4,701+,1.9,701+,9.8,672=,,1201-1400,Range,seoul national university of science and technology,south korea,C087,U0664
1201-1400,1401+,Shahjalal University of Science and Technology,Bangladesh,Asia,M,FO,VH,,7.6,601+,11.8,601+,11.8,701+,5.3,701+,,,,,12.8,701+,3.9,701+,1.0,701+,,1201-1400,Range,shahjalal university of science and technology,bangladesh,C007,U0666
1201-1400,1001-1200,Shanghai International Studies University,China (Mainland),Asia,L,SP,VH,A,4.9,601+,2.9,601+,16.7,701+,1.8,701+,26.9,518,27.3,454,5.4,701+,5.2,701+,1.0,701+,,1201-1400,Range,shanghai international studies university,china (mainland),C017,U0668
1201-1400,1201-1400,Shanghai University of Finance and Economics,China (Mainland),Asia,L,FO,VH,A,4.5,601+,5.2,601+,8.9,701+,3.5,701+,15.5,662,2.1,701+,14.9,701+,42.6,304,1.4,701+,,1201-1400,Range,shanghai university of finance and economics,china (mainland),C017,U0672
1201-1400,1201-1400,Siksha 'O' Anusandhan (Deemed to be University),India,Asia,M,FO,VH,B,7.5,601+,3.6,601+,34.3,461,5.3,701+,2.2,701+,2.2,701+,23.7,701+,1.9,701+,1.0,701+,,1201-1400,Range,siksha o anusandhan deemed to be university,india,C041,U0682
1201-1400,1201-1400,Sookmyung Women's University,South Korea,Asia,M,CO,HI,C,4.4,601+,5.6,601+,29.0,536,3.4,701+,4.0,701+,2.2,701+,4.8,701+,1.8,701+,2.6,701+,,1201-1400,Range,sookmyung womens university,south korea,C087,U0696
1201-1400,1201-1400,Suez Canal University,Egypt,Africa,XL,FC,HI,A,4.1,601+,2.6,601+,13.1,701+,2.3,701+,2.1,701+,1.8,701+,48.9,701+,2.4,701+,8.3,700=,,1201-1400,Range,suez canal university,egypt,C027,U0719
1201-1400,1201-1400,Suleyman Demirel University,Turkey,Asia,XL,FC,MD,A,7.1,601+,5.3,601+,3.9,701+,2.4,701+,1.7,701+,4.6,701+,27.3,701+,2.0,701+,1.0,701+,,1201-1400,Range,suleyman demirel university,turkey,C097,U0720
1201-1400,1201-1400,"Suleyman Demirel University, Kazakhstan",Kazakhstan,Asia,M,FO,MD,B,9.0,601+,11.0,601+,4.1,701+,1.3,701+,6.2,701+,2.0,701+,5.7,701+,3.3,701+,,,,1201-1400,Range,suleyman demirel university kazakhstan,kazakhstan,C050,U0721
1201-1400,1201-1400,Suranaree University of Technology,Thailand,Asia,L,FC,HI,A,6.4,601+,2.8,601+,3.7,701+,9.6,701+,5.8,701+,1.6,701+,30.0,701+,2.7,701+,1.3,701+,,1201-1400,Range,suranaree university of technology,thailand,C095,U0728
1201-1400,1201-1400,Tamkang University,Taiwan,Asia,L,FO,VH,C,5.7,601+,4.9,601+,4.0,701+,5.0,701+,6.0,701+,7.4,701+,14.2,701+,29.2,425,10.1,661=,,1201-1400,Range,tamkang university,taiwan,C094,U0739
1201-1400,1201-1400,Tanta University,Egypt,Africa,XL,FC,HI,A,6.9,601+,5.5,601+,4.5,701+,2.2,701+,1.5,701+,1.5,701+,65.2,553,4.3,701+,3.1,701+,,1201-1400,Range,tanta university,egypt,C027,U0741
1201-1400,1201-1400,Technical University of Cluj-Napoca,Romania,Europe,L,SP,VH,A,4.6,601+,7.1,601+,7.6,701+,3.9,701+,2.1,701+,2.7,701+,38.1,701+,3.8,701+,2.1,701+,,1201-1400,Range,technical university of clujnapoca,romania,C079,U0745
1201-1400,1001-1200,Technical University of Liberec,Czech Republic,Europe,M,SP,VH,A,3.9,601+,2.2,601+,37.6,425,4.6,701+,11.2,701+,8.7,701+,25.5,701+,1.7,701+,1.0,701+,,1201-1400,Range,technical university of liberec,czech republic,C023,U0749
1201-1400,1201-1400,Technical University of Lublin,Poland,Europe,M,FO,VH,A,5.8,601+,2.1,601+,18.4,701+,3.7,701+,,,10.2,701+,12.9,701+,3.1,701+,1.0,701+,,1201-1400,Range,technical university of lublin,poland,C075,U0750
1201-1400,1401+,Technische Universität Kaiserslautern,Germany,Europe,L,CO,VH,,6.3,601+,2.4,601+,17.0,701+,4.6,701+,,,,,56.4,672,2.2,701+,1.1,701+,,1201-1400,Range,technische universität kaiserslautern,germany,C033,U0757
1201-1400,1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,Europe,L,SP,VH,A,5.3,601+,9.7,601+,2.4,701+,6.0,701+,,,4.6,701+,34.1,701+,4.0,701+,1.0,701+,,1201-1400,Range,the gheorghe asachi technical university of iasi,romania,C079,U0773
1201-1400,1201-1400,The Herzen State Pedagogical University of Russia,Russia,Europe,L,FO,HI,A,3.8,601+,2.0,601+,20.1,670,1.2,701+,1.4,701+,41.1,348,12.7,701+,5.5,701+,1.0,701+,,1201-1400,Range,the herzen state pedagogical university of russia,russia,C080,U0776
1201-1400,1201-1400,The Josip Juraj Strossmayer University of Osijek,Croatia,Europe,L,CO,HI,A,4.3,601+,2.0,601+,28.6,540,3.1,701+,,,,,54.0,701+,11.2,701+,1.0,701+,,1201-1400,Range,the josip juraj strossmayer university of osijek,croatia,C020,U0779
1201-1400,1201-1400,"The National Research University ""Belgorod State University""",Russia,Europe,L,FC,HI,A,3.5,601+,1.3,601+,15.6,701+,1.9,701+,2.2,701+,49.8,295,21.4,701+,2.0,701+,1.0,701+,,1201-1400,Range,the national research university belgorod state university,russia,C080,U0781
1201-1400,1001-1200,Tokai University,Japan,Asia,L,FC,HI,B,10.5,601+,5.8,601+,13.6,701+,2.8,701+,5.6,701+,2.9,701+,24.5,701+,1.8,701+,1.3,701+,,1201-1400,Range,tokai university,japan,C048,U0811
1201-1400,1001-1200,Tomas Bata University in Zlin,Czech Republic,Europe,M,CO,VH,A,4.5,601+,8.4,601+,9.3,701+,5.5,701+,23.6,553,18.8,568,25.8,701+,4.0,701+,1.1,701+,,1201-1400,Range,tomas bata university in zlin,czech republic,C023,U0818
1201-1400,1201-1400,Toraighyrov University,Kazakhstan,Asia,M,FO,HI,A,8.5,601+,4.8,601+,17.8,701+,1.2,701+,6.8,701+,3.1,701+,3.9,701+,3.3,701+,1.0,701+,,1201-1400,Range,toraighyrov university,kazakhstan,C050,U0822
1201-1400,1201-1400,Transilvania University of Brasov,Romania,Europe,L,FC,HI,A,6.4,601+,5.5,601+,5.1,701+,3.7,701+,5.4,701+,2.1,701+,48.1,701+,4.0,701+,1.0,701+,,1201-1400,Range,transilvania university of brasov,romania,C079,U0824
1201-1400,1201-1400,Tunghai University,Taiwan,Asia,L,CO,HI,C,6.5,601+,5.4,601+,4.6,701+,5.4,701+,8.4,701+,8.8,701+,24.4,701+,13.8,698,7.9,701+,,1201-1400,Range,tunghai university,taiwan,C094,U0830
1201-1400,1001-1200,Universidad Autónoma de Guadalajara (UAG),Mexico,Americas,M,FC,MD,C,6.5,601+,3.8,601+,19.6,684,1.1,701+,37.9,426,23.0,502,2.1,701+,2.0,701+,,,,1201-1400,Range,universidad autónoma de guadalajara uag,mexico,C061,U0852
1201-1400,1001-1200,Universidad Autónoma del Estado de Hidalgo (UAEH),Mexico,Americas,XL,FC,MD,A,3.2,601+,6.0,601+,45.2,342,1.4,701+,2.0,701+,1.6,701+,8.3,701+,2.1,701+,5.8,701+,,1201-1400,Range,universidad autónoma del estado de hidalgo uaeh,mexico,C061,U0857
1201-1400,1201-1400,Universidad Católica del Norte,Chile,Americas,M,FC,HI,B,4.5,601+,2.3,601+,6.7,701+,5.9,701+,13.5,694,3.8,701+,46.2,701+,2.0,701+,8.5,696=,,1201-1400,Range,universidad católica del norte,chile,C016,U0869
1201-1400,1201-1400,Universidad Central del Ecuador,Ecuador,Americas,L,FC,MD,A,8.1,601+,3.6,601+,11.3,701+,1.2,701+,,,,,10.1,701+,20.9,548,1.0,701+,,1201-1400,Range,universidad central del ecuador,ecuador,C026,U0873
1201-1400,1201-1400,Universidad de Las Américas (UDLA) Ecuador,Ecuador,Americas,L,CO,MD,B,8.3,601+,3.8,601+,13.3,701+,1.7,701+,19.2,612,2.5,701+,15.7,701+,4.9,701+,1.0,701+,,1201-1400,Range,universidad de las américas udla ecuador,ecuador,C026,U0898
1201-1400,1001-1200,Universidad de Monterrey (UDEM),Mexico,Americas,M,FO,HI,B,12.5,601+,13.0,601+,7.5,701+,1.5,701+,13.7,691,3.7,701+,4.4,701+,4.8,701+,1.3,701+,,1201-1400,Range,universidad de monterrey udem,mexico,C061,U0906
1201-1400,1001-1200,Universidad de Oriente Santiago de Cuba,Cuba,Americas,L,FO,MD,A,8.4,601+,5.2,601+,29.8,524,1.1,701+,,,,,7.3,701+,5.0,701+,1.0,701+,,1201-1400,Range,universidad de oriente santiago de cuba,cuba,C021,U0908
1201-1400,1201-1400,Universidad de Panama,Panama,Americas,XL,FO,MD,A,6.6,601+,5.5,601+,2.9,701+,1.1,701+,4.6,701+,2.7,701+,9.0,701+,49.1,262,1.0,701+,,1201-1400,Range,universidad de panama,panama,C071,U0911
1201-1400,1201-1400,Universidad de Piura,Peru,Americas,M,FO,HI,B,7.5,601+,10.7,601+,5.0,701+,1.2,701+,5.7,701+,1.1,701+,3.3,701+,12.5,701+,1.0,701+,,1201-1400,Range,universidad de piura,peru,C073,U0912
1201-1400,1201-1400,Universidad de San Carlos de Guatemala - USAC,Guatemala,Americas,XL,FC,LO,A,10.2,601+,3.9,601+,4.7,701+,1.0,701+,,,,,9.4,701+,56.0,221,1.0,701+,,1201-1400,Range,universidad de san carlos de guatemala usac,guatemala,C036,U0915
1201-1400,1401+,Universidad de Tarapaca,Chile,Americas,M,FO,VH,A,3.5,601+,1.6,601+,2.4,701+,9.8,701+,,,,,41.7,701+,2.1,701+,1.0,701+,,1201-1400,Range,universidad de tarapaca,chile,C016,U0921
1201-1400,1201-1400,Universidad de Valparaíso (UV),Chile,Americas,L,FC,HI,A,10.9,601+,4.0,601+,8.5,701+,2.9,701+,6.3,701+,1.8,701+,39.7,701+,2.2,701+,4.0,701+,,1201-1400,Range,universidad de valparaíso uv,chile,C016,U0923
1201-1400,1201-1400,Universidad del Bío-Bío,Chile,Americas,M,FO,VH,A,8.0,601+,3.0,601+,3.2,701+,4.0,701+,8.7,701+,1.4,701+,30.3,701+,2.0,701+,1.0,701+,,1201-1400,Range,universidad del bíobío,chile,C016,U0925
1201-1400,1201-1400,Universidad del Desarrollo (UDD),Chile,Americas,L,CO,HI,B,7.2,601+,8.6,601+,11.7,701+,2.3,701+,7.3,701+,2.0,701+,14.7,701+,4.9,701+,5.1,701+,,1201-1400,Range,universidad del desarrollo udd,chile,C016,U0927
1201-1400,1201-1400,Universidad del Salvador,Argentina,Americas,M,FC,MD,B,3.7,601+,5.8,601+,19.9,676,1.0,701+,4.9,701+,7.4,701+,1.2,701+,16.2,633,,,,1201-1400,Range,universidad del salvador,argentina,C001,U0931
1201-1400,1201-1400,Universidad del Zulia,Venezuela,Americas,M,FC,MD,A,10.1,601+,5.8,601+,4.1,701+,2.1,701+,,,,,13.4,701+,5.6,701+,1.0,701+,,1201-1400,Range,universidad del zulia,venezuela,C105,U0934
1201-1400,1001-1200,Universidad Industrial de Santander - UIS,Colombia,Americas,L,FC,MD,A,9.7,601+,14.8,564,4.6,701+,2.1,701+,4.1,701+,1.4,701+,12.4,701+,9.0,701+,1.3,701+,,1201-1400,Range,universidad industrial de santander uis,colombia,C018,U0940
1201-1400,1001-1200,Universidad La Salle (ULSA),Mexico,Americas,M,FC,MD,C,4.5,601+,15.0,559,22.3,630,1.1,701+,2.2,701+,1.6,701+,1.0,701+,4.8,701+,1.0,701+,,1201-1400,Range,universidad la salle ulsa,mexico,C061,U0941
1201-1400,,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,Americas,S,CO,LO,B,7.5,601+,8.8,601+,31.5,503,1.0,701+,8.5,701+,9.1,701+,1.0,701+,5.5,701+,,,,1201-1400,Range,universidad latinoamericana de ciencia y tecnología costa rica ulacit,costa rica,C019,U0942
1201-1400,1201-1400,Universidad Mayor de San Andrés (UMSA),Bolivia,Americas,XL,FC,LO,A,6.3,601+,2.8,601+,1.2,701+,1.6,701+,6.4,701+,1.0,701+,15.1,701+,49.6,257,1.0,701+,,1201-1400,Range,universidad mayor de san andrés umsa,bolivia,C010,U0943
1201-1400,1001-1200,Universidad Metropolitana,Venezuela,Americas,M,CO,LO,B,7.6,601+,15.1,555,4.4,701+,1.1,701+,4.4,701+,1.6,701+,1.1,701+,25.9,456,,,,1201-1400,Range,universidad metropolitana,venezuela,C105,U0944
1201-1400,1201-1400,Universidad Nacional Agraria la Molina,Peru,Americas,M,FO,HI,A,7.0,601+,6.4,601+,12.4,701+,1.6,701+,1.3,701+,1.7,701+,9.4,701+,6.7,701+,1.5,701+,,1201-1400,Range,universidad nacional agraria la molina,peru,C073,U0946
1201-1400,1401+,Universidad Nacional Autónoma de Honduras (UNAH),Honduras,Americas,XL,FC,LO,A,5.1,601+,4.0,601+,3.3,701+,1.0,701+,1.8,701+,,,18.5,701+,61.8,195,1.0,701+,,1201-1400,Range,universidad nacional autónoma de honduras unah,honduras,C037,U0947
1201-1400,951-1000,Universidad Nacional de Ingeniería Peru,Peru,Americas,M,FO,HI,,7.4,601+,27.2,354,9.1,701+,1.5,701+,,,,,5.6,701+,19.1,579,1.0,701+,,1201-1400,Range,universidad nacional de ingeniería peru,peru,C073,U0953
1201-1400,1201-1400,Universidad Nacional de Mar del Plata,Argentina,Americas,L,CO,HI,A,8.6,601+,2.8,601+,4.9,701+,3.5,701+,,,,,28.5,701+,1.2,701+,1.2,701+,,1201-1400,Range,universidad nacional de mar del plata,argentina,C001,U0956
1201-1400,1201-1400,Universidad Nacional de Río Cuarto - UNRC,Argentina,Americas,L,CO,MD,A,4.1,601+,1.6,601+,33.2,477,1.4,701+,,,,,10.7,701+,1.3,701+,1.0,701+,,1201-1400,Range,universidad nacional de río cuarto unrc,argentina,C001,U0959
1201-1400,1201-1400,Universidad Nacional de San Martín (UNSAM),Argentina,Americas,L,CO,HI,A,11.3,601+,2.7,601+,6.2,701+,2.2,701+,1.6,701+,3.7,701+,24.5,701+,1.2,701+,1.1,701+,,1201-1400,Range,universidad nacional de san martín unsam,argentina,C001,U0961
1201-1400,1201-1400,Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,A,12.7,601+,5.7,601+,2.2,701+,2.5,701+,5.0,701+,1.2,701+,24.5,701+,3.7,701+,5.1,701+,,1201-1400,Range,universidad nacional del litoral,argentina,C001,U0965
1201-1400,1401+,Universidad Nacional del Sur,Argentina,Americas,L,FC,HI,A,6.7,601+,2.0,601+,17.8,701+,1.7,701+,,,,,27.2,701+,2.9,701+,1.2,701+,,1201-1400,Range,universidad nacional del sur,argentina,C001,U0966
1201-1400,1001-1200,"Universidad Nacional, Costa Rica",Costa Rica,Americas,L,CO,MD,A,10.2,601+,10.5,601+,12.1,701+,1.5,701+,9.7,701+,2.3,701+,17.2,701+,4.7,701+,1.0,701+,,1201-1400,Range,universidad nacional costa rica,costa rica,C019,U0949
1201-1400,1001-1200,Universidad Peruana de Ciencias Aplicadas,Peru,Americas,XL,FO,HI,B,11.3,601+,22.6,415,3.0,701+,1.1,701+,13.6,693,1.5,701+,8.0,701+,3.9,701+,1.1,701+,,1201-1400,Range,universidad peruana de ciencias aplicadas,peru,C073,U0971
1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,A,9.5,601+,5.1,601+,17.4,701+,2.5,701+,3.5,701+,1.2,701+,35.7,701+,18.2,598,1.3,701+,,1201-1400,Range,universidade do estado do rio de janeiro uerj,brazil,C012,U0997
1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,A,9.0,601+,2.7,601+,8.5,701+,3.1,701+,5.1,701+,1.4,701+,48.8,701+,12.4,701+,2.5,701+,,1201-1400,Range,universidade federal da bahia,brazil,C012,U1000
1201-1400,1201-1400,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Americas,L,CO,VH,A,3.8,601+,2.0,601+,30.3,517,2.8,701+,,,,,35.2,701+,1.3,701+,1.0,701+,,1201-1400,Range,universidade federal de juiz de fora ufjf,brazil,C012,U1003
1201-1400,1201-1400,Universidade Federal de Pelotas,Brazil,Americas,L,CO,VH,A,4.7,601+,1.3,601+,26.0,571,4.7,701+,,,1.3,701+,21.7,701+,1.3,701+,1.3,701+,,1201-1400,Range,universidade federal de pelotas,brazil,C012,U1005
1201-1400,1201-1400,Universidade Federal de Santa Maria,Brazil,Americas,L,FC,HI,A,6.4,601+,1.5,601+,17.5,701+,5.2,701+,2.5,701+,1.4,701+,37.9,701+,6.3,701+,11.5,632=,,1201-1400,Range,universidade federal de santa maria,brazil,C012,U1008
