university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024
Belgorod State National Research University,belgorod state national research university,Russian Federation,russian federation,,16.2,23.4,13.7,10.6,34.1,42.3,15.6,20.0,60.0
Benemérita Universidad Autónoma de Puebla,benemérita universidad autónoma de puebla,Mexico,mexico,,16.2,15.6,9.5,17.1,19.4,37.7,45.2,1.0,52.0
University of Benin,university of benin,Nigeria,nigeria,,16.2,15.5,5.7,35.0,16.4,34.7,25.8,0.0,49.0
Bernardo O’Higgins University,bernardo o’higgins university,Chile,chile,,16.2,13.9,10.3,10.7,20.9,54.0,18.6,6.0,68.0
Bharath Institute of Higher Education and Research,bharath institute of higher education and research,India,india,,16.2,21.1,7.3,30.2,21.2,35.9,14.0,2.0,56.0
Bharati Vidyapeeth University,bharati vidyapeeth university,India,india,,16.2,24.8,9.4,13.5,30.4,18.8,7.3,0.0,50.0
Bialystok University of Technology,bialystok university of technology,Poland,poland,,16.2,23.0,14.9,23.1,20.6,24.3,10.8,3.0,36.0
Bilecik Şeyh Edebali University,bilecik şeyh edebali university,Turkey,turkey,,16.2,14.5,9.5,22.8,17.8,32.0,16.3,13.0,40.0
University of Bío-Bío,university of bío-bío,Chile,chile,,16.2,12.9,12.8,13.9,19.1,46.7,25.5,1.0,43.0
University of Birjand,university of birjand,Iran,iran,,16.2,11.1,9.5,26.7,16.8,26.2,36.9,4.0,53.0
University of Biskra,university of biskra,Algeria,algeria,,16.2,16.3,8.6,19.3,15.9,38.1,21.5,0.0,64.0
Blida 1 University,blida 1 university,Algeria,algeria,,16.2,19.6,8.6,14.9,16.7,36.8,20.4,1.0,64.0
Bolu Abant Izzet Baysal University,bolu abant izzet baysal university,Turkey,turkey,,16.2,15.6,9.3,29.2,17.4,32.4,22.1,9.0,55.0
Bozok University,bozok university,Turkey,turkey,,16.2,16.1,9.4,30.3,16.9,28.9,14.4,5.0,51.0
University of Brawijaya,university of brawijaya,Indonesia,indonesia,,16.2,20.5,9.9,17.2,20.4,25.7,14.4,1.0,56.0
Burapha University,burapha university,Thailand,thailand,,16.2,16.0,9.8,10.3,20.9,27.6,17.4,2.0,66.0
Bursa Technical University,bursa technical university,Turkey,turkey,,16.2,13.7,9.4,30.4,18.5,29.7,18.5,8.0,48.0
Bursa Uludağ University,bursa uludağ university,Turkey,turkey,,16.2,18.8,10.4,20.0,31.0,32.3,24.2,10.0,50.0
University of Caldas,university of caldas,Colombia,colombia,,16.2,10.1,11.0,9.0,53.2,32.2,58.2,0.0,49.0
Çankırı Karatekin University,çankırı karatekin university,Turkey,turkey,,16.2,12.5,9.5,22.7,15.6,41.0,19.9,20.0,53.0
Catholic University of Brasília,catholic university of brasília,Brazil,brazil,,16.2,15.4,10.5,11.7,19.0,35.7,22.6,0.0,53.0
Catholic University of the North,catholic university of the north,Chile,chile,,16.2,14.2,15.2,29.0,18.2,58.0,20.3,3.0,46.0
Universidad Católica del Maule,universidad católica del maule,Chile,chile,,16.2,13.4,13.4,19.3,15.8,57.5,21.1,3.0,58.0
Universidad Católica de la Santísima Concepción,universidad católica de la santísima concepción,Chile,chile,,16.2,13.2,14.9,22.9,16.9,48.9,22.9,0.0,56.0
University of Caxias do Sul,university of caxias do sul,Brazil,brazil,,16.2,15.9,9.4,11.8,22.3,21.6,30.4,0.0,53.0
Ceará State University,ceará state university,Brazil,brazil,,16.2,21.1,11.4,8.9,17.9,20.2,14.7,0.0,54.0
Manisa Celal Bayar University,manisa celal bayar university,Turkey,turkey,,16.2,14.9,5.2,21.6,16.7,22.0,17.9,3.0,48.0
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),centro federal de educação tecnológica celso suckow da fonseca (cefet-rj),Brazil,brazil,,16.2,12.4,9.7,18.2,16.7,30.6,21.0,0.0,38.0
CES University,ces university,Colombia,colombia,,16.2,19.2,9.1,5.8,16.4,37.1,13.6,3.0,69.0
Chaoyang University of Technology,chaoyang university of technology,Taiwan,taiwan,,16.2,14.1,18.2,28.2,47.0,38.9,37.5,5.0,55.0
College of Charleston,college of charleston,United States,united states,,16.2,17.4,7.9,30.4,23.2,29.8,16.3,1.0,68.0
Chelyabinsk State University,chelyabinsk state university,Russian Federation,russian federation,,16.2,12.3,10.7,10.7,17.0,25.9,24.3,2.0,62.0
Chiba Institute of Technology,chiba institute of technology,Japan,japan,,16.2,14.8,8.8,13.0,26.1,20.9,24.4,2.0,15.0
Chinese Culture University,chinese culture university,Taiwan,taiwan,,16.2,13.9,10.0,16.8,26.1,29.8,23.5,6.0,50.0
Université Chouaïb Doukkali,université chouaïb doukkali,Morocco,morocco,,16.2,13.4,10.8,28.8,18.9,26.7,34.5,2.0,58.0
Chubu University,chubu university,Japan,japan,,16.2,17.1,11.9,15.9,33.4,34.1,17.1,2.0,27.0
Chuo University,chuo university,Japan,japan,,16.2,18.7,12.7,15.5,27.2,30.4,35.6,4.0,38.0
University of Colima,university of colima,Mexico,mexico,,16.2,21.6,8.0,12.4,20.0,31.6,9.3,0.0,55.0
Comillas Pontifical University,comillas pontifical university,Spain,spain,,16.2,18.3,15.7,26.3,31.4,44.2,21.0,7.0,55.0
Communication University of China,communication university of china,China,china,,16.2,27.5,17.3,15.5,37.6,23.4,15.3,3.0,70.0
Cracow University of Technology,cracow university of technology,Poland,poland,,16.2,21.2,10.7,30.4,28.2,27.3,12.2,5.0,36.0
University of Craiova,university of craiova,Romania,romania,,16.2,18.3,11.5,25.2,18.4,24.0,20.9,4.0,50.0
Damghan University,damghan university,Iran,iran,,16.2,17.7,11.4,27.0,17.9,27.9,15.9,0.0,69.0
University of Dar es Salaam,university of dar es salaam,Tanzania,tanzania,,16.2,14.4,10.3,28.2,21.7,49.5,21.1,0.0,47.0
De La Salle University,de la salle university,Philippines,philippines,,16.2,19.6,12.8,31.3,17.4,29.3,14.5,3.0,50.0
University for Development Studies,university for development studies,Ghana,ghana,,16.2,11.1,9.9,31.1,18.9,51.5,27.4,0.0,43.0
Dicle University,dicle university,Turkey,turkey,,16.2,30.3,16.9,12.7,53.0,21.9,17.5,4.0,45.0
Diponegoro University,diponegoro university,Indonesia,indonesia,,16.2,27.1,15.4,19.1,42.9,35.1,18.0,2.0,56.0
Dokkyo Medical University,dokkyo medical university,Japan,japan,,16.2,26.7,10.3,22.0,37.9,19.1,1.2,1.0,53.0
Doshisha University,doshisha university,Japan,japan,,16.2,17.9,10.9,11.1,30.7,35.5,18.6,4.0,42.0
Dumlupinar University,dumlupinar university,Turkey,turkey,,16.2,10.9,7.8,23.3,19.8,38.5,44.4,19.0,40.0
Dunarea de Jos University of Galati,dunarea de jos university of galati,Romania,romania,,16.2,19.8,9.2,17.5,16.4,46.1,16.0,22.0,58.0
EAFIT University,eafit university,Colombia,colombia,,16.2,17.0,11.0,16.5,16.5,44.7,18.8,1.0,44.0
El Bosque University,el bosque university,Colombia,colombia,,16.2,23.7,9.3,20.0,16.9,46.6,6.8,2.0,62.0
Erzincan Binali Yıldırım University,erzincan binali yıldırım university,Turkey,turkey,,16.2,12.0,8.7,37.6,16.6,23.7,21.9,4.0,49.0
Escuela Politécnica Nacional,escuela politécnica nacional,Ecuador,ecuador,,16.2,18.2,9.4,29.0,18.6,52.1,13.2,1.0,28.0
Eskişehir Osmangazi University,eskişehir osmangazi university,Turkey,turkey,,16.2,21.5,16.6,20.5,19.2,27.0,17.5,7.0,45.0
Universidade do Estado de Santa Catarina,universidade do estado de santa catarina,Brazil,brazil,,16.2,26.5,11.0,15.7,17.0,21.2,11.5,1.0,54.0
Universidade Estadual do Norte Fluminense Darcy Ribeiro,universidade estadual do norte fluminense darcy ribeiro,Brazil,brazil,,16.2,21.1,10.9,21.6,22.3,34.5,22.8,0.0,61.0
Universidade Estadual de Maringá,universidade estadual de maringá,Brazil,brazil,,16.2,28.9,13.8,20.2,21.2,22.0,12.2,0.0,53.0
Universidade Estadual do Oeste do Paraná (Unioeste),universidade estadual do oeste do paraná (unioeste),Brazil,brazil,,16.2,27.6,9.8,7.4,17.2,20.4,9.9,0.0,60.0
"Federal University of Agriculture, Abeokuta","federal university of agriculture, abeokuta",Nigeria,nigeria,,16.2,15.6,8.0,24.5,17.0,31.4,26.5,0.0,52.0
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),universidade federal de ciências da saúde de porto alegre (ufcspa),Brazil,brazil,,16.2,21.2,12.8,25.1,21.2,26.1,11.6,1.0,70.0
Federal University of Itajubá,federal university of itajubá,Brazil,brazil,,16.2,17.7,9.6,21.3,20.5,28.0,17.3,1.0,30.0
Universidade Federal de Juiz de Fora,universidade federal de juiz de fora,Brazil,brazil,,16.2,18.5,12.1,27.5,18.6,29.8,16.6,0.0,50.0
Universidade Federal do Maranhão (UFMA),universidade federal do maranhão (ufma),Brazil,brazil,,16.2,15.2,10.3,14.5,18.7,23.2,19.2,0.0,51.0
Federal University of Mato Grosso do Sul,federal university of mato grosso do sul,Brazil,brazil,,16.2,21.4,11.7,22.3,33.0,28.9,15.0,1.0,55.0
Universidade Federal de Ouro Preto (UFOP),universidade federal de ouro preto (ufop),Brazil,brazil,,16.2,22.1,12.0,20.7,25.5,24.7,16.3,1.0,49.0
Federal University of Pará,federal university of pará,Brazil,brazil,,16.2,22.6,11.7,21.3,21.7,26.8,17.7,0.0,52.0
Federal Rural University of Pernambuco,federal rural university of pernambuco,Brazil,brazil,,16.2,25.0,11.0,19.1,20.0,23.4,12.3,0.0,49.0
Universidade Federal Rural do Semi-Arido,universidade federal rural do semi-arido,Brazil,brazil,,16.2,19.1,9.0,5.7,16.6,18.3,12.4,0.0,49.0
Universidade Federal de Sergipe,universidade federal de sergipe,Brazil,brazil,,16.2,17.0,10.4,36.4,18.1,28.1,16.0,0.0,52.0
Fluminense Federal University,fluminense federal university,Brazil,brazil,,16.2,21.0,13.1,27.8,22.5,30.8,20.8,1.0,47.0
University of Fortaleza (UNIFOR),university of fortaleza (unifor),Brazil,brazil,,16.2,14.3,9.4,33.6,16.9,37.8,20.3,0.0,51.0
Université Frères Mentouri Constantine 1,université frères mentouri constantine 1,Algeria,algeria,,16.2,20.2,8.1,13.5,18.2,38.3,16.2,1.0,65.0
Universidad de las Fuerzas Armadas – ESPE,universidad de las fuerzas armadas – espe,Ecuador,ecuador,,16.2,15.9,8.6,11.6,16.3,40.6,14.5,1.0,39.0
University of Fukui,university of fukui,Japan,japan,,16.2,26.0,12.4,16.4,37.9,26.5,7.6,2.0,27.0
Fukuoka University,fukuoka university,Japan,japan,,16.2,23.5,9.7,17.9,37.1,24.4,8.7,1.0,40.0
Université de Gabès,université de gabès,Tunisia,tunisia,,16.2,20.8,9.4,28.9,16.7,42.8,12.4,1.0,74.0
Gaziantep University,gaziantep university,Turkey,turkey,,16.2,15.6,10.8,33.0,20.1,39.5,38.1,12.0,47.0
Georgian Technical University,georgian technical university,Georgia,georgia,,16.2,32.4,9.3,22.2,16.1,40.8,15.0,2.0,1.0
German University in Cairo,german university in cairo,Egypt,egypt,,16.2,18.6,8.7,34.0,16.8,48.6,12.8,2.0,43.0
Gheorghe Asachi Technical University of Iaşi,gheorghe asachi technical university of iaşi,Romania,romania,,16.2,15.9,9.6,23.2,26.2,32.1,20.8,9.0,29.0
GITAM University,gitam university,India,india,,16.2,19.6,9.3,20.8,19.0,25.2,13.9,1.0,37.0
Goa University,goa university,India,india,,16.2,32.1,12.4,23.0,18.6,24.1,11.8,3.0,65.0
Grigore T. Popa University of Medicine and Pharmacy,grigore t. popa university of medicine and pharmacy,Romania,romania,,16.2,22.5,10.1,18.9,22.5,42.1,10.8,26.0,68.0
University of Guadalajara,university of guadalajara,Mexico,mexico,,16.2,16.3,8.8,13.7,18.0,31.2,19.3,0.0,55.0
University of Guanajuato,university of guanajuato,Mexico,mexico,,16.2,16.2,9.3,13.4,20.5,36.4,21.4,2.0,55.0
Gubkin Russian State University of Oil and Gas,gubkin russian state university of oil and gas,Russian Federation,russian federation,,16.2,23.4,10.5,12.5,38.2,26.8,12.2,7.0,33.0
Hanoi University of Science and Technology,hanoi university of science and technology,Vietnam,vietnam,,16.2,15.7,15.7,27.4,43.4,39.7,34.1,0.0,20.0
Hasanuddin University,hasanuddin university,Indonesia,indonesia,,16.2,18.8,11.2,25.8,27.5,19.8,16.6,0.0,51.0
Université Hassan 1er,université hassan 1er,Morocco,morocco,,16.2,24.9,10.3,19.2,16.6,23.6,88.2,2.0,48.0
Hassiba Benbouali University of Chlef,hassiba benbouali university of chlef,Algeria,algeria,,16.2,15.5,12.3,20.7,32.7,41.9,22.0,1.0,72.0
University of Havana,university of havana,Cuba,cuba,,16.2,28.1,11.8,10.8,33.9,53.0,9.0,5.0,64.0
Hellenic Open University,hellenic open university,Greece,greece,,16.2,22.4,8.5,34.2,15.8,26.2,6.8,1.0,60.0
Herzen State Pedagogical University of Russia,herzen state pedagogical university of russia,Russian Federation,russian federation,,16.2,20.2,11.5,9.8,17.6,39.2,15.4,18.0,75.0
Hindustan Institute of Technology and Science,hindustan institute of technology and science,India,india,,16.2,21.9,9.3,33.6,16.3,23.4,11.3,1.0,47.0
Hitit University,hitit university,Turkey,turkey,,16.2,15.2,9.8,15.1,16.5,22.8,22.6,4.0,48.0
Hosei University,hosei university,Japan,japan,,16.2,15.2,11.0,34.0,23.9,38.3,37.7,5.0,38.0
Hue University,hue university,Vietnam,vietnam,,16.2,13.3,8.7,16.4,16.2,49.2,23.0,1.0,56.0
University of Hyogo,university of hyogo,Japan,japan,,16.2,22.5,13.2,11.8,56.5,24.6,12.4,3.0,41.0
Ibaraki University,ibaraki university,Japan,japan,,16.2,18.9,12.5,12.2,36.9,27.4,14.8,3.0,34.0
Universidad Industrial de Santander (UIS),universidad industrial de santander (uis),Colombia,colombia,,16.2,14.4,12.2,11.6,31.5,38.0,23.4,1.0,45.0
Industrial University of Tyumen,industrial university of tyumen,Russian Federation,russian federation,,16.2,19.5,8.4,14.0,18.3,23.1,11.4,6.0,35.0
Inönü University,inönü university,Turkey,turkey,,16.2,17.8,9.4,21.5,18.0,21.1,22.2,3.0,51.0
Instituto Politécnico Nacional (IPN),instituto politécnico nacional (ipn),Mexico,mexico,,16.2,20.7,9.9,14.5,26.7,25.5,13.0,0.0,42.0
International Hellenic University,international hellenic university,Greece,greece,,16.2,9.6,9.4,36.5,20.1,30.7,38.0,2.0,44.0
Irkutsk National Research Technical University,irkutsk national research technical university,Russian Federation,russian federation,,16.2,21.7,9.6,23.4,24.2,33.8,10.6,13.0,38.0
Irkutsk State University,irkutsk state university,Russian Federation,russian federation,,16.2,18.6,11.5,9.1,18.9,28.1,14.2,4.0,68.0
Islamic University of Indonesia,islamic university of indonesia,Indonesia,indonesia,,16.2,15.8,9.7,12.5,17.3,35.5,26.5,4.0,48.0
Istanbul Aydın University,istanbul aydın university,Turkey,turkey,,16.2,17.0,9.2,32.3,15.8,56.9,26.3,13.0,51.0
Istanbul Medipol University,istanbul medipol university,Turkey,turkey,,16.2,14.6,10.6,33.3,20.6,44.0,20.0,16.0,65.0
Ivane Javakhishvili Tbilisi State University,ivane javakhishvili tbilisi state university,Georgia,georgia,,16.2,15.9,11.3,22.2,18.0,46.7,30.6,3.0,61.0
Ivanovo State University of Chemistry and Technology,ivanovo state university of chemistry and technology,Russian Federation,russian federation,,16.2,16.4,9.7,7.0,21.3,25.0,16.8,6.0,44.0
Iwate University,iwate university,Japan,japan,,16.2,22.3,11.2,12.6,38.5,28.2,13.6,3.0,37.0
Izmir University of Economics,izmir university of economics,Turkey,turkey,,16.2,16.7,11.2,36.7,26.2,32.5,14.7,2.0,54.0
Jan Evangelista Purkyně University,jan evangelista purkyně university,Czech Republic,czech republic,,16.2,16.1,13.6,15.3,18.0,38.2,17.7,3.0,66.0
Jan Kochanowski University in Kielce,jan kochanowski university in kielce,Poland,poland,,16.2,21.3,12.3,11.9,18.4,27.9,11.2,3.0,72.0
Jean Moulin University – Lyon 3,jean moulin university – lyon 3,France,france,,16.2,14.3,13.6,13.6,27.5,60.8,39.0,18.0,66.0
Jember University,jember university,Indonesia,indonesia,,16.2,11.1,9.1,23.0,18.1,21.3,30.2,0.0,66.0
Jianghan University,jianghan university,China,china,,16.2,16.7,9.2,27.6,33.6,22.0,15.1,1.0,56.0
University of Jijel,university of jijel,Algeria,algeria,,16.2,12.8,8.8,12.7,16.0,37.5,22.4,0.0,72.0
Kanagawa University,kanagawa university,Japan,japan,,16.2,17.6,8.3,11.4,24.4,38.7,14.5,4.0,30.0
Kanazawa Medical University,kanazawa medical university,Japan,japan,,16.2,26.6,10.2,17.3,29.7,21.2,2.1,1.0,55.0
Kansai University,kansai university,Japan,japan,,16.2,20.2,8.3,7.3,25.5,33.4,12.3,4.0,41.0
University of Karachi,university of karachi,Pakistan,pakistan,,16.2,14.1,10.6,19.5,24.5,44.4,39.3,0.0,60.0
Karadeniz Technical University,karadeniz technical university,Turkey,turkey,,16.2,19.3,10.1,27.8,22.4,22.7,14.0,5.0,44.0
Université Kasdi Merbah Ouargla,université kasdi merbah ouargla,Algeria,algeria,,16.2,20.0,8.6,16.0,17.3,29.4,26.4,0.0,57.0
Kasetsart University,kasetsart university,Thailand,thailand,,16.2,18.1,12.6,23.5,25.7,33.8,18.7,1.0,62.0
Kastamonu University,kastamonu university,Turkey,turkey,,16.2,11.6,11.6,35.8,15.9,35.5,36.8,12.0,43.0
Kazan National Research Technical University,kazan national research technical university,Russian Federation,russian federation,,16.2,18.8,10.8,24.9,42.6,31.7,16.7,12.0,26.0
Kazan National Research Technological University,kazan national research technological university,Russian Federation,russian federation,,16.2,21.9,8.8,12.4,36.1,35.4,11.6,16.0,40.0
Kazan State Medical University,kazan state medical university,Russian Federation,russian federation,,16.2,40.5,10.3,7.3,17.1,45.2,10.7,31.0,63.0
University of Kelaniya,university of kelaniya,Sri Lanka,sri lanka,,16.2,16.8,8.1,12.0,17.2,36.2,15.6,3.0,66.0
Kemerovo State University,kemerovo state university,Russian Federation,russian federation,,16.2,14.9,10.1,8.6,18.2,24.3,18.5,7.0,63.0
University of Kerbala,university of kerbala,Iraq,iraq,,16.2,18.3,7.7,10.7,15.8,22.6,15.8,0.0,54.0
King Mongkut’s Institute of Technology Ladkrabang,king mongkut’s institute of technology ladkrabang,Thailand,thailand,,16.2,16.5,22.9,19.2,55.0,30.7,23.0,1.0,52.0
Kirikkale University,kirikkale university,Turkey,turkey,,16.2,14.3,18.8,17.2,20.3,18.8,47.7,1.0,49.0
Kırşehir Ahi Evran University,kırşehir ahi evran university,Turkey,turkey,,16.2,11.8,9.8,18.4,16.5,37.3,24.6,17.0,50.0
Kocaeli University,kocaeli university,Turkey,turkey,,16.2,14.3,9.7,22.1,23.7,25.8,47.2,2.0,41.0
Kochi University,kochi university,Japan,japan,,16.2,24.7,12.3,21.8,41.5,26.8,8.3,1.0,44.0
Kochi University of Technology,kochi university of technology,Japan,japan,,16.2,17.6,15.6,15.9,68.4,39.1,20.3,2.0,25.0
Kogakuin University,kogakuin university,Japan,japan,,16.2,16.8,11.3,26.3,32.7,25.0,18.3,2.0,18.0
Kookmin University,kookmin university,South Korea,south korea,,16.2,24.5,14.3,20.1,37.0,36.1,11.6,11.0,50.0
Universiti Kuala Lumpur,universiti kuala lumpur,Malaysia,malaysia,,16.2,23.6,9.0,24.3,25.5,43.7,11.9,5.0,43.0
University of Kufa,university of kufa,Iraq,iraq,,16.2,20.0,8.7,18.0,16.7,29.5,12.3,0.0,65.0
Kwansei Gakuin University,kwansei gakuin university,Japan,japan,,16.2,15.7,9.5,15.4,20.7,40.9,24.7,4.0,49.0
Kyoto Sangyo University,kyoto sangyo university,Japan,japan,,16.2,14.3,9.1,14.9,22.4,44.8,21.9,2.0,34.0
Ladoke Akintola University of Technology,ladoke akintola university of technology,Nigeria,nigeria,,16.2,16.2,11.1,28.0,32.0,32.5,53.1,0.0,49.0
University of Laghouat,university of laghouat,Algeria,algeria,,16.2,14.0,8.6,17.2,15.9,39.7,29.8,0.0,46.0
Lagos State University,lagos state university,Nigeria,nigeria,,16.2,12.9,9.3,25.3,16.0,41.9,35.6,0.0,45.0
Lahore College for Women University (LCWU),lahore college for women university (lcwu),Pakistan,pakistan,,16.2,16.5,9.6,37.6,16.1,40.6,21.3,0.0,100.0
University of Lampung,university of lampung,Indonesia,indonesia,,16.2,17.1,8.1,26.3,16.8,18.4,13.1,0.0,60.0
Latvia University of Life Sciences and Technologies,latvia university of life sciences and technologies,Latvia,latvia,,16.2,16.3,17.3,15.8,30.5,24.1,21.3,4.0,50.0
University of Life Sciences in Lublin,university of life sciences in lublin,Poland,poland,,16.2,20.2,11.7,30.3,19.1,20.7,11.6,2.0,65.0
L.N. Gumilyov Eurasian National University,l.n. gumilyov eurasian national university,Kazakhstan,kazakhstan,,16.2,21.9,11.6,21.1,15.7,54.2,13.5,4.0,60.0
Lobachevsky State University of Nizhni Novgorod,lobachevsky state university of nizhni novgorod,Russian Federation,russian federation,,16.2,31.8,13.4,14.7,32.7,38.5,10.6,12.0,51.0
University of Lodz,university of lodz,Poland,poland,,16.2,20.6,15.6,28.8,19.2,35.5,14.0,9.0,62.0
Londrina State University,londrina state university,Brazil,brazil,,16.2,30.3,16.1,19.6,34.8,23.9,10.9,1.0,59.0
University of Los Lagos,university of los lagos,Chile,chile,,16.2,15.9,14.1,25.8,16.0,49.5,17.4,0.0,60.0
Lucian Blaga University of Sibiu,lucian blaga university of sibiu,Romania,romania,,16.2,18.5,14.0,29.7,16.8,28.4,16.5,3.0,59.0
