university_id,year,citations_per_faculty_score,international_research_network_score,research_score,citation_score,research_impact,source,research_productivity_index
U3450,2023,,74.5,16.0,79.1,79.1,WUR 2023,42.450306576711256
U3455,2023,,30.5,15.5,87.5,87.5,WUR 2023,34.439399420922
U0010,2023,,46.4,12.0,88.0,88.0,WUR 2023,36.40957103675834
U0282,2023,,65.0,31.2,44.4,44.4,WUR 2023,37.97074829720887
U0024,2023,,46.6,12.4,79.5,79.5,WUR 2023,34.1024202163189
U0035,2023,,18.2,10.0,65.5,65.5,WUR 2023,21.932926887523514
U0044,2023,,44.4,37.5,41.7,41.7,WUR 2023,35.75391632569472
U0104,2023,,41.6,22.2,64.5,64.5,WUR 2023,33.70668132598378
U0106,2023,,37.3,16.8,55.7,55.7,WUR 2023,27.115474335892678
U0116,2023,,93.5,21.3,45.6,45.6,WUR 2023,39.629583115445534
U0118,2023,,31.7,31.9,54.9,54.9,WUR 2023,33.744975957761824
U2647,2023,,52.4,9.5,81.0,81.0,WUR 2023,34.34022518847227
U2651,2023,,30.6,27.6,48.5,48.5,WUR 2023,29.22312196093469
U0183,2023,,49.3,23.4,45.9,45.9,WUR 2023,30.530800917725458
U0199,2023,,22.7,13.0,83.8,83.8,WUR 2023,30.14373837818311
U2655,2023,,21.6,7.8,85.0,85.0,WUR 2023,27.432730849744463
U0212,2023,,49.5,20.9,62.3,62.3,WUR 2023,34.1829277857493
U0213,2023,,43.7,9.1,79.7,79.7,WUR 2023,31.69768502308114
U0220,2023,,20.1,16.9,66.0,66.0,WUR 2023,26.265873282878083
U2662,2023,,33.6,22.8,72.5,72.5,WUR 2023,34.581904371779245
U0229,2023,,50.3,34.0,42.0,42.0,WUR 2023,35.327155472432466
U0237,2023,,29.3,18.3,52.4,52.4,WUR 2023,25.06089930039643
U0249,2023,,83.9,16.4,56.1,56.1,WUR 2023,37.9076078213909
U0257,2023,,37.0,31.1,43.4,43.4,WUR 2023,31.07210168667206
U0258,2023,,45.1,8.6,77.0,77.0,WUR 2023,30.937399664096212
U2485,2023,,55.4,18.3,69.7,69.7,WUR 2023,36.3908849802276
U0319,2023,,60.8,32.3,34.3,34.3,WUR 2023,34.530887392372136
U2719,2023,,49.3,15.8,61.4,61.4,WUR 2023,31.101291166912887
U2723,2023,,92.0,27.5,45.3,45.3,WUR 2023,42.54700323704243
U0331,2023,,22.8,18.3,65.8,65.8,WUR 2023,27.59462706645009
U0335,2023,,72.2,30.5,50.4,50.4,WUR 2023,41.08830915037312
U2732,2023,,34.4,29.5,60.1,60.1,WUR 2023,34.64828938205658
U0358,2023,,61.7,19.6,66.5,66.5,WUR 2023,37.59933101367884
U0405,2023,,24.8,33.2,52.8,52.8,WUR 2023,32.20197113200294
U0412,2023,,56.1,38.3,29.2,29.2,WUR 2023,35.14068869747788
U0427,2023,,58.4,20.7,64.9,64.9,WUR 2023,36.94031499880291
U2744,2023,,59.5,35.2,40.4,40.4,WUR 2023,37.64287138615184
U2747,2023,,37.0,9.6,74.5,74.5,WUR 2023,28.830539721830903
U0473,2023,,46.8,14.7,78.2,78.2,WUR 2023,35.00194118842131
U0474,2023,,85.6,27.4,46.4,46.4,WUR 2023,41.330166243629535
U2758,2023,,47.5,21.2,56.0,56.0,WUR 2023,31.9729096734345
U2756,2023,,48.1,9.0,71.2,71.2,WUR 2023,30.100986709197926
U0481,2023,,46.0,24.8,59.4,59.4,WUR 2023,34.60083070370928
U0495,2023,,78.6,16.7,53.9,53.9,WUR 2023,36.16648102653163
U0503,2023,,31.9,29.6,46.1,46.1,WUR 2023,29.88447744571368
U0515,2023,,17.3,17.0,80.1,80.1,WUR 2023,29.929951759559003
U0520,2023,,89.6,14.8,59.3,59.3,WUR 2023,39.34038656290144
U2772,2023,,70.2,12.0,66.5,66.5,WUR 2023,35.46830257127748
U2773,2023,,50.6,10.1,73.8,73.8,WUR 2023,32.06727217156047
U2775,2023,,43.1,8.6,85.9,85.9,WUR 2023,33.161642202534566
U0542,2023,,35.8,8.2,74.0,74.0,WUR 2023,27.640559679591426
U2784,2023,,50.5,29.1,58.3,58.3,WUR 2023,37.648932062610584
U2326,2023,,48.7,8.4,89.4,89.4,WUR 2023,35.42017879755983
U2795,2023,,42.7,12.5,88.9,88.9,WUR 2023,36.088118379463495
U0584,2023,,49.5,23.3,48.7,48.7,WUR 2023,31.370132902304718
U0601,2023,,52.1,18.2,49.6,49.6,WUR 2023,29.48705672965461
U0613,2023,,42.4,10.4,79.7,79.7,WUR 2023,32.098172057436805
U2362,2023,,28.7,21.9,50.8,50.8,WUR 2023,26.387003930309437
U2351,2023,,30.5,21.4,55.4,55.4,WUR 2023,27.92783780557233
U0644,2023,,81.2,15.8,70.5,70.5,WUR 2023,41.306578323982535
U0687,2023,,38.4,18.9,72.9,72.9,WUR 2023,33.71169138447951
U2819,2023,,37.6,25.8,52.8,52.8,WUR 2023,31.18395794866133
U0715,2023,,69.0,13.8,65.4,65.4,WUR 2023,35.8303487059506
U2826,2023,,50.2,28.8,50.5,50.5,WUR 2023,35.05745409412949
U0732,2023,,25.5,9.0,83.1,83.1,WUR 2023,28.419403200002872
U2827,2023,,81.7,19.3,59.3,59.3,WUR 2023,39.93229531230658
U0733,2023,,83.6,20.3,42.5,42.5,WUR 2023,35.837287193978554
U0741,2023,,28.9,14.3,76.9,76.9,WUR 2023,30.209868312749812
U0740,2023,,24.2,8.3,87.6,87.6,WUR 2023,29.09735371249785
U0755,2023,,25.7,26.1,51.9,51.9,WUR 2023,28.293920240326027
U2838,2023,,36.1,29.1,66.4,66.4,WUR 2023,36.73404285549572
U0764,2023,,56.9,23.9,42.5,42.5,WUR 2023,31.549131950512006
U0779,2023,,44.3,10.1,82.0,82.0,WUR 2023,33.07514826441546
U2848,2023,,86.1,13.2,58.1,58.1,WUR 2023,37.29298743284129
U2853,2023,,43.2,28.0,48.8,48.8,WUR 2023,32.47445772475814
U2856,2023,,82.8,23.7,49.8,49.8,WUR 2023,39.69985274812997
U0832,2023,,37.3,9.1,86.0,86.0,WUR 2023,32.107599855761265
U0838,2023,,20.8,10.7,85.1,85.1,WUR 2023,28.847021144398447
U0844,2023,,72.9,9.9,64.0,64.0,WUR 2023,34.20550050610941
U0875,2023,,24.9,23.7,61.8,61.8,WUR 2023,29.800847623016917
U0885,2023,,33.8,17.5,69.6,69.6,WUR 2023,30.880544625327154
U0916,2023,,52.2,10.8,80.7,80.7,WUR 2023,34.906995762170716
U0931,2023,,27.1,14.9,56.1,56.1,WUR 2023,23.824012070031564
U0959,2023,,42.6,35.5,29.1,29.1,WUR 2023,30.43944808842853
U0977,2023,,40.9,25.3,56.7,56.7,WUR 2023,32.863565565256756
U0981,2023,,31.3,12.6,73.3,73.3,WUR 2023,28.7609962230422
U0990,2023,,19.5,23.5,38.3,38.3,WUR 2023,21.3239681794531
U1001,2023,,44.4,12.5,66.5,66.5,WUR 2023,29.711121092758635
U1006,2023,,52.9,20.2,57.1,57.1,WUR 2023,33.02554139743029
U2880,2023,,74.9,33.4,35.8,35.8,WUR 2023,38.874791938243874
U1010,2023,,65.5,18.3,58.9,58.9,WUR 2023,35.48456903208169
U2881,2023,,59.9,12.4,60.9,60.9,WUR 2023,31.584896851832916
U1021,2023,,75.0,17.7,47.7,47.7,WUR 2023,33.992071340521974
U2885,2023,,54.9,26.7,32.2,32.2,WUR 2023,29.483715942135966
U1033,2023,,23.3,9.3,82.3,82.3,WUR 2023,27.82596256733835
U1040,2023,,18.2,8.5,82.6,82.6,WUR 2023,26.291730141289282
U2888,2023,,22.8,19.2,76.3,76.3,WUR 2023,31.25757092064224
U2535,2023,,65.7,23.9,47.1,47.1,WUR 2023,34.99633574912521
U1100,2023,,28.0,13.6,67.5,67.5,WUR 2023,26.777647736911952
U1116,2023,,62.9,13.9,50.1,50.1,WUR 2023,29.832270112990273
U1145,2023,,42.1,37.8,30.5,30.5,WUR 2023,31.991949916726302
U1150,2023,,37.7,12.1,86.3,86.3,WUR 2023,33.91691903409044
U2900,2023,,30.9,14.4,74.2,74.2,WUR 2023,29.914796955243204
U1191,2023,,47.2,15.7,64.5,64.5,WUR 2023,31.493965780373664
U1208,2023,,65.2,21.4,52.3,52.3,WUR 2023,35.09781444108635
U2925,2023,,83.0,30.3,50.8,50.8,WUR 2023,43.62429901642643
U1239,2023,,87.7,12.1,63.5,63.5,WUR 2023,38.70400073442207
U2932,2023,,64.7,17.8,54.6,54.6,WUR 2023,33.72639401376604
U1243,2023,,39.9,21.4,47.0,47.0,WUR 2023,27.58377690717016
U1251,2023,,25.3,10.7,53.7,53.7,WUR 2023,20.402455271621847
U1258,2023,,26.6,8.2,76.8,76.8,WUR 2023,26.33780116285944
U1263,2023,,72.6,8.5,71.4,71.4,WUR 2023,35.614913740927506
U2941,2023,,44.8,11.4,79.3,79.3,WUR 2023,33.07966378837016
U1270,2023,,73.8,17.4,69.1,69.1,WUR 2023,40.020958159499415
U1276,2023,,48.9,11.5,80.6,80.6,WUR 2023,34.48492405582587
U1278,2023,,33.9,22.3,73.1,73.1,WUR 2023,34.56259353796767
U2953,2023,,37.7,22.2,58.4,58.4,WUR 2023,30.95070830819662
U1288,2023,,26.2,13.5,60.9,60.9,WUR 2023,24.30694806638117
U1291,2023,,92.9,25.8,39.7,39.7,WUR 2023,40.142825147937785
U1302,2023,,30.4,9.7,80.1,80.1,WUR 2023,29.036203215093064
U1313,2023,,81.2,22.7,47.6,47.6,WUR 2023,38.11898658246644
U1335,2023,,46.2,8.5,74.9,74.9,WUR 2023,30.505157183797575
U1343,2023,,44.7,25.3,52.1,52.1,WUR 2023,32.360287000288416
U2988,2023,,27.5,11.1,75.1,75.1,WUR 2023,27.60493288048599
U3001,2023,,47.3,8.8,86.9,86.9,WUR 2023,34.55371233045172
U3002,2023,,64.2,8.0,90.3,90.3,WUR 2023,39.0971668202905
U1393,2023,,24.9,24.1,59.5,59.5,WUR 2023,29.32196783061487
U1403,2023,,51.9,24.4,62.0,62.0,WUR 2023,36.54894097546014
U1418,2023,,38.7,39.9,25.2,25.2,WUR 2023,30.73232961228329
U1452,2023,,53.7,35.9,41.6,41.6,WUR 2023,37.029832691564614
U1431,2023,,17.7,16.0,61.3,61.3,WUR 2023,23.796214023199045
U1488,2023,,34.3,27.1,57.1,57.1,WUR 2023,32.41755848919728
U1491,2023,,95.7,17.4,57.6,57.6,WUR 2023,41.65995800876081
U3010,2023,,31.0,24.6,50.7,50.7,WUR 2023,28.356767057552755
U3012,2023,,74.8,21.3,52.4,52.4,WUR 2023,37.31687584984408
U1496,2023,,85.2,20.6,60.6,60.6,WUR 2023,41.84742283505537
U3026,2023,,31.6,19.3,71.7,71.7,WUR 2023,31.97668783567106
U1533,2023,,34.8,9.3,87.8,87.8,WUR 2023,32.17618490680172
U1540,2023,,50.8,18.5,67.3,67.3,WUR 2023,34.698654535337994
U1542,2023,,72.3,13.3,61.8,61.8,WUR 2023,35.2418111612557
U1549,2023,,64.2,31.1,42.4,42.4,WUR 2023,37.12482251874924
U3037,2023,,20.3,10.8,78.6,78.6,WUR 2023,26.818644088972043
U1573,2023,,45.7,20.5,53.8,53.8,WUR 2023,30.507828078603577
U1580,2023,,60.9,24.3,53.0,53.0,WUR 2023,35.87579933929777
U1582,2023,,57.3,16.9,60.5,60.5,WUR 2023,33.29415561631191
U1603,2023,,83.6,22.7,52.8,52.8,WUR 2023,40.252314891179125
U3054,2023,,37.1,22.1,65.1,65.1,WUR 2023,32.78255988879638
U2418,2023,,47.2,12.0,80.9,80.9,WUR 2023,34.449309505253964
U3065,2023,,46.0,19.3,73.5,73.5,WUR 2023,35.88552865568915
U1655,2023,,35.0,23.1,73.3,73.3,WUR 2023,35.313456202183765
U1659,2023,,48.7,26.7,58.4,58.4,WUR 2023,35.958504908069045
U1697,2023,,73.6,9.9,80.4,80.4,WUR 2023,39.328729327333406
U2548,2023,,79.4,28.2,28.8,28.8,WUR 2023,34.99235691508108
U1716,2023,,22.1,14.7,75.9,75.9,WUR 2023,28.535348634909106
U2527,2023,,72.0,29.1,35.6,35.6,WUR 2023,35.80737719375318
U3089,2023,,68.3,18.0,64.4,64.4,WUR 2023,37.63956754837599
U1743,2023,,72.6,26.1,51.0,51.0,WUR 2023,38.979686746204834
U1751,2023,,73.1,11.2,75.5,75.5,WUR 2023,38.434277410829864
U1754,2023,,44.5,9.0,82.8,82.8,WUR 2023,32.76792972999986
U1765,2023,,55.2,22.3,61.5,61.5,WUR 2023,36.03116453585734
U2551,2023,,60.6,25.3,43.2,43.2,WUR 2023,33.38370801325193
U1822,2023,,33.5,11.1,69.4,69.4,WUR 2023,27.283011716783857
U3110,2023,,28.6,18.5,70.8,70.8,WUR 2023,30.570206389423014
U3113,2023,,45.6,19.8,55.7,55.7,WUR 2023,30.679862100293604
U1838,2023,,22.0,23.5,46.0,46.0,WUR 2023,24.23670936124388
U2720,2023,,28.9,8.6,78.0,78.0,WUR 2023,27.45477228996296
U1881,2023,,35.3,33.1,41.4,41.4,WUR 2023,31.153490333947286
U1933,2023,,25.9,21.4,64.5,64.5,WUR 2023,29.605087579464403
U1944,2023,,80.7,24.9,55.9,55.9,WUR 2023,41.704010778219555
U3165,2023,,73.3,23.1,59.6,59.6,WUR 2023,40.118909171734565
U1998,2023,,74.9,18.4,56.9,56.9,WUR 2023,37.130163185579
U3218,2023,,70.5,26.5,48.0,48.0,WUR 2023,37.79845919980821
U3437,2023,,25.2,10.2,82.8,82.8,WUR 2023,28.908638106788267
U3459,2023,,22.2,15.4,71.8,71.8,WUR 2023,27.69799203257391
U3201,2023,,34.7,19.3,53.7,53.7,WUR 2023,27.25743851399485
U2626,2023,,45.0,17.4,55.3,55.3,WUR 2023,29.11859910010841
U2630,2023,,74.6,13.0,50.8,50.8,WUR 2023,32.29006789280476
U2631,2023,,31.0,19.1,54.2,54.2,WUR 2023,26.435819848242303
U0059,2023,,48.7,9.6,63.3,63.3,WUR 2023,28.177087807450437
U0061,2023,,41.3,11.7,69.8,69.8,WUR 2023,29.55143645085186
U2635,2023,,60.4,14.0,50.8,50.8,WUR 2023,29.5140226927764
U0066,2023,,46.1,13.7,56.2,56.2,WUR 2023,27.6434521707831
U0076,2023,,27.7,12.9,51.1,51.1,WUR 2023,21.36867859309098
U0107,2023,,64.4,26.6,32.5,32.5,WUR 2023,31.739896735880137
U0143,2023,,16.5,26.6,53.5,53.5,WUR 2023,26.899114402446312
U2649,2023,,90.5,11.4,41.2,41.2,WUR 2023,32.23505646247327
U0158,2023,,40.4,16.2,56.9,56.9,WUR 2023,27.877649541529223
U0179,2023,,48.4,26.6,42.1,42.1,WUR 2023,30.904804785322405
U2210,2023,,49.7,10.2,72.4,72.4,WUR 2023,31.48777588188625
U2654,2023,,50.4,25.7,40.2,40.2,WUR 2023,30.309957102369324
U3206,2023,,49.6,16.3,51.2,51.2,WUR 2023,28.357563110160697
U3207,2023,,44.5,21.8,51.7,51.7,WUR 2023,30.296598953779263
U2669,2023,,79.2,15.2,49.7,49.7,WUR 2023,34.22393893812074
U2670,2023,,58.1,20.9,50.6,50.6,WUR 2023,32.653967128528926
U2671,2023,,43.4,33.0,44.5,44.5,WUR 2023,33.929342517501524
U0259,2023,,45.9,8.7,67.8,67.8,WUR 2023,28.396228668362298
U2674,2023,,35.5,22.4,51.5,51.5,WUR 2023,28.458338430084225
U0264,2023,,23.7,27.6,30.4,30.4,WUR 2023,22.137182105643767
U0271,2023,,63.7,24.2,43.5,43.5,WUR 2023,33.60284989487492
U0276,2023,,19.8,11.3,63.8,63.8,WUR 2023,22.496871112111315
U0283,2023,,41.8,24.6,39.8,39.8,WUR 2023,27.583760575792127
U2695,2023,,78.0,15.6,53.0,53.0,WUR 2023,35.158233701039755
U0320,2023,,38.7,17.1,51.7,51.7,WUR 2023,26.395413263071394
U2701,2023,,37.9,18.0,57.3,57.3,WUR 2023,28.389586390703393
U0376,2023,,40.6,13.9,43.3,43.3,WUR 2023,22.565538126255273
U0893,2023,,15.1,19.9,35.6,35.6,WUR 2023,17.52923602466822
U0383,2023,,22.4,10.6,67.5,67.5,WUR 2023,23.844101094006348
U0396,2023,,22.4,25.2,38.4,38.4,WUR 2023,22.952690284234567
U0411,2023,,38.1,25.5,34.5,34.5,WUR 2023,25.603992642224256
U0429,2023,,43.7,21.4,41.7,41.7,WUR 2023,26.868804793814718
U2743,2023,,61.2,16.3,48.9,48.9,WUR 2023,30.37227896786344
U0482,2023,,94.0,14.4,52.4,52.4,WUR 2023,38.065045673964946
U0493,2023,,88.2,24.6,35.9,35.9,WUR 2023,37.24544658724827
U2767,2023,,33.1,25.4,29.5,29.5,WUR 2023,22.86950038803354
U2774,2023,,47.4,20.3,49.9,49.9,WUR 2023,29.61724649455136
U0528,2023,,52.1,11.1,69.5,69.5,WUR 2023,31.659048044791085
U0537,2023,,32.2,19.6,55.1,55.1,WUR 2023,27.259227004031562
U0557,2023,,26.6,14.6,56.7,56.7,WUR 2023,23.726127710233012
U0568,2023,,49.1,14.2,58.0,58.0,WUR 2023,29.159597493590745
U2794,2023,,44.6,11.8,62.0,62.0,WUR 2023,28.017764701424845
U0609,2023,,44.3,33.1,26.2,26.2,WUR 2023,28.659519878716655
U0625,2023,,29.4,19.1,42.2,42.2,WUR 2023,22.432955814476852
U2348,2023,,23.1,9.9,67.2,67.2,WUR 2023,23.53772842290169
U0654,2023,,25.1,9.0,74.6,74.6,WUR 2023,25.755380739948606
U0657,2023,,41.5,13.8,36.8,36.8,WUR 2023,20.75592151270369
U0658,2023,,48.5,19.3,46.0,46.0,WUR 2023,28.153108547157345
U2804,2023,,26.3,21.3,55.7,55.7,WUR 2023,26.983084019877246
U3208,2023,,47.3,17.6,49.4,49.4,WUR 2023,27.9800504459936
U0677,2023,,20.5,11.7,64.0,64.0,WUR 2023,22.937591108675196
U0686,2023,,29.0,14.4,60.1,60.1,WUR 2023,25.20675881837254
U2822,2023,,53.0,21.9,52.8,52.8,WUR 2023,32.669412733444794
U0738,2023,,25.1,14.8,69.9,69.9,WUR 2023,27.47593826624785
U0795,2023,,38.6,23.5,29.7,29.7,WUR 2023,23.185778550270108
U0881,2023,,17.8,24.0,50.1,50.1,WUR 2023,24.766176209526357
U0870,2023,,23.9,27.5,34.2,34.2,WUR 2023,23.278933445061735
U2478,2023,,63.7,15.6,57.0,57.0,WUR 2023,33.026789625067494
U2873,2023,,43.4,14.5,60.6,60.6,WUR 2023,28.77662565803205
U0936,2023,,55.5,32.0,36.0,36.0,WUR 2023,33.644168995793365
U0941,2023,,43.2,12.1,62.9,62.9,WUR 2023,28.1253528598366
U0956,2023,,22.7,9.9,66.4,66.4,WUR 2023,23.20233499510549
U0965,2023,,52.1,9.2,61.7,61.7,WUR 2023,28.270924639346013
U2876,2023,,44.7,17.6,54.7,54.7,WUR 2023,28.975396391124743
U1024,2023,,22.8,18.6,47.3,47.3,WUR 2023,22.162382544729194
U1042,2023,,46.9,20.8,41.0,41.0,WUR 2023,27.079747711239023
U1052,2023,,41.2,14.4,54.6,54.6,WUR 2023,26.39391965647926
U1075,2023,,33.7,24.7,44.3,44.3,WUR 2023,27.106295489012084
U1082,2023,,20.8,9.9,51.2,51.2,WUR 2023,18.16163556791224
U1102,2023,,27.6,11.0,59.8,59.8,WUR 2023,22.947110056503302
U1111,2023,,74.1,9.4,55.4,55.4,WUR 2023,31.61421198161348
U1112,2023,,79.3,8.9,52.9,52.9,WUR 2023,31.80226096088602
U1115,2023,,36.0,18.6,57.0,57.0,WUR 2023,28.17996243619739
U1119,2023,,87.7,16.1,39.5,39.5,WUR 2023,33.61278345556281
U1128,2023,,17.2,9.6,68.4,68.4,WUR 2023,22.35961343301571
U1133,2023,,33.1,25.2,38.5,38.5,WUR 2023,25.48293221971844
U1164,2023,,23.8,11.0,60.5,60.5,WUR 2023,22.27095313760068
U1167,2023,,68.5,10.2,61.5,61.5,WUR 2023,32.583928278630296
U1182,2023,,44.2,35.6,27.5,27.5,WUR 2023,30.383580077319277
U2906,2023,,47.1,9.6,65.3,65.3,WUR 2023,28.408094741426922
U1193,2023,,57.6,23.0,46.3,46.3,WUR 2023,32.37433627238256
U2907,2023,,47.9,14.2,55.2,55.2,WUR 2023,28.032449468266663
U2914,2023,,54.7,27.6,45.3,45.3,WUR 2023,33.88622114694614
U1205,2023,,57.3,16.5,58.8,58.8,WUR 2023,32.563357989359126
U1219,2023,,58.9,10.6,60.7,60.7,WUR 2023,30.3156868642807
U2929,2023,,47.9,19.5,47.1,47.1,WUR 2023,28.45392528345556
U2930,2023,,42.2,19.5,49.1,49.1,WUR 2023,27.726988292198403
U1244,2023,,28.9,10.6,66.8,66.8,WUR 2023,25.151099134404298
U1257,2023,,47.0,12.4,58.8,58.8,WUR 2023,27.935797515082843
U1262,2023,,45.7,22.5,35.8,35.8,WUR 2023,26.147703310141686
U1264,2023,,57.6,27.7,34.5,34.5,WUR 2023,31.35183338907777
U2541,2023,,51.5,18.2,58.7,58.7,WUR 2023,32.09888594279902
U2943,2023,,62.6,16.7,53.4,53.4,WUR 2023,32.27695359210293
U1272,2023,,36.8,17.8,32.6,32.6,WUR 2023,20.554476618529385
U1285,2023,,25.6,16.6,37.9,37.9,WUR 2023,18.890422598087074
U1287,2023,,66.7,29.7,34.0,34.0,WUR 2023,34.41021555459236
U1299,2023,,41.9,9.3,55.7,55.7,WUR 2023,24.12740212115204
U2967,2023,,29.9,17.7,42.2,42.2,WUR 2023,21.791381711338975
U2975,2023,,57.6,28.9,38.8,38.8,WUR 2023,33.30229078606515
U1340,2023,,41.6,18.5,44.9,44.9,WUR 2023,25.77492827667053
U2984,2023,,41.7,18.8,44.2,44.2,WUR 2023,25.749112757059976
U1351,2023,,36.9,17.7,57.6,57.6,WUR 2023,28.08415379454669
U1352,2023,,57.7,19.6,52.3,52.3,WUR 2023,32.370396735716824
U3003,2023,,67.9,21.2,46.5,46.5,WUR 2023,33.866280942653674
U1394,2023,,22.7,9.3,67.5,67.5,WUR 2023,23.209969199837598
U1400,2023,,33.6,16.1,61.0,61.0,WUR 2023,27.474612668707216
U1396,2023,,24.9,13.7,58.7,58.7,WUR 2023,23.44622952984249
U1397,2023,,30.1,13.7,58.9,58.9,WUR 2023,24.72166667183827
U1428,2023,,70.8,22.9,30.8,30.8,WUR 2023,30.716777240983525
U0437,2023,,62.1,34.7,24.9,24.9,WUR 2023,33.29199211700714
U1478,2023,,47.4,17.7,50.9,50.9,WUR 2023,28.511215145164712
U1445,2023,,44.3,33.2,27.1,27.1,WUR 2023,28.985868479003237
U1449,2023,,51.8,34.4,28.8,28.8,WUR 2023,31.902372002008107
U1454,2023,,38.1,21.6,43.9,43.9,WUR 2023,26.334058521370096
U1429,2023,,14.9,16.6,72.1,72.1,WUR 2023,26.733164533570946
U1433,2023,,17.6,15.9,49.8,49.8,WUR 2023,20.240855775640835
U1500,2023,,53.0,14.5,47.2,47.2,WUR 2023,26.967196957398947
U1499,2023,,37.5,22.2,44.8,44.8,WUR 2023,26.791076110427547
U1513,2023,,18.4,9.5,64.4,64.4,WUR 2023,21.376138664504833
U3027,2023,,25.9,19.0,48.3,48.3,WUR 2023,23.40578568871544
U1523,2023,,37.3,24.8,31.3,31.3,WUR 2023,24.070136552367707
U1525,2023,,25.0,13.9,54.6,54.6,WUR 2023,22.338017022848575
U3030,2023,,45.9,21.5,45.2,45.2,WUR 2023,28.495462408270733
U1531,2023,,51.2,16.7,47.1,47.1,WUR 2023,27.7081602547499
U1570,2023,,29.9,18.8,55.7,55.7,WUR 2023,26.469925991910742
U1574,2023,,31.7,19.5,47.4,47.4,WUR 2023,24.75960436093521
U1604,2023,,48.8,20.1,46.6,46.6,WUR 2023,28.83802306545845
U1605,2023,,51.0,16.7,51.2,51.2,WUR 2023,28.901350637625992
U3051,2023,,32.0,21.9,56.3,56.3,WUR 2023,28.821338419305516
U1611,2023,,17.1,14.6,60.0,60.0,WUR 2023,22.504485412976454
U1614,2023,,62.8,32.1,18.4,18.4,WUR 2023,30.08136700819933
U1620,2023,,27.8,20.3,63.0,63.0,WUR 2023,28.999500790602013
U2546,2023,,61.7,25.5,33.9,33.9,WUR 2023,30.93655972090982
U3066,2023,,42.2,10.8,53.2,53.2,WUR 2023,24.25401490597536
U3213,2023,,34.6,16.6,62.5,62.5,WUR 2023,28.432742465437087
U2479,2023,,58.7,19.3,43.8,43.8,WUR 2023,29.87096353660564
U1660,2023,,51.2,21.8,38.4,38.4,WUR 2023,27.839842095172088
U1671,2023,,37.4,25.6,30.9,30.9,WUR 2023,24.405902743867486
U1672,2023,,29.6,17.1,50.2,50.2,WUR 2023,23.81561600651426
U1674,2023,,43.6,11.1,68.7,68.7,WUR 2023,29.43113125250891
U3079,2023,,54.9,31.6,35.3,35.3,WUR 2023,33.075603807791445
U1698,2023,,85.5,13.6,46.3,46.3,WUR 2023,33.80093685358364
U3214,2023,,39.1,14.0,52.1,52.1,WUR 2023,24.930532340048032
U3090,2023,,56.9,17.0,43.2,43.2,WUR 2023,28.023014014608748
U3091,2023,,44.7,18.0,56.0,56.0,WUR 2023,29.585226276142045
U1748,2023,,62.0,13.4,43.4,43.4,WUR 2023,27.324924157080417
U3094,2023,,81.2,21.4,39.5,39.5,WUR 2023,34.96516445616021
U3095,2023,,40.7,24.1,42.2,42.2,WUR 2023,27.78170177695192
U1763,2023,,59.8,32.1,41.7,41.7,WUR 2023,36.42680339650202
U3102,2023,,55.5,20.8,38.4,38.4,WUR 2023,28.302803183050905
U3103,2023,,29.6,19.3,53.2,53.2,WUR 2023,25.914640051528764
U3105,2023,,74.3,14.9,46.1,46.1,WUR 2023,31.827855904822037
U3119,2023,,22.3,29.8,41.0,41.0,WUR 2023,26.207490443694144
U2912,2023,,48.0,9.3,65.6,65.6,WUR 2023,28.546587378915078
U1866,2023,,23.7,27.4,36.2,36.2,WUR 2023,23.782872001844794
U1883,2023,,33.9,15.5,53.7,53.7,WUR 2023,25.012017750738096
U1885,2023,,57.3,14.3,60.8,60.8,WUR 2023,31.97643071853817
U1891,2023,,24.8,24.4,37.1,37.1,WUR 2023,22.686923339041698
U1892,2023,,21.3,11.0,52.2,52.2,WUR 2023,19.17676034290668
U3132,2023,,52.3,27.3,41.4,41.4,WUR 2023,31.983524456728542
U3147,2023,,51.2,17.1,46.9,46.9,WUR 2023,27.864361107509133
U1941,2023,,32.9,19.2,51.7,51.7,WUR 2023,26.177867875722136
U1946,2023,,33.9,23.9,35.2,35.2,WUR 2023,23.96763888448849
U1991,2023,,47.5,8.2,64.4,64.4,WUR 2023,27.470978732952904
U2002,2023,,73.2,12.0,58.0,58.0,WUR 2023,33.5986726345877
U2014,2023,,28.7,10.2,73.4,73.4,WUR 2023,26.883653180650192
U2019,2023,,74.7,9.0,55.1,55.1,WUR 2023,31.44698836732274
U2031,2023,,42.9,8.4,62.8,62.8,WUR 2023,26.020683771934266
U3185,2023,,24.6,9.5,60.0,60.0,WUR 2023,21.49409163405563
U2561,2023,,52.6,15.0,51.1,51.1,WUR 2023,28.324030402003405
U3196,2023,,41.6,31.7,32.8,32.8,WUR 2023,29.266249966112387
U2102,2023,,50.5,19.2,42.9,42.9,WUR 2023,27.628727085851768
U3217,2023,,37.8,14.4,61.3,61.3,WUR 2023,27.625736810534125
U2144,2023,,59.0,30.8,36.5,36.5,WUR 2023,33.96308151137758
U2152,2023,,45.4,7.9,71.2,71.2,WUR 2023,28.874262597453413
U3247,2023,,49.3,17.1,59.1,59.1,WUR 2023,31.109952002896534
U3348,2023,,55.5,18.7,47.3,47.3,WUR 2023,29.85674064154879
U3357,2023,,31.5,14.6,52.9,52.9,WUR 2023,23.721793974930023
U3270,2023,,43.0,27.4,42.6,42.6,WUR 2023,30.227701667205057
