University_Key,University_Name_QS,Country_QS,Country_Code,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student_Score,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,University_Name_THE,Country_THE,THE_Rank,THE_Overall_Score,THE_Teaching_Score,THE_Research_Score,THE_Citations_Score,THE_Industry_Income_Score,THE_International_Outlook,Total_Students,Student_Staff_Ratio,International_Students,Female_Male_Ratio,Year
aligarh muslim university,Aligarh Muslim University,India,IN,1001-1200,-,9.7,2.5,20.8,10.2,1.2,1.7,Aligarh Muslim University,India,601.0,37.0–41.8,41.1,14.0,61.6,34.3,38.2,"20,428",12.0,1%,40 : 60,2024
amity university,Amity University,India,IN,1001-1200,-,8.5,7.6,10.6,5.9,3.8,21.8,Amity University,India,801.0,32.7–36.9,23.6,14.0,62.3,20.0,31.1,"30,989",17.1,7%,52:48:00,2024
amrita vishwa vidyapeetham,Amrita Vishwa Vidyapeetham,India,IN,1001-1200,-,4.8,4.1,25.3,5.2,37.0,1.7,Amrita Vishwa Vidyapeetham,India,801.0,32.7–36.9,28.4,20.5,60.8,41.1,36.9,"22,085",11.8,5%,,2024
an najah national university,An-Najah National University,"Palestinian Territory, Occupied",PS,1001-1200,-,6.4,16.5,7.3,2.2,36.2,25.0,An-Najah National University,Palestine,1001.0,28.3–32.6,13.3,9.8,65.4,21.0,61.2,"24,835",21.7,11%,66:34:00,2024
arab academy for science technology and maritime transport,"Arab Academy for Science, Technology and Maritime Transport",Egypt,EG,1001-1200,-,5.3,5.8,32.6,1.5,6.9,26.8,"Arab Academy for Science, Technology and Maritime Transport",Egypt,1201.0,22.8–28.2,28.1,12.3,32.9,22.6,53.3,"37,942",13.9,10%,32 : 68,2024
assiut university,Assiut University ,Egypt,EG,1001-1200,-,11.2,6.9,12.3,2.3,15.5,4.0,Assiut University,Egypt,1201.0,22.8–28.2,16.1,10.8,48.0,22.2,52.9,"99,610",22.1,1%,38 : 62,2024
baku state university,Baku State University,Azerbaijan,AZ,1001-1200,-,9.6,3.2,33.9,1.4,2.1,1.7,Baku State University,Azerbaijan,1501.0,9.7–22.7,20.1,8.6,13.8,19.7,35.5,"23,684",13.2,2%,66:34:00,2024
banaras hindu university,Banaras Hindu University,India,IN,1001-1200,-,12.1,6.5,15.9,7.8,1.2,1.6,Banaras Hindu University,India,601.0,37.0–41.8,47.2,16.4,66.4,26.8,25.0,"12,620",8.0,3%,43:57:00,2024
baylor university,Baylor University,United States,US,1001-1200,-,6.1,16.8,11.7,8.3,2.4,3.8,Baylor University,United States,601.0,37.0–41.8,39.2,19.7,61.3,54.8,38.6,"20,859",19.0,6%,61:39:00,2024
birmingham city university,Birmingham City University ,United Kingdom,UK,1001-1200,-,5.8,4.6,7.6,3.1,43.5,76.5,Birmingham City University,United Kingdom,601.0,37.0–41.8,17.3,11.8,77.8,23.2,81.9,"24,575",17.2,26%,63:37:00,2024
brac university,BRAC University,Bangladesh,BD,1001-1200,-,10.6,29.1,12.4,1.9,2.5,1.4,BRAC University,Bangladesh,801.0,32.7–36.9,14.8,12.3,71.1,15.7,42.2,"13,027",16.9,1%,43:57:00,2024
canterbury christ church university,Canterbury Christ Church University,United Kingdom,UK,1001-1200,-,5.7,2.1,5.8,4.1,35.9,72.8,Canterbury Christ Church University,United Kingdom,1001.0,28.3–32.6,20.7,13.8,44.6,18.0,59.6,"11,155",20.1,15%,68:32:00,2024
chung yuan christian university,Chung Yuan Christian University,Taiwan,TW,1001-1200,-,5.8,5.2,4.4,15.1,4.4,7.2,Chung Yuan Christian University,Taiwan,1001.0,28.3–32.6,18.1,24.4,39.0,62.6,41.2,"15,939",33.5,7%,46:54:00,2024
chungbuk national university,Chungbuk National University,South Korea,KR,1001-1200,-,5.4,2.8,30.6,8.6,7.0,4.3,Chungbuk National University,South Korea,1201.0,22.8–28.2,26.5,21.2,29.9,50.6,29.6,"17,075",14.0,5%,44:56:00,2024
cracow university of technology,Cracow University of Technology (Politechnika Krakowska),Poland,PL,1001-1200,-,11.4,23.7,19.6,4.4,2.1,2.0,Cracow University of Technology,Poland,1501.0,9.7–22.7,21.2,10.7,30.4,28.2,27.3,"13,510",12.2,5%,36 : 64,2024
doshisha university,Doshisha University,Japan,JP,1001-1200,-,9.0,13.7,5.3,2.1,18.6,4.0,Doshisha University,Japan,1501.0,9.7–22.7,17.9,10.9,11.1,30.7,35.5,"27,624",18.6,4%,42:58:00,2024
ege university,EGE UNIVERSITY,Turkey,TR,1001-1200,-,8.6,10.3,13.8,3.0,1.3,3.3,Ege University,Turkey,1201.0,22.8–28.2,32.7,16.7,30.4,63.4,25.7,"31,178",20.3,4%,54:46:00,2024
escuela polit cnica nacional,Escuela Politécnica Nacional,Ecuador,EC,1001-1200,-,6.3,17.6,16.6,3.3,6.7,1.9,Escuela Politécnica Nacional,Ecuador,1501.0,9.7–22.7,18.2,9.4,29.0,18.6,52.1,"7,458",13.2,1%,28 : 72,2024
escuela superior polit cnica del litoral,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,EC,1001-1200,-,12.9,9.1,19.2,2.7,13.0,1.7,Escuela Superior Politécnica del Litoral,Ecuador,1201.0,22.8–28.2,20.4,9.5,32.3,18.3,56.4,"10,271",10.4,1%,39 : 61,2024
ferdowsi university of mashhad,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",IR,1001-1200,-,5.8,10.3,3.5,25.8,1.3,7.9,Ferdowsi University of Mashhad,Iran,801.0,32.7–36.9,28.6,26.8,48.2,45.4,38.6,"25,009",30.5,11%,54:46:00,2024
financial university under the government of the russian federation,Financial University under the Government of the Russian Federation,Russia,RU,1001-1200,-,5.5,7.8,37.1,1.6,4.1,13.1,Financial University under the Government of the Russian Federation,Russian Federation,1001.0,28.3–32.6,26.7,18.0,50.3,30.9,34.5,"16,580",13.0,9%,51:49:00,2024
german jordanian university,German Jordanian University,Jordan,JO,1001-1200,-,7.1,13.4,18.8,4.8,44.1,14.4,German Jordanian University,Jordan,1201.0,22.8–28.2,17.8,11.4,40.6,19.5,69.1,"4,255",12.8,11%,38 : 62,2024
glasgow caledonian university,Glasgow Caledonian University,United Kingdom,UK,1001-1200,-,5.5,4.9,4.4,6.5,31.4,37.5,Glasgow Caledonian University,United Kingdom,601.0,37.0–41.8,20.7,13.9,66.7,46.1,75.6,"14,840",24.1,18%,58:42:00,2024
harbin engineering university,Harbin Engineering University,China (Mainland),CN,1001-1200,-,4.6,2.0,14.6,23.0,2.5,2.0,Harbin Engineering University,China,801.0,32.7–36.9,28.1,30.6,43.6,64.9,24.4,"33,528",19.8,2%,0.970833333,2024
howard university,Howard University,United States,US,1001-1200,-,6.5,7.7,46.7,3.4,1.1,3.8,Howard University,United States,801.0,32.7–36.9,48.0,18.8,41.6,39.8,39.3,"10,199",9.7,5%,71:29:00,2024
hungarian university of agriculture and life sciences,Hungarian University of Agriculture and Life Sciences,Hungary,HU,1001-1200,-,5.6,4.0,34.1,2.9,1.9,29.1,Hungarian University of Agriculture and Life Sciences,Hungary,1201.0,22.8–28.2,25.8,11.6,32.5,23.0,62.3,"10,252",11.6,16%,53:47:00,2024
jiangnan university,Jiangnan University,China (Mainland),CN,1001-1200,-,4.9,6.8,16.8,20.5,,,Jiangnan University,China,801.0,32.7–36.9,24.7,22.4,60.2,76.6,24.0,"31,018",12.9,1%,,2024
kagoshima university,Kagoshima University,Japan,JP,1001-1200,-,6.1,2.9,65.8,3.9,4.0,3.0,Kagoshima University,Japan,1201.0,22.8–28.2,25.7,13.5,24.0,55.2,27.7,"10,257",10.1,3%,38 : 62,2024
kangwon national university,Kangwon National University ,South Korea,KR,1001-1200,-,5.8,5.4,20.0,8.9,4.0,2.5,Kangwon National University,South Korea,1201.0,22.8–28.2,22.0,21.9,32.4,47.4,24.1,"21,920",21.6,3%,41:59:00,2024
kazan national research technological university,Kazan National Research Technological University,Russia,RU,1001-1200,-,5.0,3.6,23.1,1.4,2.5,44.0,Kazan National Research Technological University,Russian Federation,1501.0,9.7–22.7,21.9,8.8,12.4,36.1,35.4,"13,088",11.6,16%,40 : 60,2024
kookmin university,Kookmin University ,South Korea,KR,1001-1200,-,5.2,4.0,28.8,3.5,5.5,21.0,Kookmin University,South Korea,1501.0,9.7–22.7,24.5,14.3,20.1,37.0,36.1,"17,514",11.6,11%,50:50:00,2024
kyoto institute of technology,Kyoto Institute of Technology,Japan,JP,1001-1200,-,6.4,4.0,16.2,12.9,11.0,7.9,Kyoto Institute of Technology,Japan,1201.0,22.8–28.2,27.2,17.1,15.2,73.3,33.7,"3,943",13.8,6%,29 : 71,2024
kyushu institute of technology,Kyushu Institute of Technology ,Japan,JP,1001-1200,-,4.7,5.4,11.3,23.0,9.0,4.6,Kyushu Institute of Technology (Kyutech),Japan,1201.0,22.8–28.2,26.3,15.6,31.4,60.3,40.8,"5,628",16.0,5%,0.643055556,2024
leeds beckett university,Leeds Beckett University,United Kingdom,UK,1001-1200,-,4.4,8.0,4.4,8.1,35.2,18.0,Leeds Beckett University,United Kingdom,801.0,32.7–36.9,17.7,16.2,65.0,49.9,67.3,"20,360",21.9,15%,54:46:00,2024
lodz university of technology,Lodz University of Technology,Poland,PL,1001-1200,-,5.4,3.7,42.4,8.3,4.2,3.5,Lodz University of Technology,Poland,1201.0,22.8–28.2,21.2,15.7,34.4,66.9,29.8,"11,706",13.1,5%,39 : 61,2024
mansoura university,Mansoura University,Egypt,EG,1001-1200,-,12.9,8.1,3.2,2.4,5.8,4.1,Mansoura University,Egypt,801.0,32.7–36.9,19.5,12.4,68.1,31.8,74.1,"1,74,302",40.2,4%,50:50:00,2024
meiji university,Meiji University,Japan,JP,1001-1200,-,7.4,24.5,4.9,1.7,10.1,5.3,Meiji University,Japan,1501.0,9.7–22.7,16.3,12.1,13.5,40.8,31.4,"32,810",34.0,5%,35 : 65,2024
mississippi state university,Mississippi State University,United States,US,1001-1200,-,6.0,5.8,6.7,18.4,15.7,3.2,Mississippi State University,United States,601.0,37.0–41.8,27.3,20.0,58.8,66.2,50.7,"21,181",14.6,4%,53:47:00,2024
multimedia university,Multimedia University (MMU),Malaysia,MY,1001-1200,-,8.8,17.6,11.6,5.8,16.3,23.5,Multimedia University,Malaysia,1201.0,22.8–28.2,19.5,13.0,29.0,62.2,41.2,"8,893",16.3,9%,45:55:00,2024
mustansiriyah university,Mustansiriyah University,Iraq,IQ,1001-1200,-,3.7,5.3,43.7,1.3,33.0,4.0,Mustansiriyah University,Iraq,1501.0,9.7–22.7,25.3,8.4,16.0,19.1,32.5,"30,964",6.5,1%,52:48:00,2024
mutah university,Mutah University,Jordan,JO,1001-1200,-,7.6,8.9,10.1,1.7,10.1,43.6,Mutah University,Jordan,1201.0,22.8–28.2,29.7,11.5,27.6,20.9,61.2,"11,348",15.5,18%,44:56:00,2024
nanjing normal university,Nanjing Normal University,China (Mainland),CN,1001-1200,-,5.1,1.7,16.6,21.6,,4.6,Nanjing Normal University,China,801.0,32.7–36.9,25.1,15.1,66.5,50.7,29.8,"32,700",13.5,2%,69:31:00,2024
northwest university,Northwest University (China),China (Mainland),CN,1001-1200,-,4.7,1.5,50.9,14.3,3.8,2.8,Northwest University,China,1001.0,28.3–32.6,24.4,15.3,51.5,35.3,25.0,"26,059",13.3,1%,52:48:00,2024
novosibirsk state technical university,Novosibirsk State Technical University,Russia,RU,1001-1200,-,6.8,5.9,29.1,1.8,1.4,44.6,Novosibirsk State Technical University,Russian Federation,1501.0,9.7–22.7,20.2,12.4,12.8,23.2,36.1,"12,615",14.6,17%,40 : 60,2024
ohio university,Ohio University,United States,US,1001-1200,-,8.5,9.3,5.5,14.3,5.5,3.9,Ohio University (Main campus),United States,601.0,37.0–41.8,30.6,20.1,61.2,54.7,37.2,"20,948",19.9,4%,58:42:00,2024
panjab university,Panjab University,India,IN,1001-1200,-,6.7,5.9,5.6,21.0,,1.8,Panjab University,India,601.0,37.0–41.8,32.6,16.2,67.9,39.2,23.5,"19,695",18.6,1%,51:49:00,2024
rochester institute of technology,Rochester Institute of Technology (RIT),United States,US,1001-1200,-,6.2,9.4,19.8,7.6,5.0,17.7,Rochester Institute of Technology,United States,801.0,32.7–36.9,22.9,20.2,58.4,60.7,46.3,"14,249",16.0,13%,37 : 63,2024
russian presidential academy of national economy and public administration,Russian Presidential Academy of National Economy and Public Administration,Russia,RU,1001-1200,-,5.2,6.8,49.0,1.1,2.0,3.0,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,1501.0,9.7–22.7,26.8,17.1,18.1,19.4,23.2,"18,646",10.4,4%,63:37:00,2024
saint petersburg mining university,Saint-Petersburg Mining University,Russia,RU,1001-1200,-,3.7,3.1,53.9,2.2,19.7,20.6,Saint-Petersburg Mining University,Russian Federation,601.0,37.0–41.8,29.7,16.9,69.3,50.4,43.1,"8,345",13.4,12%,41:59:00,2024
san diego state university,San Diego State University,United States,US,1001-1200,-,5.2,3.0,3.2,17.1,6.5,4.4,San Diego State University,United States,801.0,32.7–36.9,21.5,11.9,71.1,58.3,37.0,"32,069",28.1,5%,58:42:00,2024
sathyabama institute of science and technology,Sathyabama Institute of Science and Technology (deemed to be university),India,IN,1001-1200,-,5.0,6.3,29.1,3.9,5.9,4.1,Sathyabama Institute of Science and Technology,India,1201.0,22.8–28.2,31.2,9.9,35.1,16.9,29.7,"13,406",10.6,5%,50:50:00,2024
seoul national university of science and technology,Seoul National University of Science and Technology,South Korea,KR,1001-1200,-,7.4,3.8,10.8,10.0,11.1,11.9,Seoul National University of Science and Technology (SeoulTech),South Korea,1201.0,22.8–28.2,28.0,20.1,32.7,39.8,30.6,"8,987",13.8,9%,36 : 64,2024
sheffield hallam university,Sheffield Hallam University,United Kingdom,UK,1001-1200,-,6.5,12.1,10.0,4.9,35.0,30.9,Sheffield Hallam University,United Kingdom,801.0,32.7–36.9,19.4,14.4,66.7,33.1,64.0,"26,580",17.7,12%,55:45:00,2024
shinshu university,Shinshu University ,Japan,JP,1001-1200,-,3.4,3.4,35.1,12.0,10.7,2.9,Shinshu University,Japan,1001.0,28.3–32.6,26.8,18.0,34.6,63.1,32.6,"10,602",10.4,3%,32 : 68,2024
silesian university of technology,Silesian University of Technology,Poland,PL,1001-1200,-,6.5,3.6,27.7,6.2,2.4,4.4,Silesian University of Technology,Poland,1201.0,22.8–28.2,21.8,15.6,39.4,31.5,26.6,"17,424",12.0,4%,32 : 68,2024
slovak university of technology in bratislava,Slovak University of Technology in Bratislava,Slovakia,SK,1001-1200,-,9.7,7.9,34.7,3.6,2.1,2.7,Slovak University of Technology in Bratislava,Slovakia,1501.0,9.7–22.7,27.6,12.0,22.3,28.7,32.8,"10,678",8.5,7%,31 : 69,2024
soonchunhyang university,Soonchunhyang University,South Korea,KR,1001-1200,-,5.0,2.9,46.6,7.3,5.7,4.8,Soonchunhyang University,South Korea,1201.0,22.8–28.2,19.8,25.4,33.0,48.2,35.0,"10,329",21.4,6%,51:49:00,2024
sz chenyi istv n university,Széchenyi István University,Hungary,HU,1001-1200,-,8.1,24.7,22.8,1.6,4.2,6.6,Széchenyi István University,Hungary,1501.0,9.7–22.7,19.1,11.7,23.2,17.4,29.6,"9,573",14.8,5%,45:55:00,2024
taibah university,Taibah University,Saudi Arabia,SA,1001-1200,-,5.7,2.3,4.1,3.2,97.7,2.3,Taibah University,Saudi Arabia,1001.0,28.3–32.6,14.4,10.2,54.2,18.5,76.0,"61,471",24.4,2%,61:39:00,2024
tallinn university,Tallinn University ,Estonia,EE,1001-1200,-,8.7,5.7,6.9,6.1,40.0,19.3,Tallinn University,Estonia,1001.0,28.3–32.6,24.8,23.0,42.6,22.1,59.3,"4,509",9.9,14%,71:29:00,2024
technical university of liberec,Technical University of Liberec,Czech Republic,CZ,1001-1200,-,4.3,3.2,45.5,4.3,16.4,10.1,Technical University of Liberec,Czech Republic,1501.0,9.7–22.7,21.0,18.9,18.2,34.5,44.2,"5,303",13.3,10%,54:46:00,2024
telkom university,Telkom University,Indonesia,ID,1001-1200,-,7.4,9.4,27.0,1.4,22.3,3.6,Telkom University,Indonesia,1501.0,9.7–22.7,15.0,11.0,28.5,21.3,38.1,"18,956",16.8,3%,42:58:00,2024
tokai university,Tokai University,Japan,JP,1001-1200,-,11.4,6.4,14.4,3.0,6.0,3.1,Tokai University,Japan,1201.0,22.8–28.2,18.3,12.0,36.5,46.0,30.4,"28,334",16.0,4%,27 : 73,2024
tokushima university,Tokushima University,Japan,JP,1001-1200,-,4.8,1.9,66.3,6.6,2.7,2.4,Tokushima University,Japan,1201.0,22.8–28.2,29.2,24.0,24.4,81.6,26.4,"7,482",9.7,2%,35 : 65,2024
universidad andr s bello,Universidad Andrés Bello,Chile,CL,1001-1200,-,11.0,11.0,6.2,2.5,7.0,1.5,Universidad Andrés Bello (UNAB),Chile,1501.0,9.7–22.7,15.1,10.4,33.5,20.7,50.6,"46,249",18.4,2%,53:47:00,2024
universidad aut noma de nuevo le n,Universidad Autónoma de Nuevo León,Mexico,MX,1001-1200,-,15.4,12.5,2.2,1.8,3.4,1.1,Universidad Autónoma de Nuevo León (UANL),Mexico,1501.0,9.7–22.7,13.3,9.1,17.1,19.8,33.4,"1,32,850",48.0,0%,47:53:00,2024
universidad aut noma del estado de hidalgo,Universidad Autónoma del Estado de Hidalgo (UAEH),Mexico,MX,1001-1200,-,3.9,7.2,43.2,1.4,2.4,1.8,Universidad Autónoma del Estado de Hidalgo,Mexico,1501.0,9.7–22.7,19.2,9.6,11.1,18.1,26.4,"38,732",19.5,0%,58:42:00,2024
universidad del valle,Universidad del Valle,Colombia,CO,1001-1200,-,18.2,15.0,8.1,2.0,2.2,1.4,Universidad del Valle,Colombia,1501.0,9.7–22.7,23.2,8.7,12.2,17.9,40.6,"33,442",8.9,1%,50:50:00,2024
universidad peruana de ciencias aplicadas,Universidad Peruana de Ciencias Aplicadas,Peru,PE,1001-1200,-,10.7,25.8,3.3,1.1,16.6,1.8,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,1501.0,9.7–22.7,13.5,8.7,10.1,15.6,26.5,"56,595",21.1,1%,50:50:00,2024
universitas sebelas maret,Universitas Sebelas Maret,Indonesia,ID,1001-1200,-,10.7,11.5,13.6,1.5,10.3,2.0,Universitas Sebelas Maret,Indonesia,1201.0,22.8–28.2,19.3,19.3,33.9,48.3,33.3,"27,580",16.9,2%,64:36:00,2024
universit de poitiers,Université de Poitiers,France,FR,1001-1200,-,8.7,2.0,4.9,6.2,,29.1,Université de Poitiers,France,801.0,32.7–36.9,28.6,25.7,36.0,45.0,58.9,"29,280",31.5,11%,57:43:00,2024
universiti kuala lumpur,Universiti Kuala Lumpur (UniKL),Malaysia,MY,1001-1200,-,6.4,9.9,33.6,2.1,8.0,3.8,Universiti Kuala Lumpur,Malaysia,1501.0,9.7–22.7,23.6,9.0,24.3,25.5,43.7,"15,516",11.9,5%,43:57:00,2024
universiti malaysia perlis,Universiti Malaysia Perlis,Malaysia,MY,1001-1200,-,7.3,5.5,24.1,7.5,2.0,4.0,Universiti Malaysia Perlis,Malaysia,1201.0,22.8–28.2,21.6,12.5,46.0,26.0,33.3,"10,836",13.6,3%,47:53:00,2024
universiti malaysia sabah,Universiti Malaysia Sabah (UMS),Malaysia,MY,1001-1200,-,13.6,10.0,7.8,3.3,9.8,4.0,Universiti Malaysia Sabah (UMS),Malaysia,1501.0,9.7–22.7,17.8,14.3,25.0,21.8,41.8,"17,316",16.6,4%,66:34:00,2024
universiti malaysia sarawak,Universiti Malaysia Sarawak (UNIMAS),Malaysia,MY,1001-1200,-,12.6,8.7,11.9,3.0,37.3,8.7,Universiti Malaysia Sarawak (UNIMAS),Malaysia,1001.0,28.3–32.6,29.9,19.3,22.9,66.9,61.0,"12,158",14.9,13%,71:29:00,2024
universiti malaysia terengganu,Universiti Malaysia Terengganu (UMT),Malaysia,MY,1001-1200,-,10.0,4.6,10.8,9.3,12.9,6.7,Universiti Malaysia Terengganu (UMT),Malaysia,1001.0,28.3–32.6,19.1,18.7,47.6,30.1,49.7,"10,143",16.8,5%,69:31:00,2024
university of colombo,University of Colombo,Sri Lanka,LK,1001-1200,-,11.7,14.8,2.5,3.1,1.1,1.3,University of Colombo,Sri Lanka,1001.0,28.3–32.6,25.4,10.6,60.2,18.7,39.3,"34,058",32.0,0%,60:40:00,2024
university of derby,University of Derby,United Kingdom,UK,1001-1200,-,4.8,3.2,11.3,4.7,30.5,48.5,University of Derby,United Kingdom,601.0,37.0–41.8,18.5,12.8,71.8,26.5,75.0,"16,170",15.8,18%,60:40:00,2024
university of deusto,University of Deusto,Spain,ES,1001-1200,-,5.8,20.9,5.0,6.8,,,University of Deusto,Spain,801.0,32.7–36.9,22.5,23.2,54.3,36.6,42.3,"9,570",18.8,6%,57:43:00,2024
university of karachi,University of Karachi,Pakistan,PK,1001-1200,-,10.4,15.3,1.6,4.6,3.8,1.1,University of Karachi,Pakistan,1501.0,9.7–22.7,14.1,10.6,19.5,24.5,44.4,"47,337",39.3,0%,60:40:00,2024
university of nairobi,University of Nairobi,Kenya,KE,1001-1200,-,9.6,14.6,18.1,1.7,,,University of Nairobi,Kenya,1201.0,22.8–28.2,12.0,10.6,45.9,18.8,49.8,"52,678",34.5,2%,24 : 76,2024
university of north carolina at charlotte,University of North Carolina at Charlotte,United States,US,1001-1200,-,5.7,4.5,5.0,14.1,8.7,5.5,University of North Carolina at Charlotte,United States,601.0,37.0–41.8,23.2,22.1,74.4,58.7,37.0,"26,819",20.6,6%,49:51:00,2024
university of novi sad,University of Novi Sad,Serbia,RS,1001-1200,-,8.8,3.6,9.3,3.4,,,University of Novi Sad,Serbia,1501.0,9.7–22.7,19.0,11.7,29.1,36.4,33.6,"47,978",15.1,1%,57:43:00,2024
university of pardubice,University of Pardubice,Czech Republic,CZ,1001-1200,-,4.8,2.6,39.8,3.3,11.5,11.1,University of Pardubice,Czech Republic,1501.0,9.7–22.7,21.1,17.7,17.7,30.0,39.8,"7,375",13.5,10%,56:44:00,2024
university of primorska,University of Primorska,Slovenia,SI,1001-1200,-,3.1,2.3,9.4,5.1,26.3,28.6,University of Primorska,Slovenia,1501.0,9.7–22.7,16.4,14.9,26.5,21.9,61.8,"5,805",15.3,18%,77:23:00,2024
university of regina,University of Regina,Canada,CA,1001-1200,-,3.5,2.9,4.0,21.2,8.8,41.1,University of Regina,Canada,801.0,32.7–36.9,17.8,19.5,62.9,36.1,71.0,"14,167",24.6,26%,49:51:00,2024
university of rhode island,University of Rhode Island ,United States,US,1001-1200,-,5.6,2.8,6.9,16.7,5.1,2.7,University of Rhode Island,United States,601.0,37.0–41.8,26.3,20.5,57.4,50.0,53.7,"15,886",14.5,3%,57:43:00,2024
university of the free state,University of the Free State,South Africa,ZA,1001-1200,-,5.6,6.6,3.5,7.9,,4.9,University of the Free State,South Africa,801.0,32.7–36.9,22.4,18.7,56.4,26.9,51.7,"33,247",35.6,2%,63:37:00,2024
university of the sunshine coast,University of the Sunshine Coast ,Australia,AU,1001-1200,-,3.0,2.2,2.3,22.8,2.9,18.5,University of the Sunshine Coast,Australia,501.0,41.9–45.3,20.9,27.7,70.2,37.3,69.1,"11,542",29.8,13%,69:31:00,2024
university of toledo,University of Toledo,United States,US,1001-1200,-,3.8,4.4,8.7,21.4,9.6,8.8,University of Toledo,United States,601.0,37.0–41.8,35.7,16.7,54.5,68.8,56.7,"16,199",17.0,9%,53:47:00,2024
university of wolverhampton,University of Wolverhampton,United Kingdom,UK,1001-1200,-,3.4,3.2,10.4,9.4,34.7,72.1,University of Wolverhampton,United Kingdom,601.0,37.0–41.8,19.1,14.7,64.7,40.7,81.1,"15,115",16.7,28%,62:38:00,2024
university of wyoming,University of Wyoming,United States,US,1001-1200,-,3.0,1.4,25.9,23.4,7.7,4.0,University of Wyoming,United States,601.0,37.0–41.8,35.9,20.3,62.1,58.6,37.7,"10,174",14.1,4%,52:48:00,2024
university of ilina,University of Žilina,Slovakia,SK,1001-1200,-,5.7,1.0,56.1,6.2,2.5,2.9,University of Žilina,Slovakia,1001.0,28.3–32.6,27.7,18.0,48.2,30.6,31.8,"7,154",14.0,3%,32 : 68,2024
vsb technical university of ostrava,VSB - Technical University of Ostrava,Czech Republic,CZ,1001-1200,-,5.4,10.3,15.5,4.3,8.4,22.0,VSB - Technical University of Ostrava,Czech Republic,1201.0,22.8–28.2,26.8,19.7,27.8,31.0,46.9,"11,390",14.7,13%,33 : 67,2024
warsaw university of life sciences sggw,Warsaw University of Life Sciences – SGGW (WULS-SGGW),Poland,PL,1001-1200,-,6.9,5.0,20.2,6.0,2.4,7.7,Warsaw University of Life Sciences – SGGW,Poland,1201.0,22.8–28.2,19.9,11.8,41.6,23.4,34.2,"15,737",13.4,8%,58:42:00,2024
western michigan university,Western Michigan University,United States,US,1001-1200,-,5.3,3.6,10.8,5.8,32.3,10.4,Western Michigan University,United States,1001.0,28.3–32.6,24.0,17.1,39.2,39.3,43.1,"16,486",21.3,8%,53:47:00,2024
xi an jiaotong liverpool university,Xi'an Jiaotong Liverpool University,China (Mainland),CN,1001-1200,-,4.3,2.1,5.7,5.8,97.5,3.1,Xi’an Jiaotong-Liverpool University,China,601.0,37.0–41.8,18.6,15.1,70.8,20.9,77.3,"19,535",19.9,4%,51:49:00,2024
yamaguchi university,Yamaguchi University ,Japan,JP,1001-1200,-,4.0,1.7,43.2,4.5,7.0,2.7,Yamaguchi University,Japan,1201.0,22.8–28.2,28.5,13.4,21.4,57.3,33.4,"10,437",10.9,5%,37 : 63,2024
yarmouk university,Yarmouk University,Jordan,JO,1001-1200,-,11.9,14.5,2.8,2.5,7.8,13.9,Yarmouk University,Jordan,1201.0,22.8–28.2,19.9,12.9,41.5,20.8,53.1,"31,177",28.3,11%,57:43:00,2024
yerevan state university,Yerevan State University,Armenia,AM,1001-1200,-,7.0,3.0,45.4,1.4,5.2,1.6,Yerevan State University,Armenia,1501.0,9.7–22.7,23.9,8.6,26.8,16.4,38.1,"13,838",8.0,2%,53:47:00,2024
lucian blaga university of sibiu,Lucian Blaga University of Sibiu,Romania,RO,1201-1400,-,3.7,2.5,8.1,1.8,12.5,3.1,Lucian Blaga University of Sibiu,Romania,1501.0,9.7–22.7,18.5,14.0,29.7,16.8,28.4,"13,369",16.5,3%,59:41:00,2024
don state technical university, Don State Technical University,Russia,RU,1201-1400,-,4.2,3.1,13.3,1.4,1.6,14.8,Don State Technical University,Russian Federation,1001.0,28.3–32.6,20.6,9.0,54.9,17.9,31.7,"26,030",12.4,12%,,2024
al azhar university,Al-Azhar University,Egypt,EG,1201-1400,-,11.2,6.8,11.1,1.3,1.5,10.4,Al-Azhar University,Egypt,801.0,32.7–36.9,19.2,10.9,69.2,20.4,57.4,"2,69,733",22.0,9%,42:58:00,2024
alexandru ioan cuza university,Alexandru Ioan Cuza University,Romania,RO,1201-1400,-,8.0,8.0,5.3,2.9,3.6,10.9,Alexandru Ioan Cuza University,Romania,1501.0,9.7–22.7,16.5,12.1,31.6,18.3,40.2,"25,443",22.3,8%,56:44:00,2024
anadolu university,Anadolu University,Turkey,TR,1201-1400,-,4.0,4.0,13.8,2.9,1.9,3.1,Anadolu University,Turkey,1201.0,22.8–28.2,22.3,11.8,41.2,22.0,32.7,"21,491",17.0,8%,53:47:00,2024
aoyama gakuin university,Aoyama Gakuin University,Japan,JP,1201-1400,-,6.9,12.3,5.4,2.0,16.3,2.7,Aoyama Gakuin University,Japan,1501.0,9.7–22.7,20.0,8.9,10.4,22.2,36.2,"19,692",12.2,3%,49:51:00,2024
